 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),1386832,840527,506145,1376807,894805,543162,301350,843232,585991,368102,192063,707767,463542,277356,167126,487456,300680,184745,83439,190045,130274,90740,46982,106722,74976,54401,29326,90385,63694,43680,20472,79451,44609,41348, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),33976,28552,3810,18766,11387,10320,5832,8342,6100,5286,2463,9586,7687,4902,4063,5214,2816,532,269,4991,4220,3789,2487,721,448,298,169,343,149,91,32,2,45,103, 
 收到的其他与经营活动有关的现金(万元),25877,12226,5296,10679,18403,13930,17888,6686,3062,2166,6703,2643,27218,14016,5393,1494,3155,566,2517,1945,3328,3642,1657,3079,3082,542,215,1292,752,437,215,475,1195,353, 
 经营活动现金流入小计(万元),1446685,881305,515250,1406252,924595,567412,325071,858259,595153,375554,201229,719997,498447,296273,176582,494164,306651,185843,86225,196982,137822,98171,51126,110522,78506,55241,29710,92020,64596,44208,20719,79928,45849,41804, 
 购买商品、接受劳务支付的现金(万元),1147824,719216,448649,1223756,807629,511935,270749,612585,430496,282017,138415,553079,341861,213149,119265,350019,223508,150138,64320,174295,111946,77280,44293,95290,70629,42343,20579,75042,54459,34956,14754,57580,32830,25808, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),144553,93957,44151,146879,97545,62040,28446,101179,67446,44721,21880,74176,49691,30466,13297,52455,35831,22235,9280,27589,18261,11851,5102,20898,13499,8162,3946,14180,9613,6189,2908,10212,6729,7988, 
 支付的各项税费(万元),16173,7502,1135,21467,16923,11140,5163,17076,14404,8012,2387,16131,14930,9184,3966,9069,7411,5202,3478,5554,3760,2801,816,2685,1993,1465,699,5499,4409,2835,1264,3073,1610,3365, 
 支付的其他与经营活动有关的现金(万元),57207,18219,3160,29198,28980,21856,19547,22600,12137,10631,5723,13015,40730,17774,9061,9153,15672,4524,4032,5953,7017,5003,1828,4224,6302,2456,1243,3556,2689,1653,1085,2070,1988,2285, 
 经营活动现金流出小计(万元),1365757,838894,497096,1421299,951077,606971,323905,753440,524482,345380,168405,656401,447212,270573,145588,420696,282421,182099,81110,213391,140983,96935,52038,123096,92424,54426,26467,98277,71170,45634,20011,72934,43156,39446, 
 经营活动产生的现金流量净额(万元),80928,42411,18155,-15047,-26482,-39559,1166,104820,70671,30174,32824,63595,51235,25700,30994,73469,24230,3744,5115,-16409,-3161,1236,-912,-12574,-13918,815,3243,-6258,-6573,-1425,708,6993,2693,2358, 
 收回投资所收到的现金(万元),3600,3600,11160,9027,8127,6160,6160,1239,2672,1249,1218,23006,24300,17800,--,9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),189,189,19,267,336,267,467,240,1994,--,81,--,264,153,102,3,--,--,--,22,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),100,31,3,64,59,50,16,581,2126,87,-84,3640,58,36,1,1,106,90,--,30,--,--,--,55,--,0,--,--,--,--,--,47,3,--, 
 处置子公司及其他营业单位收到的现金净额(万元),7571,7560,--,812,--,--,--,712,--,--,--,1809,1809,1809,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,5, 
 收到的其他与投资活动有关的现金(万元),16,--,--,--,11891,--,--,7430,240,178,40,606,699,12,0,1244,--,850,--,641,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),11476,11381,11182,10171,20413,6477,6643,10200,7031,1514,1255,29061,27130,19810,103,1257,106,940,0,693,0,0,0,55,0,0,0,0,0,0,0,47,3,5, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),111878,73958,40095,159221,105493,49449,35588,65812,30083,21589,9705,59601,44181,25780,9088,27469,17392,11787,5178,15721,10918,7564,6633,40874,24065,18933,11291,8662,4981,4087,3117,4228,1699,1926, 
 投资所支付的现金(万元),15821,6898,1900,19882,22438,15074,6831,11511,24934,8815,2163,20785,18386,16270,7882,14362,2400,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3900,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,80, 
 支付的其他与投资活动有关的现金(万元),81521,--,13491,554,13123,--,5300,--,766,766,--,--,9,0,9,150,--,150,--,885,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),209221,80856,55486,179657,141053,64523,47719,77323,55783,31170,11868,80386,62575,42050,16979,45881,19792,11937,5178,16606,10918,7564,6633,40874,24065,18933,11291,8662,4981,4087,3117,4228,1699,2006, 
 投资活动产生的现金流量净额(万元),-197745,-69475,-44304,-169486,-120640,-58046,-41076,-67122,-48752,-29657,-10613,-51326,-35445,-22239,-16876,-44624,-19686,-10996,-5178,-15912,-10918,-7564,-6633,-40820,-24065,-18933,-11291,-8662,-4981,-4087,-3117,-4181,-1696,-2001, 
 吸收投资收到的现金(万元),253148,253148,255420,20,--,--,--,3482,14281,1133,--,24932,4529,2809,5982,7995,8495,7947,--,--,--,--,--,--,--,--,--,83365,83365,83365,--,--,--,675, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,20,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),430416,247181,157534,318240,227996,115459,36300,59803,50803,21727,4292,104165,72332,67432,25438,131525,106673,89708,47771,74182,46447,30130,17169,28062,11183,11183,6000,18444,18444,18444,17363,27478,23084,22231, 
 发行债券收到的现金(万元),--,--,--,76830,77220,47520,--,--,--,--,--,--,--,--,--,24722,24723,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),48733,15724,26247,24077,60824,37034,2702,25623,35851,33637,15191,18576,3500,174,0,31076,12809,24064,12809,9585,0,500,0,826,89,89,89,8076,84,83,35,423,282,209, 
 筹资活动现金流入小计(万元),732297,516052,439201,419167,366040,200013,39002,88908,100935,56497,19483,147673,80361,70415,31420,195317,152699,121719,60580,83767,46447,30630,17169,28888,11272,11272,6089,109885,101893,101892,17398,27900,23366,23114, 
 偿还债务支付的现金(万元),321126,189247,88196,176939,123738,33423,--,90250,80214,63244,37648,122968,95110,83267,26469,101547,92033,59230,45818,31740,22359,15096,9173,12635,8663,4980,3000,29194,23684,13172,6351,25725,20710,17970, 
 分配股利、利润或偿付利息所支付的现金(万元),46745,40059,2272,13976,11126,7243,1001,8931,8047,5437,1203,7988,6395,3954,837,6175,3769,3752,584,4420,3558,3124,358,2684,2124,1993,118,1287,1075,764,294,960,622,884, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,160,--,200,160,160,--,--,--,200, 
 支付其他与筹资活动有关的现金(万元),185619,107912,40296,19339,32318,17090,245,20508,3972,1135,7264,27813,11817,22454,66,49498,84,12169,--,26264,11773,6102,0,3834,757,1403,45,903,812,812,114,1908,3162,2938, 
 筹资活动现金流出小计(万元),553490,337218,130763,210254,167183,57756,1246,119688,92232,69816,46114,158769,113321,109674,27372,157221,95887,75152,46402,62424,37691,24323,9532,19153,11544,8377,3163,31385,25571,14747,6759,28594,24493,21791, 
 筹资活动产生的现金流量净额(万元),178807,178834,308438,208913,198857,142257,37757,-30780,8703,-13319,-26632,-11096,-32961,-39259,4049,38096,56812,46568,14178,21343,8756,6307,7637,9734,-273,2895,2927,78501,76323,87144,10638,-693,-1127,1323, 
 汇率变动对现金及现金等价物的影响(万元),816,-811,-3425,-237,-1295,-497,-0,60,55,22,-7,64,63,-277,14,-52,4,-190,22,-185,-1,-5,0,-59,-0,0,0,0,0,0,-1,0,-0,--, 
