 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),20879,14673,28196,20398,13587,30539,26779,21382, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),477,259,394,136,162,321,107,97, 
 收到的其他与经营活动有关的现金(万元),181,300,258,179,132,165,788,168, 
 经营活动现金流入小计(万元),21537,15233,28848,20712,13881,31025,27674,21647, 
 购买商品、接受劳务支付的现金(万元),11790,9315,14400,9381,6061,19167,16820,11961, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4079,2453,4759,3499,2219,4130,3289,2695, 
 支付的各项税费(万元),1335,760,1814,1261,797,2043,1481,1533, 
 支付的其他与经营活动有关的现金(万元),928,595,1340,1692,608,1208,1817,1675, 
 经营活动现金流出小计(万元),18132,13123,22314,15833,9685,26549,23407,17864, 
 经营活动产生的现金流量净额(万元),3405,2110,6535,4879,4196,4477,4267,3783, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),4,1,223,1,77,1072,623,42, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),11,572,--,2,--,2550,107,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),15,573,223,2,77,3622,730,42, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1795,1555,5316,3231,3605,2742,4762,5052, 
 投资所支付的现金(万元),14100,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),210,--,204,100,--,1350,1200,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),16105,1555,5520,3330,3605,4092,5962,5052, 
 投资活动产生的现金流量净额(万元),-16090,-982,-5297,-3328,-3528,-470,-5232,-5010, 
 吸收投资收到的现金(万元),22563,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,1800,1800,1800,--,4639,2654, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,1852,1921,--,--,1021,752,--, 
 筹资活动现金流入小计(万元),22563,1852,3721,1800,1800,1021,5391,2654, 
 偿还债务支付的现金(万元),1800,1800,--,--,--,4294,2999,400, 
 分配股利、利润或偿付利息所支付的现金(万元),18,20,71,--,23,115,284,62, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),4,1530,2265,1861,888,1592,864,294, 
 筹资活动现金流出小计(万元),1822,3350,2336,1861,911,6001,4147,756, 
 筹资活动产生的现金流量净额(万元),20741,-1498,1385,-61,889,-4980,1244,1898, 
 汇率变动对现金及现金等价物的影响(万元),-89,--,--,6,--,--,--,--, 
 现金及现金等价物净增加额(万元),7966,-370,2622,1496,1557,-973,279,672, 
 加:期初现金及现金等价物余额(万元),4339,4339,1716,1716,1716,2689,2410,1739, 
 期末现金及现金等价物余额(万元),12305,3968,4339,3213,3273,1716,2689,2410, 
 净利润(万元),--,2661,4258,--,1711,2753,2594,1987, 
 少数股东损益(万元),--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,7,31,--,59,-161,174,91, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,940,1753,--,849,1583,1329,1069, 
 无形资产摊销(万元),--,20,40,--,19,36,36,37, 
 长期待摊费用摊销(万元),--,87,75,--,53,81,39,30, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,4,-35,--,-45,-326,23,64, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--, 
 财务费用(万元),--,20,71,--,23,107,259,92, 
 投资损失(万元),--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,-10,-16,--,-51,26,-36,-15, 
