 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),100856,64755,119275,84066,26636,88642,67980,49535, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),6444,4835,6682,5262,1735,6711,4871,3822, 
 收到的其他与经营活动有关的现金(万元),1195,635,640,534,105,615,303,473, 
 经营活动现金流入小计(万元),108495,70226,126597,89862,28477,95967,73155,53830, 
 购买商品、接受劳务支付的现金(万元),68097,41128,76331,49783,14675,42224,44736,30026, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),17690,11512,20216,14665,4876,17040,12933,8670, 
 支付的各项税费(万元),2813,2118,4610,3170,1086,3284,3312,1615, 
 支付的其他与经营活动有关的现金(万元),8035,5110,10122,7181,1987,8563,4365,3707, 
 经营活动现金流出小计(万元),96635,59869,111278,74799,22624,71112,65346,44019, 
 经营活动产生的现金流量净额(万元),11859,10357,15319,15063,5853,24855,7809,9811, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),316,258,423,63,4,910,72,1, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),11593,7943,33713,28330,8897,81079,18005,4644, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),11909,8202,34136,28393,8902,81989,18077,4645, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),16816,14206,25298,18049,7435,16748,9692,7924, 
 投资所支付的现金(万元),--,--,--,--,--,4662,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),9000,6200,29818,23648,11772,85561,17454,5213, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),25816,20406,55116,41697,19207,106971,27146,13137, 
 投资活动产生的现金流量净额(万元),-13907,-12204,-20980,-13304,-10305,-24982,-9069,-8492, 
 吸收投资收到的现金(万元),--,--,--,--,--,18570,10726,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),20900,12900,23068,13121,2565,3968,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),2,2510,5682,6447,3427,5740,5886,3209, 
 筹资活动现金流入小计(万元),20902,15410,28751,19568,5992,28278,16612,3209, 
 偿还债务支付的现金(万元),11850,5050,14352,11349,--,--,--,100, 
 分配股利、利润或偿付利息所支付的现金(万元),618,364,9615,9521,65,19082,1333,3, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),677,45,81,33,16,16258,7932,2825, 
 筹资活动现金流出小计(万元),13144,5458,24048,20903,82,35340,9266,2928, 
 筹资活动产生的现金流量净额(万元),7758,9951,4702,-1335,5910,-7062,7346,281, 
 汇率变动对现金及现金等价物的影响(万元),-185,-53,310,209,-20,478,7,-20, 
 现金及现金等价物净增加额(万元),5525,8051,-649,633,1438,-6710,6093,1580, 
 加:期初现金及现金等价物余额(万元),2720,2720,3369,3369,3369,10079,3986,2406, 
 期末现金及现金等价物余额(万元),8245,10771,2720,4002,4808,3369,10079,3986, 
 净利润(万元),11247,7424,19033,13729,--,16176,13166,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--, 
 资产减值准备(万元),591,52,1131,625,--,1265,761,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),6350,4019,6228,4502,--,4652,3633,--, 
 无形资产摊销(万元),72,49,72,51,--,81,23,--, 
 长期待摊费用摊销(万元),247,164,253,185,--,139,64,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),729,623,292,283,--,-57,201,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,-21,-21,--,21,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--, 
 财务费用(万元),812,420,-94,-87,--,-289,24,--, 
 投资损失(万元),-32,-27,-138,-127,--,-419,10,--, 
 递延所得税资产减少(万元),-114,52,-245,-129,--,-301,-95,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--, 
 存货的减少(万元),-2659,1422,-8490,-4006,--,-1015,-3081,--, 
 经营性应收项目的减少(万元),-15708,-7385,-15528,-11558,--,-9478,-17253,--, 
 经营性应付项目的增加(万元),10324,3544,12824,11617,--,14083,10355,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),11859,10357,15319,15063,--,24855,7809,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),8245,10771,2720,4002,4808,3369,10079,3986, 
 现金的期初余额(万元),2720,2720,3369,3369,3369,10079,3986,2406, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),5525,8051,-649,633,1438,-6710,6093,1580, 

