 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),201908,116177,72848,38997,202294,105312,65962,40384,235286,125892,81895,41222,228028,128903,81744,40166,229713,125834,85357,42000,216021,119905,82372,37444,174246,107378,66094,33115,152810,64126,123941,88663,60114, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),40,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),17569,11009,10070,3056,17241,7613,5189,2002,17002,4091,3063,1029,16793,9467,8590,377,15213,2294,2079,290,12668,3107,2905,238,7905,2064,2961,973,9711,8326,2486,16773,1412, 
 经营活动现金流入小计(万元),219517,127187,82918,42054,219535,112925,71152,42386,252289,129983,84957,42251,244821,138370,90335,40542,244926,128128,87436,42290,228689,123012,85277,37682,182151,109442,69055,34088,162521,72452,126428,105436,61527, 
 购买商品、接受劳务支付的现金(万元),56716,46356,32945,15437,51992,42183,28195,19205,63466,41821,29844,18062,64068,33199,23082,14802,59514,29166,16411,8421,45640,24136,20660,13004,40674,29316,19133,13204,26491,16982,17196,14703,12632, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),73237,54615,38989,20422,67912,52769,36409,20070,65481,49885,33702,19688,64432,45662,31240,20022,65733,41344,27515,19350,55135,33631,20133,17626,47241,31435,17721,11556,36225,18549,31858,19017,14211, 
 支付的各项税费(万元),4124,4187,2766,1864,4192,3852,3089,1315,2116,2134,1523,1308,2000,2672,2607,3652,2965,2845,2679,2668,9929,8000,3704,2163,7194,4020,2834,1182,2405,2084,1443,1911,3192, 
 支付的其他与经营活动有关的现金(万元),13485,10825,9326,3399,24118,7093,5440,2773,14931,13824,7951,2620,10451,19992,12492,1506,18186,53278,11802,1761,9915,13839,13141,1741,16991,15491,12883,430,13768,8650,16607,8203,23785, 
 经营活动现金流出小计(万元),147563,115984,84026,41121,148214,105897,73133,43363,145995,107664,73021,41679,140951,101526,69421,39982,146397,126633,58408,32199,120618,79606,57637,34534,112100,80262,52571,26372,78889,46264,67104,43834,53821, 
 经营活动产生的现金流量净额(万元),71954,11203,-1108,933,71321,7029,-1981,-977,106294,22319,11937,572,103870,36845,20914,560,98529,1495,29028,10091,108071,43406,27640,3148,70051,29181,16484,7716,83631,26188,59324,61602,7706, 
 收回投资所收到的现金(万元),--,--,--,--,5389,3849,3849,853,5802,5802,--,--,--,--,--,--,20600,21600,21600,1600,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),4234,4218,1740,--,6575,8111,5876,676,4295,4203,3322,1572,1250,5444,2142,1250,191,1499,1499,941,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),819,219,203,--,278,162,162,--,15,8,8,--,591,1,1,--,237,--,--,--,348,1,--,--,141,909,882,--,34,6,192,41,32, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,51232,50302,50302,30302,161976,157760,57760,58652,--,--,--,--,--,--,--,687,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),5052,4437,1943,0,12242,12122,9887,1529,61344,60315,53632,31874,163817,163205,59903,59902,21028,23099,23099,2541,348,1,0,687,141,909,882,0,34,6,192,41,32, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),149638,117340,69763,45413,129830,72284,51680,28075,95095,53808,35611,20603,85613,47918,34571,19904,101751,68478,45632,14205,95067,49201,40352,16602,117164,71638,51892,15226,90700,27751,73841,53902,41876, 
 投资所支付的现金(万元),--,--,--,300,550,550,--,--,10425,8925,8880,8700,90260,75300,40300,--,600,--,1600,1600,48500,7500,--,--,4400,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,11970,12927,--,--,1489,17516,17516,1676,--,--,--,--,--,--,--,--,14264, 
 支付的其他与投资活动有关的现金(万元),30000,30000,30000,30000,--,--,--,--,--,--,--,--,50930,70000,--,--,157760,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),179638,147340,99763,75713,130380,72834,51680,28075,105520,62733,44491,29303,226803,193218,74871,19904,272081,81405,47232,15805,145056,74217,57868,18279,121564,71638,51892,15226,90700,27751,73841,53902,56140, 
 投资活动产生的现金流量净额(万元),-174586,-142903,-97821,-75713,-118139,-60712,-41794,-26546,-44176,-2419,9141,2571,-62986,-30013,-14968,39998,-251053,-58305,-24132,-13264,-144708,-74216,-57868,-17592,-121422,-70729,-51010,-15226,-90666,-27745,-73649,-53862,-56108, 
 吸收投资收到的现金(万元),--,--,--,--,513,410,--,--,1223,808,808,910,120,120,120,120,1480,880,240,--,--,--,--,--,187768,186552,186552,186552,--,--,31,20228,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,513,410,--,--,1223,808,808,910,120,120,120,120,1480,880,240,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),28900,28900,28900,--,50000,50000,--,--,--,--,--,--,149000,149000,29000,--,39000,39000,29000,--,10000,10000,10000,--,35800,5800,5800,--,44800,5800,25000,42600,122000, 
 发行债券收到的现金(万元),154520,154520,154520,154520,--,--,--,--,--,--,--,--,--,--,--,--,217760,220000,--,--,49850,50000,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),13179,231,231,100,15830,15000,569,500,1750,692,692,--,5629,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),196599,183651,183651,154620,66343,65410,569,500,2973,1500,1500,910,154749,149120,29120,120,258240,259880,29240,0,59850,60000,10000,0,223568,192352,192352,186552,44800,5800,25031,62828,122000, 
 偿还债务支付的现金(万元),51150,50000,--,--,30000,--,--,--,79000,69000,69000,30000,143715,134715,19000,--,20000,20000,10000,--,37800,5800,5800,2000,117800,112800,97800,--,27800,5800,31000,29800,48763, 
 分配股利、利润或偿付利息所支付的现金(万元),17166,16243,9056,953,14708,14569,2438,245,16301,15934,9567,1232,16902,15545,7908,430,9550,11756,8268,150,8267,8495,7955,535,6845,4845,4537,882,6439,3099,5497,5211,3269, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),31875,300,300,--,236,--,--,--,300,--,--,--,300,350,--,50,36658,2617,--,--,--,150,--,--,--,--,--,--,--,--,--,20000,--, 
 筹资活动现金流出小计(万元),100191,66543,9356,953,44943,14569,2438,245,95601,84934,78567,31232,160917,150610,26908,480,66208,34372,18268,150,46067,14445,13755,2535,124645,117645,102337,882,34239,8899,36497,55011,52033, 
 筹资活动产生的现金流量净额(万元),96408,117108,174295,153667,21400,50842,-1869,255,-92628,-83435,-77067,-30322,-6168,-1490,2212,-360,192032,225508,10972,-150,13783,45555,-3755,-2535,98923,74707,90015,185670,10561,-3099,-11466,7817,69967, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-6224,-14592,75366,78887,-25418,-2842,-45644,-27268,-30510,-63534,-55989,-27178,34716,5342,8158,40198,39509,168697,15868,-3323,-22855,14744,-33983,-16980,47551,33159,55489,178160,3527,-4656,-25791,15557,21565, 
 加:期初现金及现金等价物余额(万元),68796,68796,68796,68796,94214,94214,94214,94214,124724,124724,124724,130206,90008,90008,90008,90008,50500,50687,50500,50500,73354,74417,73354,73354,25803,25803,25803,25803,22275,22275,48066,32509,10944, 
 期末现金及现金等价物余额(万元),62572,54203,144162,147682,68796,91372,48570,66946,94214,61190,68735,103027,124724,95350,98166,130206,90008,219384,66368,47177,50500,89162,39371,56375,73354,58962,81292,203962,25803,17619,22275,48066,32509, 
 净利润(万元),30793,--,13715,--,37659,--,15534,--,36747,--,16511,--,40780,--,20288,--,40883,--,26966,--,40210,--,10741,--,40150,--,9210,--,38497,12472,27223,15526,2874, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),4441,--,141,--,931,--,-286,--,2712,--,493,--,1343,--,561,--,1348,--,1037,--,946,--,1004,--,737,--,677,--,-651,-41,-263,555,1752, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),43457,--,21155,--,33807,--,21376,--,43299,--,20375,--,40530,--,18155,--,42378,--,18752,--,32925,--,14794,--,26959,--,11913,--,21711,10013,19337,13925,9280, 
 无形资产摊销(万元),1796,--,887,--,1746,--,881,--,1455,--,625,--,1236,--,612,--,963,--,438,--,917,--,265,--,456,--,218,--,281,119,169,68,170, 
 长期待摊费用摊销(万元),14814,--,10860,--,17765,--,12010,--,22370,--,10765,--,22376,--,11094,--,22105,--,11132,--,23687,--,11442,--,27151,--,10322,--,22970,10119,18908,12862,11133, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
