 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),58178,38366,16130,60857,43034,27956,13518,57155,38667,24382,11256,40772,34986,29229,22139, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),5,5,5,33,22,22,15,9,3,0,0,14,--,--,--, 
 收到的其他与经营活动有关的现金(万元),2933,2330,897,1781,1510,820,486,1819,1364,736,292,3099,1934,2515,1205, 
 经营活动现金流入小计(万元),61116,40701,17033,62672,44566,28798,14019,58983,40033,25118,11549,43885,36920,31743,23345, 
 购买商品、接受劳务支付的现金(万元),5911,3365,1551,8386,7023,4428,2302,6490,4889,3282,1275,5212,4753,3869,3560, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),11620,7166,3185,13368,9970,7004,3363,10928,8494,5272,2517,7997,6277,4933,3612, 
 支付的各项税费(万元),12274,8049,3964,12463,9772,6709,3404,11203,8070,5195,2248,9302,6995,5894,4129, 
 支付的其他与经营活动有关的现金(万元),10609,6036,3292,10591,8508,4975,2536,9844,6947,4332,2041,7638,5562,5022,4337, 
 经营活动现金流出小计(万元),40414,24616,11992,44808,35272,23116,11605,38465,28400,18081,8082,30150,23587,19718,15639, 
 经营活动产生的现金流量净额(万元),20702,16085,5041,17864,9293,5682,2414,20518,11634,7037,3467,13735,13333,12025,7706, 
 收回投资所收到的现金(万元),150000,100000,10000,20000,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),1264,1004,75,204,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,--,--,18,12,12,0,0,0,0,0,6,0,0,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,382,500,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),151264,101004,10075,20221,12,12,0,0,0,0,0,6,383,500,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),11356,5820,432,2866,2304,1902,890,6140,4715,3350,1342,6429,6314,5343,1458, 
 投资所支付的现金(万元),219000,90684,40000,30000,20000,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),488,--,--,--,--,--,--,50,50,50,50,90,167,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,382,500, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),230844,96504,40432,32866,22304,1902,890,6190,4765,3400,1392,6519,6482,5725,1958, 
 投资活动产生的现金流量净额(万元),-79580,4500,-30357,-12644,-22292,-1890,-890,-6190,-4765,-3400,-1392,-6512,-6099,-5225,-1958, 
 吸收投资收到的现金(万元),13886,13886,13886,42056,42960,--,--,--,--,--,--,--,--,--,1800, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,99, 
 筹资活动现金流入小计(万元),13886,13886,13886,42056,42960,0,0,0,0,0,0,0,0,0,1899, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),7636,7636,--,--,--,--,--,8880,8880,3330,3330,8775,3750,2475,561, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),54,--,--,--,749,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),7690,7636,0,0,749,0,0,8880,8880,3330,3330,8775,3750,2475,561, 
 筹资活动产生的现金流量净额(万元),6195,6250,13886,42056,42211,0,0,-8880,-8880,-3330,-3330,-8775,-3750,-2475,1338, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,0,--,0,-0,0,--,-0,-0,0,-0,-0,-0, 
 现金及现金等价物净增加额(万元),-52683,26835,-11430,47276,29213,3792,1523,5448,-2011,308,-1255,-1552,3484,4325,7086, 
 加:期初现金及现金等价物余额(万元),76008,76008,66008,28733,28733,28733,28733,23285,23285,23285,23285,24837,21353,17028,9942, 
