 报告日期,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31, 
 销售商品、提供劳务收到的现金(万元),63365,32877,173696,128691,96751,56967,187249,109656,69311,40990,148406,103036,68717,45380,174232,134001,90313,30621,186270,138121,93385,56299,168093,139333,95390,47054,185454,140707,99665,46579,186198,161055,117565,60520,102422,78893,57165,34884,120639,81072,53366,26933,114960,63224,38621,13513,81190,66445,37249,16257, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,0,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,0,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,0,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,0,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,0,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,0,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,0,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,0,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,0,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,0,--, 
 收到的税费返还(万元),614,243,2157,1480,1104,817,699,744,558,222,1278,1380,985,736,968,948,613,289,718,959,511,198,1349,781,380,216,616,348,250,160,662,361,483,138,271,226,47,47,305,219,148,93,274,285,77,61,466,402,361,56, 
 收到的其他与经营活动有关的现金(万元),11277,9052,15968,8061,4553,2624,4489,1217,916,350,20419,16137,15502,11580,20034,16642,9018,1955,15741,1332,641,447,6485,1101,1242,730,16398,8260,1819,2702,18553,2997,2518,930,43969,23337,7083,11341,39347,16508,14516,8599,11640,677,411,49,3690,2065,4296,1068, 
 经营活动现金流入小计(万元),75257,42172,191822,138232,102408,60407,192436,111617,70785,41562,170103,120553,85204,57697,195234,151591,99944,32865,202728,140412,94537,56945,175926,141214,97012,48000,202468,149314,101734,49441,205412,164414,120566,61587,146662,102457,64296,46273,160291,97800,68030,35625,126874,64186,39108,13623,85346,68912,41906,17381, 
 购买商品、接受劳务支付的现金(万元),51153,26541,122020,93587,68364,39544,92854,66313,49171,29890,152333,121687,94682,69967,107714,89832,59606,33662,108020,87832,56488,34440,117711,101584,65435,33370,162609,128245,82573,43633,166507,132416,94499,26414,81930,59892,35221,17494,104736,83145,67668,33251,76531,52254,30394,13939,46256,35239,24071,9099, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,0,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,0,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,0,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,0,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,0,--, 
 支付给职工以及为职工支付的现金(万元),10105,6315,18989,13767,10242,6594,19367,14017,10105,6470,18903,13120,9534,6343,18274,13158,9326,5603,17211,12137,8748,5384,14479,10472,7567,4903,13393,10245,7301,4704,12644,9183,6677,3794,9476,7176,5066,3195,9565,7206,5361,3514,7776,6228,4255,2781,7436,5685,4278,2911, 
 支付的各项税费(万元),3142,1322,10420,8717,7444,2899,14364,11432,10040,1536,13018,11022,9323,1364,9268,6084,4762,2247,14657,12880,11548,4166,11203,8803,6761,4180,10554,8329,6943,3088,11740,9875,8013,3267,9431,7223,5321,2165,9126,7147,6270,4991,3402,2434,1611,836,3500,2669,1752,947, 
 支付的其他与经营活动有关的现金(万元),13495,12445,22531,12993,10149,6067,29955,10549,7831,2347,36351,30605,14275,11038,33262,22525,15567,5529,33885,8932,6194,3058,19594,8780,7468,5210,19042,7401,8388,1934,22905,10260,10153,5658,31752,15286,10200,6434,36471,7236,3475,2661,27461,15134,12382,7026,10192,5970,4473,2811, 
 经营活动现金流出小计(万元),77895,46623,173960,129063,96200,55105,156539,102312,77146,40243,220605,176434,127814,88712,168518,131599,89261,47041,173772,121780,82979,47048,162988,129640,87231,47663,205598,154220,105204,53359,213796,161735,119343,39132,132588,89578,55808,29289,159898,104735,82773,44417,115170,76051,48641,24582,67385,49563,34573,15768, 
 经营活动产生的现金流量净额(万元),-2638,-4450,17862,9169,6208,5302,35898,9305,-6361,1318,-50502,-55881,-42610,-31015,26716,19992,10683,-14176,28956,18632,11558,9897,12938,11575,9780,336,-3130,-4906,-3470,-3918,-8384,2679,1222,22455,14074,12879,8488,16984,392,-6935,-14743,-8792,11704,-11865,-9533,-10959,17961,19350,7332,1613, 
 收回投资所收到的现金(万元),150,150,150,--,--,--,--,--,--,--,1500,1500,1500,1500,55,28,--,--,60,--,--,--,80,80,80,80,200,--,--,--,545,60,60,50,1750,--,--,0,--,1040,500,--,1414,30,30,--,81,80,7,8, 
 取得投资收益所收到的现金(万元),15,9,108,97,40,7,180,161,107,77,92,92,92,5,197,210,183,123,58,105,56,--,61,60,--,--,372,371,74,--,75,698,511,320,142,134,120,0,112,177,101,--,29,228,228,--,395,415,5,4, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),104,2,325,285,268,119,1789,907,695,369,282,129,96,75,3148,2293,1755,58,270,175,85,10,562,363,107,12,97,31,30,89,370,220,155,23,397,239,180,167,197,238,149,104,189,1094,93,--,968,130,8,4, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,5180,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1699,--,--,--,3386,--,--,--,1092,--,--,--,4376,4376,2624,--,--,--,--,0,1630,--,--,--,--,--,0,6,--,--,0,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,188,--,--,--,--,--,--,0,--,--,--,--,45704,--,0,--,--,--,0,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,--, 
 投资活动现金流入小计(万元),269,161,5763,381,308,126,1969,1068,802,446,1873,1720,1687,1580,3400,2531,1939,181,2087,280,142,10,4089,503,187,92,1761,402,105,89,5554,5353,3349,393,2289,372,299,167,1939,1455,750,104,47336,1351,350,6,1444,624,20,16, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),13738,5786,11697,8303,5120,4010,5193,3362,2459,1270,8376,5497,3762,1936,9016,6821,5328,3809,9362,7418,4554,2543,8963,6101,3144,1640,8007,5581,3394,1643,7979,6187,4616,1785,8669,6544,4209,3033,14328,7751,6118,1816,9659,6818,5325,2611,4605,3406,2498,1453, 
 投资所支付的现金(万元),20,20,1342,1042,--,--,1577,1577,1577,39,12534,11992,11000,--,4860,3360,210,--,310,--,--,--,370,110,110,50,1330,--,--,--,7021,8846,6789,--,262,262,--,0,--,510,510,--,2021,100,0,240,1050,--,0,--, 
