 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),15600,9510,4627,17646,12748,8784,3511,13672,6648,11159,8841,7779, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),270,99,106,118,150,39,52,193,95,--,35,75, 
 收到的其他与经营活动有关的现金(万元),980,608,105,1093,527,386,38,848,157,528,749,1070, 
 经营活动现金流入小计(万元),16850,10217,4837,18857,13425,9209,3601,14712,6900,11687,9625,8924, 
 购买商品、接受劳务支付的现金(万元),8575,5280,2128,7285,5836,3482,1117,5883,3293,5350,3682,4070, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3796,2627,1329,4061,2932,1964,896,3273,1596,2540,2188,1868, 
 支付的各项税费(万元),1293,900,573,2064,1552,948,803,1229,527,875,458,316, 
 支付的其他与经营活动有关的现金(万元),908,688,364,1233,749,538,285,1164,387,911,1372,1385, 
 经营活动现金流出小计(万元),14572,9494,4393,14643,11070,6931,3102,11550,5802,9676,7699,7639, 
 经营活动产生的现金流量净额(万元),2278,723,444,4214,2355,2278,499,3162,1098,2011,1926,1286, 
 收回投资所收到的现金(万元),15761,4872,--,--,--,--,--,20000,15000,4306,--,--, 
 取得投资收益所收到的现金(万元),198,26,--,--,--,--,--,83,54,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--,--,--,11,69,21,0,3, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),300,30,--,618,400,100,--,494,34,--,--,50, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),16259,4928,0,618,400,100,0,20588,15157,4327,0,53, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2617,1862,59,843,374,156,7,1122,688,700,59,77, 
 投资所支付的现金(万元),35616,25744,--,--,--,--,--,20000,15000,143,250,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),38233,27606,59,843,374,156,7,21122,15688,843,309,77, 
 投资活动产生的现金流量净额(万元),-21974,-22679,-59,-224,26,-56,-7,-533,-531,3485,-309,-24, 
 吸收投资收到的现金(万元),23295,23295,23295,--,--,--,--,1908,1908,1680,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--,--,2001,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),23295,23295,23295,0,0,0,0,1908,1908,1680,2001,0, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,--,--,--,2001,--, 
 分配股利、利润或偿付利息所支付的现金(万元),--,--,--,--,--,--,--,--,--,2920,16,--, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),973,973,974,40,40,10,--,365,74,3361,--,--, 
 筹资活动现金流出小计(万元),973,973,974,40,40,10,0,365,74,6280,2017,0, 
 筹资活动产生的现金流量净额(万元),22322,22322,22322,-40,-40,-10,0,1543,1834,-4600,-16,0, 
 汇率变动对现金及现金等价物的影响(万元),-466,-239,-40,452,114,107,-7,111,25,10,-27,8, 
 现金及现金等价物净增加额(万元),2161,127,22666,4402,2456,2320,485,4283,2426,906,1574,1270, 
 加:期初现金及现金等价物余额(万元),13199,13199,13199,8798,8798,8798,8798,4515,4515,3609,2035,765, 
 期末现金及现金等价物余额(万元),15360,13326,35866,13199,11254,11118,9283,8798,6941,4515,3609,2035, 
 净利润(万元),--,2525,--,5016,--,2119,--,3059,--,2444,2044,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,19,--,117,--,43,--,4,--,41,0,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,207,--,391,--,196,--,334,--,278,182,--, 
 无形资产摊销(万元),--,50,--,101,--,39,--,41,--,--,--,--, 
