 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),48319,33264,47724,34400,25330,53559,50726,41863, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),82,73,249,85,48,339,141,199, 
 经营活动现金流入小计(万元),48400,33337,47973,34485,25377,53898,50867,42062, 
 购买商品、接受劳务支付的现金(万元),32052,19412,28514,19550,14379,39599,33519,36214, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3064,1977,4024,2419,1835,4145,3731,2499, 
 支付的各项税费(万元),3244,2540,3697,2695,2257,3581,3220,2114, 
 支付的其他与经营活动有关的现金(万元),1706,1288,2411,1925,1208,2363,2162,1888, 
 经营活动现金流出小计(万元),40067,25217,38647,26589,19679,49689,42632,42716, 
 经营活动产生的现金流量净额(万元),8334,8120,9327,7896,5699,4209,8235,-654, 
 收回投资所收到的现金(万元),--,--,200,200,200,32063,3028,1010, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,14,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),18,--,16,--,--,1,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),18,0,216,200,200,32078,3028,1010, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),5367,3096,2102,1975,133,1726,1766,471, 
 投资所支付的现金(万元),--,--,1530,1530,1530,28900,6346,1000, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--, 
