 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2005-12-31,2004-12-31, 
 销售商品、提供劳务收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--, 
 客户存款和同业存放款项净增加额(万元),8456900,10473000,8192500,5922700,11580300,364100,--,--,26777300,11356300,11145500,10832500,12500000,23939800,31083800,7704300,25052900,20962500,23336000,21559100,29240300,27342200,19723300,21349200,36906089,24888924,26704917,15784097,12604658,11529756,10803384,7781198,11650752,7090643,2535334,2956215,13219781,9790354,6277490,4212091,8291133,7603243,8189571,4874000,6439017,6451863,4162461,2017491,3699054,2128691,831527,3479795,--, 
 向中央银行借款净增加额(万元,1679100,1896000,1199400,1424500,11025500,9642100,6490700,592200,1513800,755300,3802800,--,23500,80300,14100,131800,45300,--,--,--,--,--,--,--,1501132,2466871,2509868,12049,--,--,--,84689,221820,209927,120390,--,0,--,--,--,--,0,--,--,--,--,8641,--,--,0,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--, 
 收取利息、手续费及佣金的现金(万元),18011800,13374000,9194800,4450000,15470700,11332800,7439000,3559700,13025900,9940500,6631900,3286000,13084900,9879300,6595800,3134100,10920500,7989700,5186100,2480800,8301700,6028600,3860400,1772700,6551772,4897911,3225878,1595061,4051111,2676739,1427263,602964,2120694,1765377,1146239,552580,2071380,1549457,1051397,546187,2469123,1812130,1253880,594020,1668574,1136947,700399,314618,1098936,750527,481929,796983,780025, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,692800,4044300,78500,--,--,--,329500,437900,18200,--,--,--,--,--,--,--,--,--,0,--,--,1612088,50034,--,0,--,413289,0,142988,19012,--,679095,1217159,508000,77983,--,149739,264030,210902,217538,5154,--,1810,--,--,--, 
 回购业务资金净增加额(万元),162400,--,599300,--,--,69700,3072400,--,793800,--,--,--,--,--,--,--,--,--,--,--,--,--,4926300,1843300,685965,--,--,--,--,412777,--,0,370175,--,156910,--,0,--,--,--,2244853,0,--,--,--,925254,--,303947,--,7146,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--, 
 收到的其他与经营活动有关的现金(万元),5326700,2053900,2470000,2094000,2851800,2284500,1479600,1366700,683000,794600,216700,61400,1231700,994400,330300,32100,411500,397900,251500,122200,206600,184200,195000,283600,234741,202573,156455,56082,433438,198198,156308,183053,306966,302959,199199,151477,145973,160136,45132,124455,207623,937176,207913,116063,1694298,60819,663296,205142,30379,196173,1153258,169616,359489, 
 经营活动现金流入小计(万元),43627800,38123200,27684700,18304700,41120400,23884600,18672300,6433900,50320000,25797200,23758900,15950800,36174400,42387900,44743400,16709200,44087600,33360300,30793700,24206800,41548700,37538000,31913000,27197200,57128743,39674902,37345061,19226932,29927265,22345886,13127122,8893986,15097401,9845468,4311573,3956118,15775346,12173132,8424607,6325729,13720731,10430532,9651363,5733820,10065919,8786015,5752335,2846352,4941567,3084382,2466714,4908639,1829175, 
 购买商品、接受劳务支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,0,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--, 
 客户贷款及垫款净增加额(万元),28714600,25034000,16529500,7863900,26997700,20226500,13857300,8225100,29587800,23918800,15770900,5397300,21625500,20078400,16995900,10250000,18658300,15167800,9450900,4428800,12976700,11283900,6609200,3384300,7818558,8302852,6088991,2993413,6700385,5524269,4038431,1486852,4657594,3907126,1428743,1251965,7623081,7689411,5866253,3585580,7422035,3924990,2628733,1244801,4208386,3296911,2595719,1046814,2716309,1995148,2006744,3070565,198290, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,3748700,5375400,4406200,2431300,4663500,5922000,1680700,--,547200,817900,--,--,7021500,5695400,5134100,5773600,1827200,2410100,1800700,1094100,5698477,5000814,4803145,1600191,4644664,2807507,1579404,768076,1876483,877793,417748,--,356265,432623,423499,1114904,1478298,817500,1412467,283525,1558232,998418,633030,363875,267542,46850,-88852,229516,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--, 
 支付利息、手续费及佣金的现金(万元),7643800,5676000,3514600,1565800,5916400,4425000,2822700,1357800,4850400,3729100,2588800,1247100,6332000,4740400,3373200,1741600,5853200,4183800,2831700,1422200,4668700,3303700,2110600,931000,3956336,2929630,1971455,909778,2266303,1400545,785036,360713,857982,619878,427357,205748,901950,736849,502857,307546,1281350,921460,602792,305445,779956,481110,280201,130291,502336,361968,230892,366264,355592, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--, 
 支付给职工以及为职工支付的现金(万元),1619400,1293100,964700,664900,1434500,1131000,822800,543500,1376200,1106000,838400,590400,1287100,989500,743400,513500,1217500,962300,710600,493200,966000,738000,525100,358300,717621,552760,402416,269281,528727,385968,251080,170862,374763,297630,215379,150159,291364,227162,162303,102682,236309,181194,126767,88032,181955,129284,92254,60918,126708,87233,57868,104139,86447, 
 支付的各项税费(万元),2215500,2001100,1604000,257800,2367500,1996600,1587100,274700,1381100,1105900,988500,268900,1510600,1173700,818800,266900,1299100,982700,690600,227900,865200,622800,403500,191300,811303,628347,460995,158636,511578,365503,211985,80850,288596,226470,165769,57728,260212,238484,150978,80230,182149,134180,95598,59412,178475,142321,91678,34486,117028,108733,74327,84852,52597, 
