 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),49007,112483,84483,51735,25709,98062,80721,50750,24819,104679,89321,65536,32083,133639,95321,59003,29827,138612,95017,62526,31943,146987,112888,72193,137685,71438,131220,92814,139474, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,0,--,--,0,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,0,--,--,0,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,0,--,--,0,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,0,--,--,0,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,0,--,--,0,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,0,--,--,0,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,0,--,--,0,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,0,--,--,0,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,0,--,--,0,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,0,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),24,28,28,28,0,51,36,11,11,31,31,15,140,241,140,47,47,161,46,23,10,119,45,45,68,9,174,98,408, 
 收到的其他与经营活动有关的现金(万元),211,1938,1139,831,454,3344,1339,847,432,2904,1301,750,336,470,511,181,0,777,1602,1063,536,2134,1338,619,1006,326,973,898,363, 
 经营活动现金流入小计(万元),49242,114448,85649,52593,26163,101457,82096,51608,25263,107614,90653,66300,32558,134350,95972,59231,29873,139550,96665,63612,32489,149240,114270,72857,138759,71774,132367,93810,140246, 
 购买商品、接受劳务支付的现金(万元),38043,96422,73788,48224,20988,84802,72902,45634,23357,99292,88062,66366,33232,117778,90515,60096,26622,124114,96539,63712,33852,127881,98360,64542,134445,66551,120151,71923,121265, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,0,--,--,0,--,--,0,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,0,--,--,0,--,--,0,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,--,--,0,--,--,0,--,--,0,--,--,--,--,--, 
