 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),70608,48566,21666,75339,62634,41347,19609,69771,54508,33745,15891,66250,64465,60400,49995, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),636,496,216,270,351,221,--,614,563,563,164,474,526,256,1051, 
 收到的其他与经营活动有关的现金(万元),1585,642,127,896,909,525,241,765,421,234,163,631,1324,167,554, 
 经营活动现金流入小计(万元),72829,49705,22009,76506,63894,42092,19850,71150,55492,34542,16219,67355,66315,60823,51600, 
 购买商品、接受劳务支付的现金(万元),38029,25157,10509,35783,33371,21692,7281,32913,28458,15269,6101,34858,35367,35717,31633, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),13037,8863,4941,15634,12672,8548,4928,14685,11283,7670,4409,13358,11187,9274,7257, 
 支付的各项税费(万元),4290,2823,1466,5486,4042,2633,1552,4771,3423,2183,1092,4052,3397,3343,2626, 
 支付的其他与经营活动有关的现金(万元),3887,2633,1061,4706,3640,2405,2772,4673,3587,2241,1271,4167,3796,3824,2825, 
 经营活动现金流出小计(万元),59243,39476,17977,61609,53726,35279,16533,57042,46751,27363,12873,56434,53747,52159,44341, 
 经营活动产生的现金流量净额(万元),13586,10228,4032,14897,10168,6813,3317,14108,8741,7179,3346,10921,12568,8664,7258, 
 收回投资所收到的现金(万元),6000,6000,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),745,631,--,624,--,--,--,48,84,79,21,--,561,71,34, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),90,22,2,178,88,49,--,71,68,1,0,157,105,4,5, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,170,70,--,352,352,352,352,73,608,442,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),6835,6653,2,803,258,119,0,471,504,432,373,231,1274,517,39, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),5394,2855,1008,5479,3114,1491,52,5837,5264,4052,1996,13569,10351,5495,4501, 
 投资所支付的现金(万元),--,--,--,44700,44700,44700,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,327, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,93,93,64,--,--,--,80,620,304,555,64, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),5394,2855,1008,50179,47907,46285,116,5837,5264,4052,2076,14189,10655,6050,4892, 
 投资活动产生的现金流量净额(万元),1441,3798,-1007,-49377,-47649,-46165,-116,-5367,-4761,-3619,-1703,-13958,-9381,-5533,-4853, 
 吸收投资收到的现金(万元),--,--,--,62371,61550,61550,61550,--,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,1375,1375,1375,--,1500,1500,--,--,7678,4138,5505,5000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,220,991,891,871,420,300,--,--,250,178,--,70, 
 筹资活动现金流入小计(万元),0,0,0,63966,63916,63816,62421,1920,1800,0,0,7928,4316,5505,5070, 
 偿还债务支付的现金(万元),--,--,--,10725,10725,10725,--,2200,2050,50,--,2500,2862,5533,--, 
 分配股利、利润或偿付利息所支付的现金(万元),6400,5920,--,5013,5013,5013,185,3093,2940,2770,181,3001,6206,1736,6587, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,821,821,821,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),6400,5920,0,16559,16559,16559,185,5293,4990,2820,181,5501,9068,7269,6587, 
 筹资活动产生的现金流量净额(万元),-6400,-5920,0,47406,47356,47256,62236,-3373,-3190,-2820,-181,2427,-4752,-1764,-1517, 
 汇率变动对现金及现金等价物的影响(万元),-1133,-548,-62,977,259,178,-89,671,472,176,37,110,-112,-16,-103, 
 现金及现金等价物净增加额(万元),7494,7558,2963,13904,10135,8082,65349,6039,1263,915,1498,-500,-1677,1351,786, 
 加:期初现金及现金等价物余额(万元),26864,26864,26864,12961,12961,12961,12961,6921,6921,6921,6921,7422,9098,7748,6961, 
 期末现金及现金等价物余额(万元),34359,34422,29828,26864,23095,21043,78309,12961,8184,7837,8420,6921,7422,9098,7748, 
 净利润(万元),--,8177,--,17616,--,7818,--,15497,10920,6871,--,13955,13422,9765,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,-63,--,771,--,258,--,48,159,35,--,493,-24,74,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,2822,--,5058,--,2444,--,4270,3116,2018,--,2478,2032,1757,--, 
 无形资产摊销(万元),--,34,--,63,--,32,--,69,53,37,--,75,74,69,--, 
 长期待摊费用摊销(万元),--,-1,--,1,--,--,--,--,--,--,--,3,3,5,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-17,--,-2,--,5,--,32,8,2,--,-61,7,32,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,-93,--,61,--,165,86,-164,--,-48,42,-29,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,541,--,-867,--,213,--,22,68,194,--,92,317,312,--, 
 投资损失(万元),--,-631,--,-521,--,93,--,-48,-84,-79,--,68,-561,-71,--, 
 递延所得税资产减少(万元),--,126,--,-124,--,39,--,-82,-46,51,--,-158,-48,-79,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,-11,-11,25,--,7,-6,4,--, 
 存货的减少(万元),--,-827,--,-1881,--,8,--,-14,-635,-434,--,-1755,-1154,-1906,--, 
 经营性应收项目的减少(万元),--,1583,--,-5938,--,-3174,--,-6660,-4867,-1126,--,-7498,-2215,-4647,--, 
 经营性应付项目的增加(万元),--,-1514,--,814,--,-983,--,819,-27,-251,--,3270,679,3376,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,10228,--,14897,--,6813,--,14108,8741,7179,--,10921,12568,8664,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
