 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),121029,594618,454521,277893,120482,513044,327718,194408,79415,379712,280180,169532,55803,379637,281971,181420,46337,252420,148469,129027,83549,47842,38102, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),4049,7567,5205,1916,484,3801,3643,1287,786,1423,968,752,421,461,311,182,54,730,1193,1963,1120,1164,660, 
 收到的其他与经营活动有关的现金(万元),30937,75668,58921,53443,8317,22200,11466,6891,1798,50112,19598,13009,11264,20055,16534,796,263,2440,6900,1332,1761,1650,1931, 
 经营活动现金流入小计(万元),156015,677852,518646,333252,129284,539045,342827,202586,81999,431246,300747,183293,67489,400153,298816,182398,46654,255590,156561,132323,86430,50656,40692, 
 购买商品、接受劳务支付的现金(万元),81171,340421,264288,178764,73728,211545,117591,62499,55095,217766,161904,108024,54380,142554,97296,49058,17658,77353,57070,88439,49472,32125,25344, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),32946,125417,92121,56789,24482,89253,66006,37270,13461,70750,51468,32172,12071,57257,40253,24213,9971,39654,27125,20396,9986,7224,5809, 
 支付的各项税费(万元),17178,37125,26855,19424,6851,23519,14502,7649,4247,22831,18783,11890,3938,34069,24605,14354,4892,18052,8941,5210,6206,1992,1709, 
 支付的其他与经营活动有关的现金(万元),7296,66049,88311,27469,23700,163888,118082,80859,4247,75840,64123,57803,5073,84760,79354,69778,12299,35023,12376,8863,4119,3615,3223, 
 经营活动现金流出小计(万元),138591,569012,471575,282447,128760,488205,316181,188276,77050,387187,296279,209889,75462,318640,241507,157403,44819,170081,105512,122907,69782,44955,36084, 
 经营活动产生的现金流量净额(万元),17424,108840,47072,50805,524,50841,26646,14310,4949,44059,4468,-26596,-7973,81513,57308,24995,1835,85509,51049,9416,16647,5701,4608, 
 收回投资所收到的现金(万元),119109,40000,--,--,--,--,--,--,--,2274,--,--,--,988,1,--,--,8,--,--,31,12,--, 
 取得投资收益所收到的现金(万元),4050,2556,1404,852,154,1899,1048,550,295,432,8,4,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),77,1464,4262,4262,3233,9913,6921,5061,2055,778,547,71,105,490,468,260,108,148,514,105,1150,6,11, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,193,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),13842,78126,68022,49443,7284,51940,--,--,--,3482,1628,--,361,5639,3248,3248,3248,703,--,406,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
