 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31, 
 销售商品、提供劳务收到的现金(万元),330623,226687,96154,411935,272640,182942,74224,398777,268466,184989,83690,261528,185546,133399,57199,230478,162702,107012,40666,185714,121181,85118,35417,190237,145121,157638,68664,194663,178180,127047,42291,124931,84735,58464,23889,102862,69347,41414,20455,82698,52940,31966,16008,85692,54701,39360,19103,25237,678,458,3218, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,0,--,--,0,--,0,--,0,--,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,0,--,--,0,--,0,--,0,--,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,0,--,--,0,--,0,--,0,--,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,0,--,--,0,--,0,--,0,--,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,0,--,--,0,--,0,--,0,--,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,0,--,--,0,--,0,--,0,--,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,0,--,--,0,--,0,--,0,--,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,0,--,--,0,--,0,--,0,--,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,0,--,--,0,--,0,--,0,--,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,0,--,--,0,--,0,--,0,--,0,0, 
 收到的税费返还(万元),0,0,0,0,0,5,0,29,0,20,6,--,0,--,--,--,--,--,--,0,--,0,--,1,--,--,0,--,--,6,0,--,--,0,--,0,12,--,235,143,0,--,207,0,--,0,0,0,--,0,0, 
 收到的其他与经营活动有关的现金(万元),51782,17264,112817,16938,46415,13302,5685,9600,22722,11857,2926,11143,6795,2475,1343,8419,9089,6073,178,9382,8442,8280,284,8768,6941,5727,2397,6768,3308,4103,1987,4868,3310,1699,1684,1282,5446,332,13,706,852,423,155,174,69,163,142,51,33,51,1, 
 经营活动现金流入小计(万元),382405,243951,208971,428873,319055,196248,79909,408406,291189,196866,86622,272670,192340,135874,58542,238897,171791,113085,40844,195095,129623,93398,35702,199006,152062,163365,71062,201431,181488,131156,44278,129799,88045,60163,25573,104144,74805,41747,20702,83547,53792,32388,16370,85865,54769,39522,19246,25288,711,509,3219, 
 购买商品、接受劳务支付的现金(万元),212785,134017,63655,249296,168563,106134,50595,240337,173564,114667,49770,135251,92504,58928,24061,120805,80617,46459,18531,102778,62951,40098,16439,115910,76990,96711,43773,109526,119200,79037,20596,53497,35564,18723,6311,29108,20262,16655,8510,34832,24207,18977,12154,50399,36979,28717,16153,713,714,402,2903, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,0,--,--,0,--,0,--,0,--,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,0,--,--,0,--,0,--,0,--,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,0,--,--,0,--,0,--,0,--,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,0,--,--,0,--,0,--,0,--,0,0, 
