 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),17722,3996,1334,35729,13636,8618,2739,29171,23153,20977,14432,46844,49691,17256, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),689,606,360,4411,3190,2693,1618,3641,3216,2547,1344,2484,1318,361, 
 经营活动现金流入小计(万元),18411,4603,1694,40140,16826,11311,4358,32812,26369,23524,15776,49329,51009,17617, 
 购买商品、接受劳务支付的现金(万元),27062,13556,11045,29608,18774,14601,5255,12593,9730,5926,25939,26620,27618,2967, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),7537,5525,3362,8990,6918,4958,2908,9085,6973,4839,9927,10407,8103,6442, 
 支付的各项税费(万元),4671,3379,2534,3743,2281,1880,1493,3599,3450,2598,4182,3617,5064,2682, 
 支付的其他与经营活动有关的现金(万元),1920,1241,833,3537,2826,1666,482,3761,4016,2483,2740,3664,3494,1900, 
 经营活动现金流出小计(万元),41190,23702,17775,45879,30799,23105,10138,29038,24169,15847,42788,44308,44278,13991, 
 经营活动产生的现金流量净额(万元),-22779,-19099,-16081,-5739,-13973,-11795,-5781,3774,2200,7677,-27012,5021,6731,3626, 
 收回投资所收到的现金(万元),13000,11000,9000,2000,2000,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),119,75,57,97,9,--,--,10,10,--,12,12,10,14, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,1,1,2,2,2,2,18,17,--,--,0,--,58, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,20000,--,--,--,--,--,--,--,--,--,--,9480, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),13120,11076,29058,2099,2011,2,2,28,27,0,12,12,10,9552, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),338,248,78,294,278,87,51,112,104,56,138,1114,4154,5726, 
 投资所支付的现金(万元),8000,4000,11000,11000,11000,8000,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),8099,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,2461, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),16438,4248,11078,11294,11278,8087,51,112,104,56,138,1114,4154,8187, 
 投资活动产生的现金流量净额(万元),-3318,6828,17980,-9194,-9267,-8085,-49,-85,-77,-56,-126,-1102,-4144,1365, 
 吸收投资收到的现金(万元),--,--,7000,31748,31748,31748,--,--,--,--,--,--,--,4000, 
