 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),75035,41394,20524,99318,74723,51155,29888,102138,77860,92716,43830,87296,71567,74705, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1975,926,571,144,144,144,49,48,132,1,1,182,262,338, 
 收到的其他与经营活动有关的现金(万元),2573,2368,27,3447,3194,3123,104,4007,3927,2100,1313,3854,10246,10426, 
 经营活动现金流入小计(万元),79583,44688,21122,102908,78061,54422,30041,106193,81919,94817,45143,91333,82075,85469, 
 购买商品、接受劳务支付的现金(万元),66249,39741,19144,62441,48055,32360,18023,61595,45749,55763,27256,61295,47432,56037, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),12221,8374,4699,14512,11001,8005,4616,14085,10572,13399,6846,13102,10552,11529, 
 支付的各项税费(万元),3018,1980,980,6688,5292,3283,1957,6936,5197,6760,3858,7386,4685,3967, 
 支付的其他与经营活动有关的现金(万元),7649,5443,1356,7930,6528,6171,1116,7350,5938,7881,4684,5907,9987,14433, 
 经营活动现金流出小计(万元),89136,55537,26180,91571,70877,49819,25711,89966,67456,83803,42643,87690,72656,85966, 
 经营活动产生的现金流量净额(万元),-9554,-10850,-5058,11337,7184,4604,4330,16226,14463,11014,2500,3643,9419,-497, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,4606,93,--, 
 取得投资收益所收到的现金(万元),214,20,--,--,--,--,--,--,--,--,--,--,470,360, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),25,31,401,1936,562,555,523,793,785,73,1,3594,--,8, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),26400,11000,--,315,250,--,--,--,--,242,86,110,2898,554, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),26639,11052,401,2251,812,555,523,793,785,315,87,8310,3461,922, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),10019,5949,4087,6653,2286,1291,628,5722,3921,2662,1459,7045,7193,4626, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,588,1030, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),36900,24400,14910,--,--,--,--,--,--,--,--,--,1488,891, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),46919,30349,18997,6653,2286,1291,628,5722,3921,2662,1459,7045,9268,6548, 
 投资活动产生的现金流量净额(万元),-20280,-19297,-18597,-4402,-1474,-737,-104,-4929,-3136,-2347,-1372,1265,-5807,-5626, 
 吸收投资收到的现金(万元),46064,39936,39946,--,--,--,--,--,--,--,--,9300,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),19550,15680,8820,17851,14834,9905,4200,43832,39992,35632,13300,56730,50629,38065, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,870,10735,17412, 
 筹资活动现金流入小计(万元),65614,55616,48766,17851,14834,9905,4200,43832,39992,35632,13300,66900,61365,55477, 
 偿还债务支付的现金(万元),25580,18730,18730,24101,19514,13010,8400,51208,45198,43096,14290,59126,48369,29409, 
