 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),129844,86430,37732,126459,85431,51425,68070,41856,24857, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),326,206,104,218,71,71,--,--,--, 
 收到的其他与经营活动有关的现金(万元),1910,1399,710,2717,1514,1194,396,146,64, 
 经营活动现金流入小计(万元),132081,88036,38546,129393,87016,52690,68465,42002,24921, 
 购买商品、接受劳务支付的现金(万元),77958,51572,23895,73765,50420,27110,27909,18063,9536, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),12310,8030,4840,10799,8616,5293,7671,4937,3328, 
 支付的各项税费(万元),3363,2290,969,4068,3258,2170,2658,1710,1331, 
 支付的其他与经营活动有关的现金(万元),19402,11841,6700,24594,17551,11187,17884,9226,5465, 
 经营活动现金流出小计(万元),113033,73733,36404,113227,79844,45761,56122,33935,19660, 
 经营活动产生的现金流量净额(万元),19047,14303,2142,16166,7172,6930,12343,8066,5260, 
 收回投资所收到的现金(万元),--,--,--,5,--,--,105500,38500,40500, 
 取得投资收益所收到的现金(万元),--,--,--,33,--,--,313,123,85, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),0,0,0,38,0,0,105813,38623,40585, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2442,1915,704,4465,2877,1980,3586,3165,1335, 
 投资所支付的现金(万元),1310,1310,--,2805,500,--,105520,38500,40500, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,59,--,--,1042,--,--, 
 支付的其他与投资活动有关的现金(万元),21000,10000,--,80,40000,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),24752,13225,704,7409,43377,1980,110147,41665,41835, 
 投资活动产生的现金流量净额(万元),-24752,-13225,-704,-7371,-43377,-1980,-4334,-3042,-1250, 
 吸收投资收到的现金(万元),14358,53,53,--,--,--,44827,500,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),14358,53,53,0,0,0,44827,500,0, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),--,--,--,--,--,--,--,3200,--, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),118,--,--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),118,0,0,0,0,0,0,3200,0, 
 筹资活动产生的现金流量净额(万元),14239,53,53,0,0,0,44827,-2700,0, 
 汇率变动对现金及现金等价物的影响(万元),-226,-123,-19,-18,-12,-7,-2,--,--, 
 现金及现金等价物净增加额(万元),8309,1007,1472,8778,-36217,4943,52834,2324,4010, 
 加:期初现金及现金等价物余额(万元),74147,74147,74147,65369,65369,65369,12535,10211,6201, 
 期末现金及现金等价物余额(万元),82456,75155,75619,74147,29152,70312,65369,12535,10211, 
 净利润(万元),--,--,3569,7721,--,--,2957,5746,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,--,98,137,--,--,-55,72,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,--,169,642,--,--,611,430,--, 
 无形资产摊销(万元),--,--,549,3038,--,--,2585,1277,--, 
 长期待摊费用摊销(万元),--,--,29,159,--,--,133,44,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,--,18,--,--,0,0,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,--,--,--,--,--,25,--,--, 
 投资损失(万元),--,--,76,-12,--,--,-313,-123,--, 
 递延所得税资产减少(万元),--,--,-12,-79,--,--,8,-11,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,--,230,-160,--,--,88,--,--, 
 经营性应收项目的减少(万元),--,--,-5069,-5584,--,--,-2613,-3253,--, 
 经营性应付项目的增加(万元),--,--,2502,10286,--,--,4526,3211,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,4391,673,--, 
 经营活动产生现金流量净额(万元),--,--,2142,16166,--,--,12343,8066,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),82456,75155,75619,74147,29152,70312,65369,12535,10211, 
 现金的期初余额(万元),74147,74147,74147,65369,65369,65369,12535,10211,6201, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),8309,1007,1472,8778,-36217,4943,52834,2324,4010, 

