 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),5787,68515,37349,23291,6026,41531,20218,15450,9183,38829,17540,10447,4187,39244,--,15834,8136,35275,--,26771,25610, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),292,957,561,277,83,1238,728,605,239,824,824,516,338,950,--,374,--,617,--,834,1100, 
 收到的其他与经营活动有关的现金(万元),1697,7892,6849,3521,1139,6795,7276,3365,1836,9672,5330,2523,1365,5403,--,1558,1587,6092,--,3723,4148, 
 经营活动现金流入小计(万元),7776,77365,44758,27089,7249,49565,28222,19421,11259,49324,23694,13487,5889,45597,--,17765,9723,41985,--,31328,30859, 
 购买商品、接受劳务支付的现金(万元),14836,34520,20122,11204,6571,31971,24341,18702,7034,25274,19539,14354,7602,19039,--,8781,3189,18534,--,13995,18062, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3455,9840,6597,4508,2688,8298,7514,5166,2609,6086,5723,4015,2388,5269,--,2661,1421,4428,--,2988,1882, 
 支付的各项税费(万元),2538,4739,3016,1988,976,3647,2304,1716,1233,3848,2490,1716,1040,4281,--,1960,1025,3245,--,3329,2358, 
 支付的其他与经营活动有关的现金(万元),3381,14425,11515,5919,2804,11367,10758,7637,4748,11066,7626,4565,3149,6543,--,2381,2441,5721,--,6007,5092, 
 经营活动现金流出小计(万元),24211,63524,41249,23619,13039,55283,44917,33221,15625,46274,35378,24650,14179,35132,--,15783,8076,31928,--,26320,27393, 
 经营活动产生的现金流量净额(万元),-16434,13841,3509,3470,-5790,-5718,-16695,-13800,-4366,3050,-11684,-11164,-8289,10465,4010,1983,1647,10056,1930,5008,3466, 
 收回投资所收到的现金(万元),43610,176376,119957,66145,24136,54291,30184,23779,10300,50471,10814,5625,3125,4600,--,2500,--,--,--,--,7900, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,2391,2271,192,0,962,878,878,--,--,56,--,--,--,--,15, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,13,41,34,6,0,0,--,--,--,--,0,--,10,--,4,--,--,--,12,100, 
 处置子公司及其他营业单位收到的现金净额(万元),--,424,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,6600,--,--,--,--,0,--,--,--,0,81,9,--,--,--,--,--,--,--,190, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),43610,183414,119998,66179,24142,54291,32576,26050,10492,50471,11776,6584,4012,4611,--,2560,0,0,--,12,8205, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1523,10301,4497,2978,1671,7198,2172,1447,333,6114,1835,828,361,5319,--,3629,3010,4482,--,4087,2329, 
 投资所支付的现金(万元),26666,190110,135810,82409,33290,62230,50402,42963,25902,59104,39455,25000,19800,2000,--,2000,2000,2520,--,--,7900, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,3000,--,--,0,--,0,0,--,--,6,23,0,--,--,--,--,--,--,--,--, 
