 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),31039,20433,9286,34547,25364,15177,6400,29539,28867,25662,19672, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,93,--, 
 收到的其他与经营活动有关的现金(万元),485,755,302,564,309,75,51,2678,164,2147,195, 
 经营活动现金流入小计(万元),31524,21188,9588,35111,25673,15252,6451,32216,29031,27901,19867, 
 购买商品、接受劳务支付的现金(万元),19039,12459,4883,16935,12855,7376,3242,11759,11521,12452,12158, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3854,2650,1421,4381,3254,2153,1192,3436,2944,2298,1748, 
 支付的各项税费(万元),2876,2103,1044,3896,3014,2133,1124,4497,3754,3361,1942, 
 支付的其他与经营活动有关的现金(万元),2391,2440,987,2530,1781,835,365,1962,1833,1293,2113, 
 经营活动现金流出小计(万元),28160,19652,8335,27742,20904,12498,5923,21655,20052,19404,17961, 
 经营活动产生的现金流量净额(万元),3363,1536,1253,7369,4769,2754,528,10561,8979,8497,1906, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,16518,--, 
 取得投资收益所收到的现金(万元),534,355,--,245,245,245,--,208,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),5,2,2,2,5,0,--,6,161,16,14, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),538,357,2,246,249,245,0,214,161,16534,14, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),7542,5611,3004,16074,14858,11928,5649,11924,3865,8517,1718, 
 投资所支付的现金(万元),20000,25500,--,--,--,0,--,--,7040,16500,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),27542,31111,3004,16074,14858,11928,5649,11924,10906,25017,1718, 
 投资活动产生的现金流量净额(万元),-27004,-30754,-3001,-15828,-14609,-11683,-5649,-11710,-10745,-8483,-1704, 
 吸收投资收到的现金(万元),57598,57041,--,20,241,20,238,275,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),5900,5900,4900,22360,16365,16466,8400,22359,14730,9500,5960, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,0,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),63498,62941,4900,22380,16606,16486,8638,22635,14730,9500,5960, 
 偿还债务支付的现金(万元),28757,28439,3400,11566,7230,7672,3644,17916,14993,6460,7060, 
 分配股利、利润或偿付利息所支付的现金(万元),2407,409,278,3038,739,461,100,1788,509,448,425, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),1459,1459,--,--,--,0,--,--,--,--,--, 
 筹资活动现金流出小计(万元),32623,30307,3678,14604,7969,8133,3744,19704,15502,6908,7485, 
 筹资活动产生的现金流量净额(万元),30875,32634,1222,7776,8637,8352,4895,2931,-772,2592,-1525, 
 汇率变动对现金及现金等价物的影响(万元),-69,-11,-4,67,24,15,-4,59,-17,-5,-6, 
 现金及现金等价物净增加额(万元),7166,3404,-531,-616,-1178,-562,-230,1841,-2555,2601,-1329, 
 加:期初现金及现金等价物余额(万元),2387,2387,2387,3003,3003,3003,3003,1162,3717,1116,2445, 
 期末现金及现金等价物余额(万元),9553,5791,1856,2387,1825,2441,2773,3003,1162,3717,1116, 
 净利润(万元),--,6105,--,10556,--,5014,--,9669,8287,7344,3536, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,2,--,129,--,88,--,28,2,104,41, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,1485,--,1795,--,689,--,1333,1110,908,999, 
 无形资产摊销(万元),--,70,--,140,--,72,--,139,139,17,21, 
 长期待摊费用摊销(万元),--,15,--,29,--,17,--,29,76,68,61, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,--,-4,--,--,--,-1,46,17,136, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,0,0, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,0,0, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,398,--,521,--,196,--,511,525,456,433, 
 投资损失(万元),--,-450,--,-245,--,-245,--,-208,--,-18,0, 
 递延所得税资产减少(万元),--,29,--,-130,--,-134,--,-29,-16,-20,-9, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,0,0, 
 存货的减少(万元),--,-2693,--,-3287,--,-838,--,-1380,-2701,-64,-1478, 
 经营性应收项目的减少(万元),--,-1737,--,-3307,--,-1995,--,-636,619,-2648,-863, 
 经营性应付项目的增加(万元),--,-1689,--,1170,--,-110,--,1106,891,2333,-972, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,1536,--,7369,--,2754,--,10561,8979,8497,1906, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),9553,5791,1856,2387,1825,2441,2773,3003,1162,3717,1116, 
 现金的期初余额(万元),2387,2387,2387,3003,3003,3003,3003,1162,3717,1116,2445, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),7166,3404,-531,-616,-1178,-562,-230,1841,-2555,2601,-1329, 

