 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),19704,87232,61856,40165,21161,75656,54445,35349,18816,72688,50893,31754,18711,69879,49970,32347,14088,40967,31671,21654,10267,37865,29336,18886,10152,43235,19233,36917,22235,32507, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--, 
 收到的税费返还(万元),299,1496,1127,795,635,4116,3344,1756,1112,4711,3650,2819,1343,4449,3277,2158,1292,4619,3331,1896,1010,2953,1766,1132,649,1909,944,1867,612,370, 
 收到的其他与经营活动有关的现金(万元),183,838,757,385,303,437,238,168,14,1511,698,602,564,2673,240,224,63,3190,607,576,754,997,645,467,99,369,151,1448,1086,357, 
 经营活动现金流入小计(万元),20186,89566,63740,41346,22099,80209,58027,37273,19942,78910,55241,35175,20619,77001,53487,34729,15444,48776,35609,24126,12031,41814,31747,20485,10900,45514,20328,40232,23934,33234, 
 购买商品、接受劳务支付的现金(万元),17482,56142,43521,26382,16548,53352,39773,25167,14360,47206,39955,27543,15920,45456,33638,21063,11890,26056,23677,14887,8918,27291,21580,11962,6748,28490,13999,24105,14573,17586, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5707,21508,16041,10798,5693,19585,13759,8610,4747,15512,10901,7237,4219,14994,10993,7051,2700,11069,8526,5802,2874,10209,6877,5297,2678,8043,4386,7819,5092,5063, 
 支付的各项税费(万元),443,1620,1614,1053,304,1611,1225,768,530,2623,2129,1582,831,2876,2230,1620,100,1805,1160,882,461,1706,1394,1093,587,1511,889,1184,1295,2311, 
 支付的其他与经营活动有关的现金(万元),918,2895,2377,1588,986,3348,3300,2038,2171,6434,2908,2257,818,6891,2630,1326,860,4363,2185,1485,1137,2582,3029,2676,1152,1764,1576,2164,1808,2965, 
 经营活动现金流出小计(万元),24549,82166,63554,39821,23531,77894,58057,36583,21807,71774,55893,38618,21789,70217,49491,31060,15549,43294,35549,23057,13389,41788,32879,21028,11164,39808,20850,35272,22768,27925, 
 经营活动产生的现金流量净额(万元),-4363,7401,186,1525,-1432,2315,-30,690,-1865,7135,-652,-3444,-1169,6784,3996,3668,-105,5482,60,1069,-1358,27,-1132,-544,-264,5705,-522,4961,1165,5309, 
 收回投资所收到的现金(万元),--,200,200,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,0,0,--,--,--,--,--,--,23,23,23,23,91,70,34,15,98,75,--,--,1,--,0,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),7,284,205,205,205,124,--,--,--,--,--,--,--,2707,5,3,3,--,4,--,--,1,1,0,--,--,--,--,1,1, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,658,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1000,2633,2633,2633,1350,--,0,--,--,--,150,1000,625, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),7,485,405,205,205,124,0,0,0,681,23,23,23,2798,75,36,18,1098,2712,2633,2633,1352,1,0,0,0,0,150,1001,626, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1059,4005,3434,2602,1554,8113,6558,3328,1614,7090,5456,3741,1463,7092,6010,3267,1622,15907,15342,13325,10205,15397,9388,6023,1546,6167,2506,5087,2580,6575, 
 投资所支付的现金(万元),--,200,200,--,--,--,--,--,--,6000,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,5127,3500,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,500,--,--,0,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),1059,9332,7134,2602,1554,8113,6558,3328,1614,13090,5456,3741,1463,7092,6010,3267,1622,15907,15342,13325,10705,15397,9388,6023,1546,6167,2506,5087,2580,6575, 
 投资活动产生的现金流量净额(万元),-1052,-8847,-6729,-2398,-1349,-7989,-6558,-3328,-1614,-12409,-5433,-3718,-1440,-4294,-5935,-3231,-1605,-14809,-12630,-10692,-8072,-14044,-9387,-6023,-1546,-6167,-2506,-4937,-1580,-5949, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,28977,28977,28977,28977,--,--,--,--,1200, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--, 
 取得借款收到的现金(万元),9920,39000,30770,16270,8000,41478,28895,17479,6791,50769,38857,26814,13443,31806,21463,11377,7115,31116,22518,9937,5622,20218,14330,2539,1659,10558,6975,9782,10668,5998, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,0,0,0,--,7499,2689,1387,--,7852,7723,3093,3093,3104,--,--,--,--,--,--,--,945,945,945,--,--,469,--,912,--, 
 筹资活动现金流入小计(万元),9920,39000,30770,16270,8000,48977,31584,18866,6791,58622,46580,29907,16536,34910,21463,11377,7115,31116,22518,9937,5622,50140,44252,32461,30636,10558,7444,9782,11580,7198, 
 偿还债务支付的现金(万元),7199,41177,29494,18260,9414,36749,23749,15184,4414,43183,31665,19739,10138,29866,19456,10406,6757,28616,18436,6423,436,20881,16564,9235,3279,5455,2996,7646,10006,3250, 
 分配股利、利润或偿付利息所支付的现金(万元),377,2155,1661,1071,296,1801,1320,984,268,1445,1009,740,235,1125,973,580,258,1812,1626,912,197,1925,1736,1305,225,1711,1271,526,549,2431, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),16,--,--,--,--,--,12,12,12,10665,10653,5926,4630,7421,4323,3071,1840,--,--,--,--,--,--,0,--,476,945,366,--,429, 
 筹资活动现金流出小计(万元),7593,43332,31155,19331,9709,38550,25082,16180,4694,55293,43328,26405,15003,38412,24753,14057,8855,30429,20062,7335,634,22806,18300,10540,3504,7642,5212,8538,10555,6110, 
 筹资活动产生的现金流量净额(万元),2327,-4332,-385,-3061,-1709,10427,6502,2686,2097,3329,3252,3502,1533,-3502,-3290,-2680,-1740,687,2456,2602,4988,27334,25952,21921,27132,2916,2232,1244,1025,1088, 
 汇率变动对现金及现金等价物的影响(万元),-154,-244,-196,-133,-44,232,45,41,-16,292,254,158,129,85,63,67,-23,-234,-185,-138,-50,32,64,19,-15,-124,-52,-116,-1,-29, 
 现金及现金等价物净增加额(万元),-3242,-6023,-7124,-4067,-4534,4984,-40,89,-1398,-1653,-2578,-3501,-948,-927,-5166,-2176,-3474,-8874,-10299,-7159,-4492,13348,15497,15374,25307,2330,-847,1152,610,419, 
 加:期初现金及现金等价物余额(万元),6641,12664,12664,12664,12664,7679,7679,7679,7679,9332,9332,9332,9332,10259,10259,10259,10259,19133,19133,19133,19133,5786,5786,5786,5786,3456,3456,2304,1694,1275, 
 期末现金及现金等价物余额(万元),3399,6641,5540,8597,8130,12664,7639,7768,6281,7679,6754,5831,8384,9332,5093,8084,6786,10259,8835,11974,14641,19133,21282,21159,31093,5786,2609,3456,2304,1694, 
 净利润(万元),--,-17492,--,472,--,1801,--,779,--,1920,--,917,--,2395,--,819,--,1413,--,1562,--,4359,--,2200,--,5348,2176,5049,1537,4886, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,17469,--,214,--,3046,--,589,--,411,--,-282,--,692,--,75,--,963,--,-49,--,346,--,282,--,149,182,89,76,-29, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,6132,--,2946,--,5021,--,2442,--,4331,--,2169,--,3463,--,1735,--,3313,--,1610,--,2339,--,1134,--,2017,977,1777,1581,821, 
 无形资产摊销(万元),--,1311,--,672,--,1148,--,560,--,814,--,372,--,702,--,233,--,442,--,156,--,187,--,85,--,160,76,117,83,59, 
 长期待摊费用摊销(万元),--,155,--,59,--,118,--,59,--,89,--,24,--,49,--,24,--,47,--,23,--,2,--,-21,--,--,--,--,--,30, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-121,--,-113,--,-42,--,-1,--,-3,--,-1,--,2,--,-3,--,-7,--,--,--,-8,--,-7,--,-5,-2,8,20,1, 
 固定资产报废损失(万元),--,23,--,--,--,--,--,--,--,--,--,--,--,64,--,--,--,34,--,34,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,1514,--,637,--,1739,--,647,--,1106,--,511,--,830,--,419,--,767,--,481,--,741,--,442,--,869,359,513,515,265, 
 投资损失(万元),--,-0,--,--,--,-135,--,--,--,-164,--,-22,--,-92,--,-34,--,-95,--,-40,--,-1,--,-1,--,-4,--,--,--,--, 
 递延所得税资产减少(万元),--,-469,--,-5,--,-29,--,-53,--,81,--,95,--,6,--,26,--,-421,--,5,--,-55,--,-35,--,-37,-40,-26,-15,42, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-1,--,--,--,--,--,--,--,--,--,--,--,-1, 
 存货的减少(万元),--,443,--,-126,--,-5568,--,-2963,--,-2991,--,-1608,--,-4350,--,-3116,--,80,--,-2082,--,-4111,--,445,--,-408,-1233,-3092,-652,17, 
 经营性应收项目的减少(万元),--,-814,--,701,--,-6475,--,-5298,--,-2663,--,-3285,--,1747,--,4531,--,891,--,1993,--,-4264,--,-6013,--,-4195,-4823,-3275,-2867,1228, 
 经营性应付项目的增加(万元),--,-395,--,-3853,--,2047,--,4164,--,4675,--,-2335,--,1673,--,-1041,--,-1141,--,-2625,--,517,--,948,--,1215,1211,3801,888,-2009, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,-356,--,-80,--,-356,--,-235,--,-470,--,--,--,-397,--,--,--,-804,--,--,--,--,--,--,--,596,596,--,--,--, 
 经营活动产生现金流量净额(万元),--,7401,--,1525,--,2315,--,690,--,7135,--,-3444,--,6784,--,3668,--,5482,--,1069,--,27,--,-544,--,5705,-522,4961,1165,5309, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),3399,6641,5540,8597,8130,12664,7639,7768,6281,7679,6754,5831,8384,7332,5093,6084,6786,8259,8835,9474,14641,19133,21282,21159,31093,5180,2609,3456,2304,1694, 
 现金的期初余额(万元),6641,12664,12664,12664,12664,7679,7679,7679,7679,7332,9332,7332,9332,8259,10259,8259,10259,19133,19133,19133,19133,5180,5786,5786,5786,3456,3456,2304,1694,1275, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,2000,--,2000,--,2000,--,2500,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,2000,--,2000,--,2000,--,2000,--,--,--,--,--,606,--,--,--,-606,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-3242,-6023,-7124,-4067,-4534,4984,-40,89,-1398,-1653,-2578,-3501,-948,-927,-5166,-2176,-3474,-8874,-10299,-7159,-4492,13348,15497,15374,25307,2330,-847,1152,610,419, 

