 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2012-06-30,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),109540,113982,76274,36397,119391,79812,34911,18303,109866,90326,65661,28793,116016,97940,65057,26966,125147,112045,60573,30318,121277,--,109223,51112,110896,120274,68429, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),2919,1478,500,950,6712,4429,1627,2253,6327,278,196,63,3346,3291,3222,78,1270,669,473,145,12210,--,2391,1775,8621,5405,5247, 
 经营活动现金流入小计(万元),112459,115460,76774,37347,126102,84241,36538,20556,116193,90604,65857,28857,119362,101232,68279,27044,126417,112715,61046,30462,133486,--,111613,52887,119517,125678,73676, 
 购买商品、接受劳务支付的现金(万元),48613,56646,32540,16776,94750,40682,20838,15011,67401,59797,45733,23614,80482,70120,51709,24301,83568,65588,26356,21072,80155,--,72194,40971,108522,74461,52763, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),20321,15279,10745,5364,19904,15006,10000,5308,17293,12864,9225,5016,15276,10853,7721,4293,14742,11245,7839,3633,15414,--,13164,6576,12545,9816,6625, 
 支付的各项税费(万元),6277,5567,4408,2690,7661,6265,4638,2082,4555,4301,2943,1169,4744,3717,2426,802,6441,5187,3192,1462,9034,--,7828,3260,6275,9281,3913, 
 支付的其他与经营活动有关的现金(万元),5829,6884,3689,923,2930,3137,2268,1059,2265,4401,2182,1434,2460,3950,3125,2270,6771,5666,5448,2330,2545,--,7958,4452,2746,11995,4309, 
 经营活动现金流出小计(万元),81040,84376,51383,25753,125245,65089,37744,23460,91514,81363,60083,31232,102962,88639,64981,31667,111522,87686,42836,28496,107149,--,101144,55259,130089,105553,67609, 
 经营活动产生的现金流量净额(万元),31419,31083,25392,11594,857,19153,-1206,-2904,24679,9241,5775,-2375,16400,12592,3298,-4623,14896,25029,18210,1966,26338,13915,10469,-2372,-10572,20126,6067, 
 收回投资所收到的现金(万元),29300,29300,26800,18200,77595,63798,44948,54935,100025,47870,23201,17900,--,--,--,--,--,--,--,--,--,--,--,--,75,--,25, 
 取得投资收益所收到的现金(万元),68,51,50,36,505,400,373,219,817,397,19,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),263,84,83,0,2,4,3,0,31,30,30,30,1085,257,257,24,14,15,14,0,29,--,0,0,1368,1163,9, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,3553,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),813,618,343,79,1322,1163,931,556,2021,1436,721,367,386,320,276,138,389,208,168,105,337,--,576,272,21264,13980,166, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),30445,30053,27276,18315,82976,65365,46255,55710,102894,49733,23971,18298,1470,577,533,162,403,223,182,105,365,--,576,272,22708,15142,199, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),20823,16896,7960,5799,24261,19528,14076,6387,7332,7290,5055,2576,9641,10543,7290,3697,17938,19058,10318,3809,11266,--,16677,9770,42125,38449,36312, 
 投资所支付的现金(万元),25107,23200,20000,11400,61500,49000,30050,47050,106220,81020,79850,64200,16700,--,--,--,--,--,--,--,--,--,--,--,1559,65,10, 
