 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),8512,35323,20955,13145,6230,22632,15799,7320,3536,16071,10509,6206,2973,15772,10699,7337,16184,16696,15086, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),690,1649,973,660,390,1626,907,671,369,961,694,491,235,1146,714,497,1084,1246,1128, 
 收到的其他与经营活动有关的现金(万元),474,1655,836,396,206,4263,3555,488,42,484,271,245,60,308,297,243,784,625,2213, 
 经营活动现金流入小计(万元),9676,38626,22765,14201,6825,28521,20262,8479,3947,17515,11473,6942,3268,17226,11709,8077,18053,18568,18426, 
 购买商品、接受劳务支付的现金(万元),6033,17436,12357,8481,4457,14510,11735,6585,3764,7498,5622,3109,1724,5868,4325,2259,5311,9225,7599, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3135,9175,6726,4682,2779,6420,4443,2801,1759,4900,3793,2736,1678,4627,3597,2530,4274,4230,3243, 
 支付的各项税费(万元),1679,4351,2773,1977,1025,2934,1940,1316,912,2528,2077,1534,981,3123,1921,1421,2593,2794,2452, 
 支付的其他与经营活动有关的现金(万元),1712,6124,4358,2680,1532,7465,5772,1792,836,3127,2844,1966,765,2874,2380,1505,2916,3055,3682, 
 经营活动现金流出小计(万元),12559,37085,26214,17820,9793,31329,23890,12493,7271,18053,14335,9346,5149,16491,12223,7716,15094,19304,16976, 
 经营活动产生的现金流量净额(万元),-2882,1541,-3449,-3618,-2968,-2808,-3628,-4015,-3324,-538,-2862,-2403,-1881,735,-514,361,2958,-736,1450, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),4,--,--,--,--,0,--,--,--,--,--,--,--,1280,1280,1280,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,802, 
 收到的其他与投资活动有关的现金(万元),--,18,--,--,--,77,65,65,--,368,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),4,18,0,0,0,77,65,65,0,368,0,0,0,1280,1280,1280,0,0,802, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),220,929,388,297,258,6344,6298,6259,5956,1535,968,261,106,2110,1780,1598,923,2469,910, 
 投资所支付的现金(万元),650,6499,18334,5759,2860,5250,--,--,--,--,--,--,--,--,--,--,--,--,702, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,10922,--,--,--,24635,26635,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),290,75,75,41,41,90,93,90,--,--,--,--,--,147,140,147,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),1160,18425,18797,6097,3159,36319,33026,6349,5956,1535,968,261,106,2256,1921,1745,923,2469,1612, 
 投资活动产生的现金流量净额(万元),-1157,-18407,-18797,-6097,-3159,-36242,-32961,-6285,-5956,-1167,-968,-261,-106,-976,-641,-465,-923,-2469,-810, 
 吸收投资收到的现金(万元),--,12710,12710,--,--,29230,29230,--,--,18580,18580,18580,--,--,--,--,--,--,7190, 
