 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),25997,17175,31037,20426,11888,21397,11264,24741,29241,25757, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),259,253,135,140,135,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),243,181,639,458,214,1614,1328,658,743,2132, 
 经营活动现金流入小计(万元),26499,17609,31811,21025,12237,23011,12592,25399,29983,27889, 
 购买商品、接受劳务支付的现金(万元),21224,12926,20789,14427,8742,13398,6609,12939,14260,14818, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3313,2303,3922,2999,2092,3580,1929,3342,3039,3328, 
 支付的各项税费(万元),2322,1502,2313,1587,1278,2788,1448,3447,2791,2814, 
 支付的其他与经营活动有关的现金(万元),1659,999,2134,1747,776,1510,837,1456,1606,1947, 
 经营活动现金流出小计(万元),28518,17729,29158,20759,12888,21276,10822,21183,21697,22907, 
 经营活动产生的现金流量净额(万元),-2018,-120,2653,266,-651,1736,1770,4216,8286,4982, 
 收回投资所收到的现金(万元),3700,2700,8700,6300,4200,16990,6900,34850,37100,10060, 
 取得投资收益所收到的现金(万元),18,15,41,33,24,829,51,256,139,25, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,2,--,2,0,--,14,21,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,110,110,162,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,75,1075,77,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),3718,2715,8743,6333,4225,18004,8136,35358,37260,10086, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2156,779,3460,2827,1987,3234,1411,2762,991,902, 
 投资所支付的现金(万元),6304,2700,8700,7700,4200,16990,7500,37213,37100,10060, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,1000,75,77,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),8460,3479,12160,10527,6187,20224,9911,40050,38168,10962, 
 投资活动产生的现金流量净额(万元),-4742,-764,-3417,-4194,-1961,-2220,-1774,-4692,-908,-877, 
 吸收投资收到的现金(万元),13267,13267,--,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),4000,2100,7037,5117,3517,8081,3633,8716,3236,6842, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),12,12,26,--,--,--,--,1220,--,--, 
 筹资活动现金流入小计(万元),17279,15379,7063,5117,3517,8081,3633,9936,3236,6842, 
 偿还债务支付的现金(万元),6020,3720,7143,6843,5878,10898,9033,3212,6835,7350, 
 分配股利、利润或偿付利息所支付的现金(万元),758,656,932,886,829,1069,888,751,788,1328, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,736,--,736,777,777,536,770,461, 
 支付其他与筹资活动有关的现金(万元),380,250,414,325,533,1280,1548,--,111,--, 
 筹资活动现金流出小计(万元),7159,4627,8490,8054,7240,13248,11468,3963,7734,8678, 
 筹资活动产生的现金流量净额(万元),10121,10753,-1427,-2937,-3723,-5167,-7835,5973,-4498,-1836, 
 汇率变动对现金及现金等价物的影响(万元),-70,-35,-40,-33,-14,-84,--,--,--,--, 
 现金及现金等价物净增加额(万元),3291,9833,-2230,-6898,-6349,-5735,-7839,5496,2881,2270, 
 加:期初现金及现金等价物余额(万元),7915,7915,10145,10145,10145,15880,15880,10384,7503,5234, 
 期末现金及现金等价物余额(万元),11206,17748,7915,3247,3796,10145,8041,15880,10384,7503, 
 净利润(万元),--,2237,4407,--,1757,3906,--,5876,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,39,373,--,155,149,--,244,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,1095,1911,--,861,1330,--,1057,--,--, 
 无形资产摊销(万元),--,83,161,--,80,140,--,117,--,--, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--,20,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,3,--,1,34,--,62,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,124,192,--,79,208,--,225,--,--, 
 投资损失(万元),--,-15,-41,--,-24,-90,--,-151,--,--, 
 递延所得税资产减少(万元),--,34,141,--,96,-177,--,-118,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-861,-970,--,-768,-536,--,571,--,--, 
 经营性应收项目的减少(万元),--,-1362,-4295,--,-4238,-1858,--,-3142,--,--, 
 经营性应付项目的增加(万元),--,-1494,770,--,1350,-1294,--,-545,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,-120,2653,--,-651,1811,--,4216,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),11206,17748,7915,3247,3796,10145,8041,15880,10384,7503, 
 现金的期初余额(万元),7915,7915,10145,10145,10145,15880,15880,10384,7503,5234, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),3291,9833,-2230,-6898,-6349,-5735,-7839,5496,2881,2270, 

