 报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),28899,148503,70999,69698,15569,128270,69843,47868,19807,119913,83383,36619,18290,96139,61960,39308,17730,89890,68443,36868,13491,115795,70423,64084,17975,76633,75798,43575,12014,87770,74619,30289,13078,81122,54530,32551,87729,68021,43504,59156,41233, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,0,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,0,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,0,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,0,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,0,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,0,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,0,--,--, 
 收取利息、手续费及佣金的现金(万元),53,892,632,497,307,2248,1802,1416,981,2506,--,--,--,140,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,0,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,0,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,0,--,--, 
 收到的税费返还(万元),--,119,119,119,--,--,--,--,--,17,19,--,--,--,--,--,--,--,--,0,--,0,107,107,--,49,--,0,--,46,46,46,--,166,--,0,353,353,329,415,229, 
 收到的其他与经营活动有关的现金(万元),2323,4132,6617,2999,2443,2595,6030,3067,2584,7245,9561,1480,2918,1709,13159,1548,11530,2049,17273,1513,8089,2276,9441,1144,973,3735,3795,1752,1296,2343,1053,445,1732,1630,1839,414,569,275,3417,1151,122, 
 经营活动现金流入小计(万元),31275,153647,78368,73313,18319,133113,77675,52351,23372,129682,92963,38099,21208,97988,75119,40855,29260,91939,85716,38380,21580,118071,79971,65335,18948,80417,79593,45327,13309,90159,75718,30781,14809,82919,56368,32965,88651,68650,47250,60722,41584, 
 购买商品、接受劳务支付的现金(万元),29902,126701,70764,74883,23635,88490,62129,39931,15156,60342,42944,29168,12996,55154,37025,21380,10772,48394,57110,40024,14425,55862,65411,51726,15057,40482,63650,33114,10186,72889,72390,41191,23477,60664,49401,34493,67238,56392,38766,49374,28429, 
 客户贷款及垫款净增加额(万元),-1510,-1032,-1422,-1131,-474,121,1094,1709,1732,21062,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,0,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,0,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,0,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,0,0,--,1,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,0,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,0,--,--, 
 支付给职工以及为职工支付的现金(万元),3237,14692,10760,6985,3244,11988,8715,5556,2406,10784,7662,5157,2465,9689,6188,3622,1440,9999,7309,4556,1610,13243,8804,5911,1599,7892,5974,3797,1634,8584,5779,3612,1284,6996,4525,2877,6009,4323,2269,3801,3136, 
 支付的各项税费(万元),2877,13819,9914,7758,5556,7949,5121,3977,2516,7609,5237,3599,1774,8246,6296,4296,2647,11425,8924,6092,2976,9160,5232,4138,1824,10423,7223,6437,4123,8183,6783,4260,1680,9600,7094,5761,4412,3649,2482,4000,2612, 
 支付的其他与经营活动有关的现金(万元),3438,17564,10733,6678,6792,14491,9909,6331,4548,12584,12402,4007,4214,12165,14306,2133,9124,12923,10950,2291,6239,17501,10963,4320,944,15436,2387,2466,1636,6280,2587,1086,268,8702,7073,3223,6736,4685,15505,3248,3228, 
 经营活动现金流出小计(万元),37944,171744,100748,95172,38754,123038,86969,57506,26358,112381,68245,41931,21450,85255,63816,31431,23982,82741,84293,52962,25249,95765,90411,66095,19424,74234,79234,45814,17580,95936,87539,50149,26709,85961,68093,46354,84395,69049,59022,60424,37405, 
 经营活动产生的现金流量净额(万元),-6669,-18097,-22380,-21859,-20435,10074,-9294,-5155,-2987,17301,24718,-3832,-241,12733,11303,9424,5278,9198,1423,-14581,-3669,22305,-10440,-759,-476,6183,359,-486,-4270,-5777,-11821,-19368,-11899,-3042,-11724,-13389,4257,-399,-11772,299,4179, 
