 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),85735,47991,112713,86822,102359,87255,70677,63451, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1467,864,2107,2100,963,1192,1790,--, 
 收到的其他与经营活动有关的现金(万元),571,524,674,439,164,164,86,643, 
 经营活动现金流入小计(万元),87773,49378,115494,89361,103487,88611,72553,64094, 
 购买商品、接受劳务支付的现金(万元),55640,28629,71947,59185,67890,63169,50053,42425, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),18255,13354,22928,15514,19765,14989,13737,13135, 
 支付的各项税费(万元),5162,2971,4701,4018,4407,3628,2673,2358, 
 支付的其他与经营活动有关的现金(万元),6380,3024,6586,5368,5596,4094,3576,3425, 
 经营活动现金流出小计(万元),85437,47977,106162,84084,97659,85881,70040,61343, 
 经营活动产生的现金流量净额(万元),2336,1401,9332,5276,5827,2730,2512,2751, 
 收回投资所收到的现金(万元),--,--,30,30,--,6000,582,--, 
 取得投资收益所收到的现金(万元),--,--,19,19,--,11,1,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),2,2,26,75,4,--,1,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),2,2,75,123,4,6011,584,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),3552,2530,6505,5252,5220,4880,5532,2017, 
 投资所支付的现金(万元),--,--,--,--,--,6000,562,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),3552,2530,6505,5252,5220,10880,6094,2017, 
 投资活动产生的现金流量净额(万元),-3550,-2528,-6431,-5129,-5216,-4869,-5510,-2017, 
 吸收投资收到的现金(万元),45117,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),16437,12104,13370,9483,6495,20936,11085,8295, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),1972,1212,4849,2002,5113,2803,2466,--, 
 筹资活动现金流入小计(万元),63526,13316,18219,11486,11608,23740,13551,8295, 
 偿还债务支付的现金(万元),11533,7494,12717,9648,8133,16047,9981,3727, 
 分配股利、利润或偿付利息所支付的现金(万元),1368,1323,418,317,2399,426,282,365, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),5975,2147,5115,2002,4018,4334,3330,1475, 
 筹资活动现金流出小计(万元),18876,10963,18249,11967,14550,20807,13593,5567, 
 筹资活动产生的现金流量净额(万元),44651,2352,-30,-481,-2943,2932,-42,2728, 
 汇率变动对现金及现金等价物的影响(万元),-71,-95,56,-7,-104,-0,57,24, 
 现金及现金等价物净增加额(万元),43366,1130,2927,-341,-2435,793,-2983,3486, 
 加:期初现金及现金等价物余额(万元),5021,5021,2093,2093,4528,3735,6719,3232, 
 期末现金及现金等价物余额(万元),48387,6151,5021,1752,2093,4528,3735,6719, 
 净利润(万元),--,3776,9065,--,8093,6827,5125,6044, 
 少数股东损益(万元),--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,609,595,--,368,557,389,253, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,1288,2111,--,1300,839,635,507, 
 无形资产摊销(万元),--,70,98,--,82,92,76,28, 
 长期待摊费用摊销(万元),--,134,196,--,140,80,41,30, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,33,142,--,-3,--,3,165, 
 固定资产报废损失(万元),--,--,--,--,46,102,22,76, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--, 
 财务费用(万元),--,398,522,--,883,499,521,390, 
