 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),86158,278966,146894,93741,45658,164637,82298,60742,26854,103472,68555,45853,27247,91580,68266,43667,--,65404,39847,27666,11205,49665,29901,44040,29101,19291,10253,35829,23575,28393,32859,29495, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),881,5673,3887,2222,862,4052,2249,1397,471,1496,343,146,1,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,32,--,41,137, 
 收到的其他与经营活动有关的现金(万元),10672,7346,18440,13865,11234,8476,11800,10900,4319,12916,5909,6104,3186,7454,683,1222,--,8345,561,900,48,1651,679,1612,1747,1270,1094,8026,3082,9568,3360,3683, 
 经营活动现金流入小计(万元),97711,291985,169221,109828,57754,177165,96347,73039,31644,117885,74808,52103,30434,99034,68948,44889,--,73748,40408,28566,11253,51316,30579,45652,30848,20561,11347,43855,26688,37961,36260,33315, 
 购买商品、接受劳务支付的现金(万元),87850,253896,169375,115408,44871,166788,98009,75377,50415,113865,76391,48468,28976,70798,44023,27080,--,64376,45670,36658,8343,39596,24290,36401,19557,13361,6365,25338,12929,15429,18634,18589, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),7868,23680,17504,12249,6229,21740,15838,11338,5168,13890,9464,6249,3342,12040,7713,4670,--,8732,6047,4438,2198,7120,5123,5749,4035,2763,1349,4253,2934,2816,2643,2678, 
 支付的各项税费(万元),8024,17772,13711,8966,5505,13923,10830,7060,3753,7460,4528,2440,1610,3897,2717,1722,--,2843,2300,1451,578,2226,2014,2331,1610,821,465,1948,1428,595,1109,841, 
 支付的其他与经营活动有关的现金(万元),17553,38453,19063,9923,5527,26823,27850,33709,10565,14332,12975,10157,6545,8985,10106,6874,--,6962,3326,3348,869,6666,3824,4849,3976,2503,1296,6056,3168,3483,3336,3550, 
 经营活动现金流出小计(万元),121295,333801,219652,146545,62132,229275,152527,127484,69901,149547,103358,67315,40473,95720,64558,40346,--,82913,57343,45895,11989,55608,35251,49331,29179,19448,9475,37596,20458,22324,25723,25658, 
 经营活动产生的现金流量净额(万元),-23584,-41816,-50432,-36718,-4378,-52110,-56180,-54445,-38257,-31662,-28551,-15212,-10038,3314,4390,4543,7971,-9165,-16936,-17329,-736,-4292,-4671,-3679,1669,1113,1872,6259,6230,15638,10537,7658, 
