 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),42265,28160,19091,51485,40467,26692,13649,42409,36363,37944,32264, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1,--,--,--,1,--,--,--,10,6,--, 
 收到的其他与经营活动有关的现金(万元),2889,1744,1101,3069,2576,2318,1260,4171,2475,1459,1602, 
 经营活动现金流入小计(万元),45155,29904,20192,54554,43044,29010,14908,46580,38848,39409,33865, 
 购买商品、接受劳务支付的现金(万元),45923,29171,21130,39473,33170,23787,13423,30347,36061,30367,31374, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3538,1996,1018,2948,1916,1288,534,2955,3445,2919,1766, 
 支付的各项税费(万元),2296,2103,825,1934,1450,1247,421,1344,1764,1675,2195, 
 支付的其他与经营活动有关的现金(万元),5328,5125,2946,5542,4191,4175,1601,7250,5357,3482,5282, 
 经营活动现金流出小计(万元),57085,38396,25918,49898,40726,30497,15979,41897,46626,38443,40617, 
 经营活动产生的现金流量净额(万元),-11929,-8492,-5727,4656,2318,-1487,-1071,4683,-7778,966,-6751, 
 收回投资所收到的现金(万元),200,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),1,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),2,2,--,63,54,53,--,6,2,6,5, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),203,2,0,63,54,53,0,6,2,6,5, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),138,92,8,130,48,9,1,229,210,440,1173, 
 投资所支付的现金(万元),15450,200,--,85,85,85,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),15588,292,8,215,133,94,1,229,210,440,1173, 
 投资活动产生的现金流量净额(万元),-15384,-290,-8,-152,-79,-41,-1,-224,-207,-434,-1169, 
 吸收投资收到的现金(万元),32136,32136,--,--,--,--,--,--,--,--,11563, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),27080,18080,11080,13660,11150,4239,3239,14550,13000,9500,7950, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,500,500, 
 筹资活动现金流入小计(万元),59216,50216,11080,13660,11150,4239,3239,14550,13000,10000,20013, 
 偿还债务支付的现金(万元),21430,10930,8990,13300,13380,4389,3189,15100,11400,5850,9000, 
 分配股利、利润或偿付利息所支付的现金(万元),542,324,167,594,453,295,152,721,766,677,1289, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),1618,422,--,285,225,225,--,--,--,--,672, 
 筹资活动现金流出小计(万元),23590,11676,9157,14179,14058,4909,3341,15821,12166,6527,10962, 
 筹资活动产生的现金流量净额(万元),35627,38540,1923,-519,-2908,-670,-102,-1271,834,3473,9051, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),8313,29758,-3812,3986,-669,-2198,-1173,3188,-7151,4005,1131, 
 加:期初现金及现金等价物余额(万元),8756,8756,8756,4770,4770,4770,4770,1582,8732,4727,3597, 
 期末现金及现金等价物余额(万元),17069,38513,4943,8756,4101,2572,3596,4770,1582,8732,4727, 
 净利润(万元),--,3353,--,6068,--,2644,--,3147,3869,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,-298,--,566,--,508,--,556,702,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,75,--,149,--,77,--,191,179,--,--, 
 无形资产摊销(万元),--,13,--,24,--,12,--,20,19,--,--, 
 长期待摊费用摊销(万元),--,50,--,123,--,50,--,103,129,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,1,--,58,--,56,--,46,5,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,327,--,592,--,292,--,720,767,--,--, 
 投资损失(万元),--,--,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,62,--,-59,--,-63,--,-60,-100,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-6307,--,-6215,--,-4663,--,-694,-3329,--,--, 
 经营性应收项目的减少(万元),--,-1851,--,-6109,--,-966,--,1087,-5900,--,--, 
 经营性应付项目的增加(万元),--,-3918,--,9458,--,566,--,-433,-4119,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,-8492,--,4656,--,-1487,--,4683,-7778,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),17069,38513,4943,8756,4101,2572,3596,4770,1582,8732,4727, 
 现金的期初余额(万元),8756,8756,8756,4770,4770,4770,4770,1582,8732,4727,3597, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),8313,29758,-3812,3986,-669,-2198,-1173,3188,-7151,4005,1131, 

