 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),17270,11037,5509,23842,16028,12602,4560,22557,22150,10714,19912,21410,18996, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1258,851,369,2080,1471,788,453,401,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),1005,880,81,3186,143,118,64,661,111,50,102,1099,74, 
 经营活动现金流入小计(万元),19532,12768,5959,29108,17641,13508,5077,23619,22262,10763,20014,22509,19071, 
 购买商品、接受劳务支付的现金(万元),2811,1978,827,3230,2484,1724,857,3188,3419,1653,3199,2915,2868, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),1463,970,489,1751,1273,858,419,1507,1391,705,1238,1054,935, 
 支付的各项税费(万元),3885,2829,1625,5984,4472,3000,1471,2981,1403,743,900,624,453, 
 支付的其他与经营活动有关的现金(万元),2410,2149,1056,1077,605,403,241,699,1012,369,797,813,1785, 
 经营活动现金流出小计(万元),10570,7926,3997,12043,8835,5985,2988,8376,7224,3470,6134,5407,6040, 
 经营活动产生的现金流量净额(万元),8963,4842,1962,17065,8807,7522,2089,15243,15038,7293,13880,17102,13030, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),4,4,--,2,1,1,--,9,8,4,8,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),900,--,--,--,--,--,--,545,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),904,4,0,2,1,1,0,554,8,4,8,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),23946,19276,11319,56389,47713,9922,7861,21211,5216,2254,3257,7089,237, 
 投资所支付的现金(万元),1100,100,--,--,--,--,--,--,--,--,--,2000,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,8100, 
 支付的其他与投资活动有关的现金(万元),545,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),25591,19376,11319,56389,47713,9922,7861,21211,5216,2254,3257,9089,8337, 
 投资活动产生的现金流量净额(万元),-24687,-19372,-11319,-56388,-47713,-9921,-7861,-20656,-5208,-2250,-3249,-9089,-8337, 
 吸收投资收到的现金(万元),27944,27944,--,50,--,--,--,--,--,--,--,--,5000, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),39140,29740,12520,87700,70766,17342,8750,32400,12000,10000,13950,12000,5600, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),1088,1088,--,6000,6000,--,--,29200,10000,--,--,32984,19844, 
 筹资活动现金流入小计(万元),68171,58771,12520,93750,76766,17342,8750,61600,22000,10000,13950,44984,30444, 
 偿还债务支付的现金(万元),26676,16156,2484,37575,27875,11000,1775,24000,16450,10600,19000,12500,5600, 
 分配股利、利润或偿付利息所支付的现金(万元),7101,3371,1633,5277,3943,2227,1103,4420,4909,2531,5202,5531,5641, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),807,682,--,6000,6000,--,--,29266,10000,--,--,32984,24345, 
 筹资活动现金流出小计(万元),34585,20209,4117,48852,37818,13227,2878,57685,31359,13131,24202,51015,35586, 
 筹资活动产生的现金流量净额(万元),33587,38563,8403,44898,38948,4115,5872,3915,-9359,-3131,-10252,-6031,-5142, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),17862,24033,-954,5576,42,1717,99,-1498,470,1911,379,1981,-449, 
 加:期初现金及现金等价物余额(万元),8372,8372,8372,2796,2796,2796,2796,4295,3824,3824,3445,1464,1912, 
 期末现金及现金等价物余额(万元),26234,32405,7419,8372,2839,4513,2895,2796,4295,5736,3824,3445,1464, 
 净利润(万元),--,2838,--,6349,--,2744,--,5418,4793,--,--,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,-1,--,3,--,1,--,-22,14,--,--,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,52,--,90,--,42,--,86,88,--,--,--,--, 
 无形资产摊销(万元),--,1689,--,6268,--,3126,--,6088,6012,--,--,--,--, 
 长期待摊费用摊销(万元),--,16,--,37,--,21,--,38,15,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-3,--,8,--,1,--,-2,2,--,--,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,1769,--,3864,--,1840,--,4280,4874,--,--,--,--, 
 投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,52,--,-194,--,-110,--,-139,-124,--,--,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-5,--,-27,--,-38,--,-14,-158,--,--,--,--, 
 经营性应收项目的减少(万元),--,-1243,--,-748,--,-211,--,-1337,-578,--,--,--,--, 
 经营性应付项目的增加(万元),--,-322,--,1417,--,106,--,848,100,--,--,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,4842,--,17065,--,7522,--,15243,15038,--,--,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),26234,32405,7419,8372,2839,4513,2895,2796,4295,5736,3824,3445,1464, 
 现金的期初余额(万元),8372,8372,8372,2796,2796,2796,2796,4295,3824,3824,3445,1464,1912, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),17862,24033,-954,5576,42,1717,99,-1498,470,1911,379,1981,-449, 

