 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),28752,17198,6013,42850,23652,14261,4515,42720,39315,27455,27365, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),2873,1601,878,3107,2370,1573,927,3137,3238,3096,1659, 
 收到的其他与经营活动有关的现金(万元),462,304,34,285,172,98,84,550,270,202,105, 
 经营活动现金流入小计(万元),32087,19103,6925,46242,26195,15932,5527,46407,42823,30754,29128, 
 购买商品、接受劳务支付的现金(万元),24522,12896,7136,32393,23541,13404,8577,32889,28370,28559,19849, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3772,2379,1168,4929,3563,2344,1129,5320,4856,3582,3307, 
 支付的各项税费(万元),763,463,274,826,430,181,33,1272,848,1040,1038, 
 支付的其他与经营活动有关的现金(万元),1795,1241,458,1654,1333,796,692,1313,987,919,3659, 
 经营活动现金流出小计(万元),30852,16978,9037,39801,28867,16726,10431,40794,35060,34100,27853, 
 经营活动产生的现金流量净额(万元),1235,2125,-2112,6440,-2672,-793,-4905,5613,7763,-3346,1276, 
 收回投资所收到的现金(万元),29000,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),196,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),6,6,--,74,49,37,11,12,--,1,3, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),29202,6,0,74,49,37,11,12,0,1,3, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1707,865,519,1993,1898,1234,837,5313,2218,750,865, 
 投资所支付的现金(万元),45000,18000,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),46707,18865,519,1993,1898,1234,837,5313,2218,750,865, 
