 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),15422,81729,59959,39955,19065,78306,57743,38313,16523,75633,52744,36517,21552,86600,56840,38386,18903,69719,45602,28432,13532,45930,49387,32519,15673,51550,43070,27736,13057,57335,41478,43573,37547,26471, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),124,222,350,222,222,197,177,71,71,376,311,249,211,247,176,113,19,127,--,--,--,--,0,--,--,--,40,40,40,--,0,23,--,0, 
 收到的其他与经营活动有关的现金(万元),1412,8113,6905,6689,440,3119,4467,2730,1212,2116,1876,850,2368,5322,5790,3550,1870,2460,4349,11170,5085,7087,4944,3496,2110,4365,1465,2638,609,409,106,212,2036,596, 
 经营活动现金流入小计(万元),16957,90064,67215,46866,19727,81622,62387,41115,17806,78126,54930,37616,24131,92168,62806,42049,20792,72306,49952,39602,18617,53017,54331,36015,17783,55915,44575,30414,13706,57743,41584,43808,39583,27067, 
 购买商品、接受劳务支付的现金(万元),14061,47275,37108,22591,8897,37916,32150,22480,11521,37712,31408,19783,13992,50281,34112,25790,9998,44206,29094,22086,10530,36058,42394,25712,11170,37849,37818,22616,10560,37592,27285,23986,26389,17442, 
