 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-06-30,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),81224,50355,93398,41221,106880,43516,95811,35172,86957,75717, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),115,66,34,34,87,87,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),436,390,502,207,1280,312,767,547,643,1211, 
 经营活动现金流入小计(万元),81774,50811,93934,41462,108247,43915,96578,35719,87600,76928, 
 购买商品、接受劳务支付的现金(万元),67684,42279,73478,29829,76785,29662,84410,31791,67257,67135, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),4618,3268,5746,3061,5035,2537,4567,2159,4227,3909, 
 支付的各项税费(万元),4175,1978,5798,3032,5710,1638,2999,1184,3171,3464, 
 支付的其他与经营活动有关的现金(万元),3727,2320,4805,2376,4102,1306,3682,2595,5654,5179, 
 经营活动现金流出小计(万元),80203,49844,89827,38297,91633,35142,95658,37729,80308,79687, 
 经营活动产生的现金流量净额(万元),1570,967,4108,3165,16614,8773,921,-2010,7292,-2759, 
 收回投资所收到的现金(万元),50800,15800,32800,9200,29100,11700,1000,--,--,27, 
 取得投资收益所收到的现金(万元),238,134,56,11,13,4,1,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),19,0,6,--,2,1,0,--,1,7, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),32,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),51089,15934,32862,9211,29115,11705,1001,0,1,33, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),3325,2949,6611,4437,1265,668,3298,2641,599,1712, 
 投资所支付的现金(万元),56600,8000,45000,9200,29100,11700,1000,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),59925,10949,51611,13637,30365,12368,4298,2641,599,1712, 
