 报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31, 
 销售商品、提供劳务收到的现金(万元),61288,194999,133349,108808,53385,178432,129539,81784,39390,120896,81304,46176,18341,92447,69484,46868,28904,165147,131959,86000,39557,136542,98436,60906,22468,139035,101744,61844,28254,133804,103266,60640,29042,119801,88731,53957,27477,101393,76003,48879,22999,132863,110868,76393,29979,113434,77737,47694,19551,97511,76023,46238,15446, 
 客户存款和同业存放款项净增加额(万元),--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,0,0,0,--,0,0, 
 向中央银行借款净增加额(万元,--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,0,0,0,--,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,0,0,0,--,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,0,0,0,--,0,0, 
 收到再保险业务现金净额(万元),--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,0,0,0,--,0,0, 
 保户储金及投资款净增加额(万元),--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,0,0,0,--,0,0, 
 处置交易性金融资产净增加额(万元),--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,0,0,0,--,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,0,12,0,--,0,16, 
 拆入资金净增加额(万元),--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,0,0,0,--,0,0, 
 回购业务资金净增加额(万元),--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,0,0,0,--,0,0, 
 收到的税费返还(万元),162,51,47,32,32,21,21,18,--,6,6,6,6,14,14,14,--,--,--,--,--,156,53,53,53,82,29,--,--,108,46,--,--,14,14,--,--,22,1,1,--,94,25,--,--,188,146,64,0,153,17,0,0, 
 收到的其他与经营活动有关的现金(万元),210,722,945,767,576,750,287,126,26,833,326,161,62,754,121,125,26,452,169,113,24,147,83,56,32,218,141,80,45,348,233,175,75,670,301,127,109,357,139,74,50,313,242,185,61,213,809,505,127,200,1847,945,103, 
 经营活动现金流入小计(万元),61660,195772,134340,109607,53994,179204,129847,81928,39415,121734,81636,46343,18408,93214,69618,47007,28930,165599,132128,86112,39581,136845,98573,61016,22554,139335,101914,61925,28299,134259,103544,60815,29117,120485,89046,54084,27586,101772,76143,48955,23049,133270,111135,76578,30040,113834,78692,48263,19690,97864,77886,47183,15566, 
 购买商品、接受劳务支付的现金(万元),56038,178898,118270,97272,49167,153205,107796,70801,33663,97715,64621,38236,15537,74759,55996,40637,24547,136914,106013,68968,31092,115315,81392,52380,22349,117819,84884,55176,27101,110109,82909,52325,23689,98243,74337,51807,26222,85197,63683,38850,18180,117267,98650,65194,29195,101642,68919,51524,26410,92741,70047,45064,17335, 
 客户贷款及垫款净增加额(万元),--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,0,0,0,--,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,0,0,0,--,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,0,0,0,--,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,0,3,0,--,0,13, 
 支付保单红利的现金(万元),--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,0,0,0,--,0,0, 
 支付给职工以及为职工支付的现金(万元),2476,10133,6509,4345,2331,9730,6194,4209,2204,9546,6176,4255,2201,9388,6718,4582,2411,10058,6902,4600,2264,9805,6743,4549,2186,9639,6568,4408,2244,10728,6301,4236,2337,8646,5050,3300,1567,7137,4133,2829,1511,5397,3669,2481,1351,4069,2751,1817,965,2620,1742,1275,537, 
 支付的各项税费(万元),739,3400,3147,2345,1167,4919,3586,2318,1169,3551,2059,1353,214,3987,3387,2522,1300,4718,3650,2524,739,3743,2487,953,297,2409,1976,667,88,4538,2930,2406,1203,3277,1480,654,172,2702,1682,1381,504,2542,1756,1523,492,2098,988,121,84,1051,878,429,225, 
 支付的其他与经营活动有关的现金(万元),784,1845,1554,1121,686,1978,1484,1055,354,2130,861,568,211,4001,857,669,316,3062,1001,665,286,2499,966,742,364,2409,1689,1288,793,1710,977,652,95,3031,1198,925,572,2011,576,442,314,2740,1052,767,269,2026,1106,644,259,1546,1142,443,359, 
 经营活动现金流出小计(万元),60037,194276,129480,105084,53350,169831,119060,78382,37390,112942,73717,44413,18163,92134,66958,48410,28573,154753,117565,76757,34380,131362,91589,58624,25196,132277,95117,61538,30226,127086,93117,59619,27324,113197,82066,56687,28533,97047,70073,43502,20508,127946,105127,69966,31307,109835,73764,54106,27722,97957,73810,47211,18469, 
 经营活动产生的现金流量净额(万元),1624,1496,4860,4524,643,9373,10786,3545,2025,8792,7918,1930,246,1080,2661,-1404,357,10846,14563,9355,5201,5483,6984,2392,-2642,7058,6798,386,-1927,7174,10427,1196,1793,7288,6980,-2602,-947,4725,6069,5453,2541,5324,6007,6612,-1268,3999,4928,-5843,-8031,-93,4077,-28,-2903, 
 收回投资所收到的现金(万元),--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,0,0,0,62,62,0,0, 
 取得投资收益所收到的现金(万元),4,--,0,0,--,6,6,6,6,11,11,11,11,11,11,11,--,11,11,11,--,11,11,11,--,11,11,11,11,6,--,--,--,4,4,4,4,0,--,0,--,--,--,--,--,5,32,5,0,28,28,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,14,0,0,--,503,503,--,--,1627,--,--,--,500,500,500,500,6,5,--,--,0,500,500,85,42,32,1,--,3487,7217,7190,9,7,1,--,--,7,1,0,--,12,12,9,--,10,0,7,0,8,8,8,8, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,32,8,0,0,0,--,0,3, 
 收到的其他与投资活动有关的现金(万元),0,--,0,0,--,--,--,--,--,--,--,--,--,1447,1446,--,--,--,--,--,--,1518,--,--,--,--,9,--,--,--,--,--,--,--,--,--,--,0,8,0,--,--,--,--,--,0,--,0,0,0,3,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,0,--,0,--,0,--, 
 投资活动现金流入小计(万元),4,14,0,0,0,509,509,6,6,1638,11,11,11,1957,1957,511,500,16,16,11,0,1529,511,511,85,52,52,12,11,3493,7217,7190,9,11,5,4,4,7,9,0,--,12,12,9,--,48,40,12,0,98,101,8,11, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1623,4198,2386,1328,1086,1911,1133,750,453,2756,2243,1730,1021,3331,2349,2118,1535,2848,4239,3302,2700,8079,4804,2858,1380,9232,8225,4043,2143,10848,8846,5122,1578,4350,2974,1691,722,5839,3817,2868,1758,3804,2932,1718,1134,2866,2207,1410,557,2380,1401,650,169, 
 投资所支付的现金(万元),--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,0,0,0,--,0,0, 
 质押贷款净增加额(万元),--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,0,0,0,--,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,0,0,0,--,0,0, 
 支付的其他与投资活动有关的现金(万元),--,--,0,0,--,--,--,--,--,33,--,--,--,564,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,--,--,0,--,0,--,--,--,--,--,0,--,0,4,0,3,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,0,--,0,--,0,--, 
 投资活动现金流出小计(万元),1623,4198,2386,1328,1086,1911,1133,750,453,2788,2243,1730,1021,3895,2349,2118,1535,2848,4239,3302,2700,8079,4804,2858,1380,9232,8225,4043,2143,10848,8846,5122,1578,4350,2975,1691,722,5839,3817,2868,1758,3804,2932,1718,1134,2866,2207,1410,561,2380,1404,650,169, 
 投资活动产生的现金流量净额(万元),-1619,-4184,-2386,-1328,-1086,-1402,-624,-743,-446,-1151,-2233,-1720,-1011,-1938,-392,-1608,-1035,-2832,-4223,-3292,-2700,-6549,-4294,-2347,-1295,-9180,-8173,-4031,-2132,-7355,-1629,2069,-1569,-4339,-2970,-1687,-718,-5832,-3808,-2868,-1758,-3792,-2920,-1710,-1134,-2818,-2166,-1398,-561,-2282,-1303,-641,-158, 
 吸收投资收到的现金(万元),--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,0,0,0,--,0,0, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,0,0,0,--,0,0, 
 取得借款收到的现金(万元),--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2000,2000,2000,2000,1500,1500,1500,--,--,--,--,--,5000,5000,5000,--,0,--,0,--,--,--,--,--,10000,10000,10000,7000,0,--,0,0, 
 发行债券收到的现金(万元),--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,--,--,--,--,0,--,0,0,0,--,0,0, 
 收到其他与筹资活动有关的现金(万元),--,--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,3840,--,--,--,--,288,288,288,0,--,0,--,110,30,--,--,30,56,26,6,1416,--,0,30, 
