 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),86146,56827,31649,136734,93163,49544,25512,87052,58457,86601,51925,46465,18576, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),7555,5576,5254,8966,5065,2674,1247,5481,4001,6781,4555,4006,1554, 
 收到的其他与经营活动有关的现金(万元),3612,2168,795,371,93,48,30,753,411,814,382,115,87, 
 经营活动现金流入小计(万元),97313,64570,37698,146070,98320,52267,26789,93287,62868,94196,56863,50587,20217, 
 购买商品、接受劳务支付的现金(万元),44245,22609,11715,41095,35787,19606,9202,27348,19521,30232,13042,17381,9483, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),35275,27327,20198,36559,29120,21615,14535,23700,16931,11684,7463,3881,1374, 
 支付的各项税费(万元),12871,9005,4920,21511,15890,10018,4902,16635,13135,14847,9978,8074,2143, 
 支付的其他与经营活动有关的现金(万元),17433,11627,6128,18331,11517,9564,4826,13074,9118,6950,5958,5647,2866, 
 经营活动现金流出小计(万元),109824,70569,42962,117495,92315,60802,33465,80757,58705,63713,36442,34983,15866, 
 经营活动产生的现金流量净额(万元),-12511,-5998,-5264,28575,6005,-8536,-6677,12529,4163,30483,20421,15603,4351, 
 收回投资所收到的现金(万元),156500,128500,96500,40000,9200,9200,5200,147600,136100,167743,24125,3701,1663, 
 取得投资收益所收到的现金(万元),961,822,497,99,--,--,--,756,723,944,171,30,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),117,108,86,13,8,8,--,1,1,--,7,0,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),157578,129429,97083,40112,9208,9208,5200,148357,136824,168687,24303,3732,1663, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),29458,12065,5842,22171,11045,5312,2884,37275,34193,4544,3126,3934,1044, 
 投资所支付的现金(万元),113364,80616,71500,88200,400,400,--,121732,109900,192103,31985,7001,2203, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,170,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),142822,92682,77342,110371,11445,5712,2884,159006,144093,196817,35112,10935,3248, 
 投资活动产生的现金流量净额(万元),14756,36748,19741,-70259,-2237,3495,2316,-10649,-7269,-28130,-10808,-7203,-1584, 
 吸收投资收到的现金(万元),15479,7175,--,57336,57336,589,589,881,881,--,--,1362,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),0,490,--,589,589,589,--,881,881,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),15479,7175,0,57336,57336,589,589,881,881,0,0,1362,0, 
 偿还债务支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
