 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),7042,19291,11562,6122,2089,11522,7189,4557,1619,14378,8629,6529,1331,14544,8866,6172,13089,10458,9229, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),252,580,521,336,13,494,241,241,--,521,525,311,--,616,528,280,1096,593,45, 
 收到的其他与经营活动有关的现金(万元),81,450,717,231,126,921,548,354,41,1040,1317,925,871,1222,1248,533,1315,844,769, 
 经营活动现金流入小计(万元),7375,20321,12801,6688,2229,12937,7978,5152,1660,15939,10471,7765,2201,16382,10642,6985,15501,11895,10043, 
 购买商品、接受劳务支付的现金(万元),3281,8185,6126,3651,1606,3058,2418,2164,1099,4532,3038,2503,641,3593,2615,1499,2657,3396,2490, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),1563,4975,3339,2111,1197,3509,2786,1798,931,3624,2514,1856,1256,3351,2312,1984,3164,2233,1332, 
 支付的各项税费(万元),734,3101,2602,1695,862,1618,1327,488,347,1860,1549,1373,475,2158,1378,968,2859,3181,2728, 
 支付的其他与经营活动有关的现金(万元),1246,3722,3424,1627,977,2797,2416,2040,1079,3049,2963,1521,496,2490,3118,1480,2584,2366,1603, 
 经营活动现金流出小计(万元),6825,19983,15491,9084,4641,10983,8947,6490,3457,13065,10064,7252,2868,11592,9423,5932,11264,11177,8153, 
 经营活动产生的现金流量净额(万元),549,338,-2690,-2396,-2413,1954,-970,-1338,-1797,2874,407,513,-667,4789,1219,1053,4237,718,1891, 
 收回投资所收到的现金(万元),--,9650,--,--,--,22000,--,--,--,--,--,--,--,--,--,--,450,200,3500, 
 取得投资收益所收到的现金(万元),6,114,108,--,--,172,143,--,--,--,--,--,--,--,--,--,2,--,22, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--,0,0,0,0,--,--,--,--,3,3,3,1,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,4002,64,--,--,--,111,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),6,9764,4109,64,0,22172,143,112,0,0,0,0,0,3,3,3,453,200,3522, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),188,943,804,205,157,1076,660,574,380,545,429,96,11,509,337,213,187,399,320, 
 投资所支付的现金(万元),900,6250,--,--,--,26500,--,--,--,--,--,--,--,--,--,--,450,200,3500, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,3922,3934,14,--,2631,500,500,--,--,--,--,--,--,--,--,--,--,537, 
 支付的其他与投资活动有关的现金(万元),--,--,943,--,--,--,4000,4000,14000,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),1088,11115,5681,219,157,30206,5160,5074,14380,545,429,96,11,509,337,213,637,599,4357, 
 投资活动产生的现金流量净额(万元),-1082,-1351,-1572,-155,-157,-8034,-5017,-4962,-14379,-545,-429,-96,-11,-506,-334,-211,-185,-399,-834, 
 吸收投资收到的现金(万元),100,797,801,--,--,1868,1868,1868,1868,14744,14744,14744,--,--,--,--,--,--,6699, 
 其中：子公司吸收少数股东投资收到的现金(万元),100,797,801,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),229,--,--,--,--,--,--,--,--,--,--,--,--,2500,--,--,2500,4000,3000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),32,117,90,49,29,733,74,45,14,85,--,--,--,358,358,358,--,162,--, 
 筹资活动现金流入小计(万元),360,914,890,49,29,2601,1942,1913,1882,14829,14744,14744,0,2858,358,358,2500,4162,9699, 
 偿还债务支付的现金(万元),--,--,--,--,2,--,--,--,--,2500,2500,2500,2500,2500,--,--,2500,4509,2105, 
 分配股利、利润或偿付利息所支付的现金(万元),--,1333,1279,800,--,1345,1372,1293,--,18,18,18,18,856,772,772,167,1640,2335, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,479,--,--,76,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),47,828,--,--,--,130,--,--,--,516,5,5,30,60,28,28,97,27,--, 
 筹资活动现金流出小计(万元),47,2161,1279,800,2,1475,1372,1293,0,3034,2523,2523,2548,3416,800,800,2764,6176,4440, 
 筹资活动产生的现金流量净额(万元),314,-1248,-389,-751,27,1126,570,620,1882,11795,12221,12221,-2548,-558,-442,-442,-264,-2013,5259, 
 汇率变动对现金及现金等价物的影响(万元),1,17,40,-102,9,-12,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-217,-2243,-4610,-3403,-2533,-4966,-5417,-5680,-14294,14124,12199,12639,-3225,3725,443,401,3789,-1694,6315, 
