 报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),131149,455356,339401,214444,117418,354169,257925,178069,92465,304756,218796,152252,86717,285692,200828,138157,82691,269958,190794,125469,--,299549,222200,146783,--,289285,222512, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),73,489,284,156,80,536,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),1569,8643,8047,5557,1319,5456,6973,4170,1004,8373,7632,3501,909,6858,7282,3050,750,3845,7352,3387,--,4680,3434,1387,--,13196,9019, 
 经营活动现金流入小计(万元),132791,464487,347731,220158,118817,360162,264898,182239,93469,313129,226428,155753,87625,292550,208110,141207,83440,273803,198146,128856,--,304230,225634,148170,--,302481,231531, 
 购买商品、接受劳务支付的现金(万元),33039,127873,74261,49259,25702,95142,57148,41368,20449,80112,53315,38766,17423,82402,50290,37943,17694,81179,52484,37535,--,93509,62828,37855,--,74592,50907, 
 客户贷款及垫款净增加额(万元),-216,127,578,760,-270,722,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),9848,26883,19585,14006,8630,23427,17395,12296,7148,22371,17069,12021,6861,20894,17010,11806,6640,20890,16166,12379,--,19023,14900,10806,--,16802,13203, 
 支付的各项税费(万元),75884,140540,122271,82963,51593,103115,80438,55031,32352,83835,63322,42671,26072,81719,64580,44639,25146,77589,61770,45709,--,86033,68929,54837,--,92281,73342, 
 支付的其他与经营活动有关的现金(万元),19667,56963,51978,33654,18260,37628,40710,26140,14108,34354,34267,20327,11135,37314,31446,19199,11590,46819,36581,20149,--,56141,45502,31937,--,45107,50989, 
 经营活动现金流出小计(万元),138222,352386,268673,180644,103915,260034,195692,134835,74056,220672,167973,113786,61490,222328,163326,113586,61070,226477,166999,115772,--,254705,192159,135434,--,228782,188441, 
 经营活动产生的现金流量净额(万元),-5431,112101,79058,39514,14902,100128,69206,47403,19413,92457,58455,41967,26135,70222,44784,27621,22371,47326,31147,13085,517,49524,33474,12736,4103,73699,43091, 
 收回投资所收到的现金(万元),11256,389689,182843,140864,64322,242338,183643,137205,84105,215310,152500,112500,30000,131208,--,--,--,626,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),2062,17872,12096,9673,3720,9097,5943,3738,1129,7158,5463,3992,999,6537,40,40,--,86,--,--,--,40,--,--,--,80,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),2,--,4,4,--,10,0,0,0,6,--,0,--,0,0,0,0,12,10,3,--,50,48,43,--,--,804, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,10265,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),13320,407561,194943,150541,68042,251445,189586,140943,85234,222474,157963,116492,30999,148011,40,40,0,724,10,3,--,90,48,43,--,80,804, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),3118,20486,17279,15426,11012,24676,19450,11791,8080,12721,6901,3419,1517,11202,8544,5555,1846,6820,6288,3135,--,13701,6446,4524,--,14324,21419, 
 投资所支付的现金(万元),85862,409928,246295,152575,79495,274200,179063,155563,95563,310516,174906,97321,30420,203722,76514,43504,10600,80626,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,5553,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,0,--,10,--,--,--,9,50,--,--,38,--,--,--,9873,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),88980,430414,263574,168001,90507,304439,198513,167354,103643,323246,181858,100790,31937,214962,85058,49059,12446,97318,6288,3135,--,13701,6446,4524,--,14324,21419, 
 投资活动产生的现金流量净额(万元),-75660,-22853,-68630,-17459,-22465,-52994,-8927,-26411,-18410,-100772,-23894,15702,-937,-66952,-85018,-49019,-12445,-96594,-6278,-3132,--,-13611,-6398,-4481,-3065,-14244,-20615, 
 吸收投资收到的现金(万元),--,--,--,0,--,--,--,--,0,--,--,0,--,220,--,--,--,83435,83385,83035,--,675,675,225,--,450,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,220,--,--,--,845,795,--,--,675,675,225,--,450,--, 
 取得借款收到的现金(万元),--,2000,2000,0,--,15092,15092,15088,--,1,--,0,--,30003,1,--,--,--,--,--,--,--,--,--,--,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,70,70,70,40,1496,875,766,396,15721,15423,411,10,1959,70049,70049,1,1716,--,1500,--,1500,--,1500,--,--,--, 
 筹资活动现金流入小计(万元),0,2070,2070,70,40,16588,15966,15853,396,15722,15423,411,10,32182,70050,70049,1,85151,83385,84535,--,2175,675,1725,--,450,0, 
 偿还债务支付的现金(万元),--,--,--,0,--,15092,15092,5088,--,30002,30000,30000,--,2,1,--,--,--,--,--,--,--,--,--,--,--,4000, 
 分配股利、利润或偿付利息所支付的现金(万元),--,31521,31801,31801,7,24440,23730,23730,--,20574,20574,20574,--,19570,19570,19570,--,20700,20700,20700,--,20700,20700,20700,--,14850,25660, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,465,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,12,12,12,--,120,15026,15026,15000,371,1797,1571,--,475,21026,21026,--,769,699,176,--,1500,--,--,--,1500,--, 
 筹资活动现金流出小计(万元),0,31533,31814,31814,7,39653,53847,43844,15000,50947,52371,52145,0,20047,40597,40596,0,21469,21399,20876,--,22200,20700,20700,--,16350,29660, 
 筹资活动产生的现金流量净额(万元),0,-29463,-29743,-31743,33,-23065,-37881,-27990,-14604,-35225,-36948,-51734,10,12135,29453,29453,1,63681,61985,63658,--,-20025,-20025,-18975,1500,-15900,-29660, 
 汇率变动对现金及现金等价物的影响(万元),--,0,--,0,--,1,0,0,0,-0,0,-0,0,542,400,-9,37,-127,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-81092,59786,-19315,-9689,-7530,24070,22398,-6998,-13601,-43541,-2388,5936,25208,15947,-10382,8046,9964,14286,86854,73611,--,15889,7051,-10720,2538,43555,-7185, 
 加:期初现金及现金等价物余额(万元),188710,128925,128925,128925,128925,104855,99481,99481,99481,143022,143422,143022,143022,127075,127075,127075,127075,112790,114290,112790,--,96901,98401,96901,--,53346,60531, 
 期末现金及现金等价物余额(万元),107619,188710,109609,119236,121394,128925,121879,92483,85881,99481,141034,148958,168230,143022,116694,135121,137039,127075,201143,186401,--,112790,105452,86181,--,96901,53346, 
 净利润(万元),--,115074,--,85635,--,89537,--,64920,--,75346,--,53061,--,68251,--,46688,--,64207,--,45755,--,68011,--,48809,--,67638,53315, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,2545,--,24,--,527,--,-9,--,89,--,10,--,77,--,124,--,74,--,100,--,-13,--,35,--,-9,66, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,7466,--,3226,--,7000,--,3265,--,6378,--,3115,--,5736,--,2747,--,4987,--,2435,--,4637,--,2339,--,3710,2455, 
 无形资产摊销(万元),--,923,--,494,--,2150,--,1380,--,2606,--,1275,--,2386,--,1137,--,2265,--,1129,--,2169,--,1072,--,2139,2073, 
 长期待摊费用摊销(万元),--,395,--,349,--,788,--,611,--,192,--,0,--,5,--,0,--,1,--,16,--,82,--,43,--,87,57, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,--,--,--,-78,--,-26,--,45,--,7,--,75,--,2,--,9,--,1,--,69,--,20,--,--,-127, 
 固定资产报废损失(万元),--,93,--,91,--,57,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,878,--,-397,--,-204,--,--,--,--,--,--,--,20,--,-127,--,-20,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,24,--,-2301,--,156,--,-809,--,226,--,-455,--,-108,--,-1444,--,-89,--,--,--,--,--,--,--,--,84, 
 投资损失(万元),--,-17398,--,-9684,--,-10097,--,-4367,--,-7068,--,-631,--,-6393,--,-1346,--,-73,--,--,--,-40,--,--,--,-80,--, 
 递延所得税资产减少(万元),--,-2140,--,-1088,--,-1324,--,653,--,-2758,--,322,--,-2651,--,79,--,-540,--,338,--,-437,--,2691,--,-2672,-495, 
 递延所得税负债增加(万元),--,220,--,-18,--,51,--,-43,--,1079,--,--,--,--,--,37,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-26361,--,8636,--,-18958,--,3013,--,-13183,--,-885,--,-12700,--,-110,--,-11027,--,1813,--,-18586,--,1904,--,-18120,-13008, 
 经营性应收项目的减少(万元),--,-749,--,-3659,--,-828,--,2007,--,-916,--,3678,--,3247,--,2490,--,582,--,-5151,--,-326,--,1211,--,-1998,-16174, 
 经营性应付项目的增加(万元),--,31132,--,-41793,--,31352,--,-23194,--,30422,--,-17530,--,12276,--,-22656,--,-13050,--,-33353,--,-6041,--,-45389,--,22905,14844, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,--,--,--,--,--,--,--,--,99,--, 
 经营活动产生现金流量净额(万元),--,112101,--,39514,--,100128,--,47403,--,92457,--,41967,--,70222,--,27621,--,47326,--,13085,--,49524,--,12736,--,73699,43091, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),107619,188710,109609,119236,121394,128925,121879,92483,85881,99481,141034,148958,168230,143022,116694,135121,137039,127075,201143,186401,--,112790,105452,86181,--,96901,53346, 
 现金的期初余额(万元),188710,128925,128925,128925,128925,104855,99481,99481,99481,143022,143422,143022,143022,127075,127075,127075,127075,112790,114290,112790,--,96901,98401,96901,--,53346,60531, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,0,--,0,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),-81092,59786,-19315,-9689,-7530,24070,22398,-6998,-13601,-43541,-2388,5936,25208,15947,-10382,8046,9964,14286,86854,73611,--,15889,7051,-10720,--,43555,-7185, 

