 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),34528,22635,9289,38131,34384,22236,9723,41329,30795,19327,8516,40683,36719,32408,29142, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),2202,1688,786,1959,1510,919,453,1582,1185,797,357,1716,1940,1085,1818, 
 收到的其他与经营活动有关的现金(万元),432,298,263,719,500,385,236,331,238,205,52,596,334,240,857, 
 经营活动现金流入小计(万元),37162,24621,10338,40809,36394,23539,10412,43242,32219,20329,8925,42995,38992,33733,31817, 
 购买商品、接受劳务支付的现金(万元),20613,11904,7072,20398,22472,13276,6347,24167,19276,12213,5291,28122,25620,21825,23317, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5276,3527,1752,5944,4337,2946,1397,4935,3764,2505,1285,4340,3707,2738,2354, 
 支付的各项税费(万元),2254,1404,747,2374,1852,1186,502,2111,1575,906,476,1701,1399,1423,1149, 
 支付的其他与经营活动有关的现金(万元),2721,1937,994,2783,2276,1455,669,2270,1825,1243,637,2355,2117,1820,1537, 
 经营活动现金流出小计(万元),30864,18772,10566,31499,30937,18862,8915,33485,26440,16867,7689,36518,32843,27806,28357, 
 经营活动产生的现金流量净额(万元),6298,5849,-228,9310,5456,4677,1497,9758,5779,3462,1237,6477,6149,5927,3459, 
 收回投资所收到的现金(万元),120000,75000,48000,89000,43000,27000,7000,43500,22500,6500,5000,22500,46000,40700,33700, 
 取得投资收益所收到的现金(万元),1344,846,479,842,410,233,71,430,348,201,70,333,327,167,398, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),10,9,9,12,18,--,--,4,4,4,--,1,10,--,2, 
