 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),65389,40877,20114,67317,45734,29254,14062,57155,47103,38647,29571, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1983,1092,550,2448,1744,969,496,3179,2041,2005,1852, 
 收到的其他与经营活动有关的现金(万元),1834,1400,343,749,1201,1008,561,879,658,1125,714, 
 经营活动现金流入小计(万元),69206,43370,21007,70514,48679,31231,15119,61212,49802,41777,32138, 
 购买商品、接受劳务支付的现金(万元),40707,23561,13077,42978,29118,19104,9857,34391,30580,26402,21742, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),8380,6175,2683,9714,5635,4750,2595,7884,6446,4480,3426, 
 支付的各项税费(万元),3612,2539,778,4242,2942,1662,705,3389,1784,1797,662, 
 支付的其他与经营活动有关的现金(万元),5376,2832,3351,5344,5792,2170,1187,4405,4846,3893,2918, 
 经营活动现金流出小计(万元),58075,35107,19889,62278,43487,27687,14344,50069,43655,36572,28749, 
 经营活动产生的现金流量净额(万元),11131,8263,1119,8236,5192,3545,775,11143,6147,5205,3389, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),88,--,--,28,43,39,--,346,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,--,--,14,4,2,--,2,8,18,128, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),8000,--,--,--,--,--,--,655,70,--,1230, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),8088,0,0,42,47,41,0,1003,78,18,1358, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),11702,8222,3625,17792,12279,8446,3149,11915,10520,6787,5920, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),15000,11000,--,117,117,88,40,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),26702,19222,3625,17908,12395,8535,3189,11915,10520,6787,5920, 
 投资活动产生的现金流量净额(万元),-18614,-19222,-3625,-17866,-12348,-8494,-3189,-10912,-10443,-6769,-4561, 
 吸收投资收到的现金(万元),63930,63925,63600,--,--,--,--,--,4608,9425,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),19522,19072,8937,42220,20591,25521,13530,62663,51564,35876,50700, 
