 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2005-12-31,2004-12-31, 
 销售商品、提供劳务收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,0,0,0,--,0,--,0,--,0,0, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,0,0,0,--,0,--,0,--,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,0,0,0,--,0,--,0,--,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,0,0,0,--,0,--,0,--,0,0, 
 收到原保险合同保费取得的现金(万元),31917500,24530000,16950700,9865500,28257700,21301500,14381900,8012000,24171600,17357200,11479600,6038400,21196700,15306400,10257900,5486800,19395200,14732400,10357600,5753200,17715500,13539200,9453600,4774000,16168900,12315600,8630500,4633400,15554500,11897900,8420900,4581700,13839400,10464200,7244300,3875500,9782800,7576200,5125100,2658000,9456500,7414700,5136500,2783400,7470400,5283800,3555800,1813800,5567500,5108900,4707800, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,4400,--,--,--,10500,--,--,--,--,--,--,43500,--,--,--,--,--,--,--,--,--,--,0,0,0,0,83300,--,31900,0,0,0,0,--,0,--,0,--,0,0, 
 保户储金及投资款净增加额(万元),346700,348400,216100,151900,536800,606700,501000,374400,706600,675000,519800,440100,219900,237500,156500,111400,--,--,--,1700,--,--,--,--,--,--,--,--,--,--,--,--,--,0,26900,49800,43600,0,--,0,0,0,0,0,--,0,--,0,528900,296100,17100, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,0,0,0,--,0,--,0,--,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,0,0,0,--,0,--,0,--,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,0,0,0,--,0,--,0,--,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,0,0,0,--,0,--,0,--,0,0, 
 收到的税费返还(万元),5300,3600,2700,1400,8600,5000,29900,15000,46100,40600,33200,9200,91900,51500,30600,10800,53600,38400,21100,10400,183100,132700,77400,4100,2200,1900,1300,500,11400,--,--,--,19300,17600,17300,0,86100,0,83300,0,45100,0,0,0,--,0,--,0,--,0,0, 
 收到的其他与经营活动有关的现金(万元),367400,287500,164300,64800,120200,86300,74500,23800,203700,147800,104400,42300,173000,111900,72600,31600,129800,83000,53700,32200,112100,66500,38300,16800,99100,61800,36900,21400,82000,40500,20200,12600,89500,63300,44900,29400,36900,26800,20100,52900,107600,45800,26200,198200,96700,49200,29800,32300,61500,49800,51000, 
 经营活动现金流入小计(万元),32636900,25169500,17333800,10083600,28923300,21999500,14987300,8425200,25128000,18220600,12137000,6534400,21681500,15707300,10517600,5651100,19578600,14853800,10432400,5797500,18010700,13738400,9612800,4794900,16270200,12379300,8668700,4655300,15647900,11938400,8441100,4594300,13948200,10545100,7333400,3954700,9949400,7686300,5228500,2742800,9609200,7460500,5162700,2981600,7567100,5333000,3585600,1846100,6157900,5454800,4775900, 
 购买商品、接受劳务支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,0,0,0,--,0,--,0,--,0,0, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,0,0,0,--,0,--,0,--,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,0,0,0,0,0,--,0,--,0,--,0,0, 
 支付原保险合同赔付款项的现金(万元),10274400,7471000,4687600,2400100,8954900,6759000,4600900,2512400,8728200,6458300,4336100,2304100,8015100,5917800,3899500,1994600,6414200,4637500,3044800,1495800,5451900,3877800,2573300,1282300,4474300,3241700,2050200,990700,3977600,2856500,1888500,956100,3400200,2421200,1593800,793400,3004400,2356200,1624700,864700,3235700,2480600,1669400,790600,1967600,1227100,737000,370000,1533700,1229400,1178900, 
 支付利息、手续费及佣金的现金(万元),5476500,4280000,2896800,1468900,4791700,3702000,2707500,1434700,3490600,2619100,1734100,881600,2440500,1820800,1188500,611500,1939400,1462300,1002100,487400,1638500,1211300,829400,397600,1461500,1085100,744300,377500,1317900,978700,657000,318400,1103400,790300,524500,259500,849200,639000,440600,205700,723800,542200,358800,182900,544300,380000,237400,109300,357600,327200,348100, 
 支付保单红利的现金(万元),652800,530800,341900,182900,441200,369600,264400,165400,372200,294300,209700,126700,313400,248500,178200,98800,210800,166900,119900,91900,145000,110500,71100,35300,95800,74600,50300,26300,141300,109000,74300,39100,122500,89300,61300,31600,106500,82000,57500,30800,129900,101400,63900,34700,42800,19400,5200,600,1600,1200,800, 
 支付给职工以及为职工支付的现金(万元),2163200,1635800,1142900,635400,1881600,1428200,1007500,562800,1637200,1246400,875700,484800,1506600,1153200,802200,442800,1362600,1027800,708100,366500,1170500,892300,623400,342500,1076200,817800,561400,306700,941500,700400,478200,257200,728800,534800,360700,190500,529000,387500,255700,138700,428700,316900,213700,113900,303300,219200,144100,72900,213100,155300,129600, 
 支付的各项税费(万元),1424200,1162900,903500,193400,1028500,812800,632900,205300,1216700,987500,699500,224400,1235600,893900,643800,282600,899500,740400,518200,188800,783000,590400,398900,179300,689300,549000,370500,163600,756000,615000,450800,175100,445500,361400,240100,115200,290700,187500,114600,25200,275000,173900,137600,54200,334300,239100,137100,56000,122300,122100,112800, 
 支付的其他与经营活动有关的现金(万元),3282800,2391000,1760900,791900,2954600,2257300,1578800,880000,3153200,2265000,1629000,912800,3928400,3121600,2404000,1585000,4414200,3465900,2428600,1195300,3330500,2461100,1627800,869600,2406800,1752300,1145900,547100,2034300,1401700,862700,402900,1349400,981900,621900,317300,1133700,1137300,729200,408200,1555500,1133600,737400,713600,1581300,1225300,773800,399600,1019300,1208800,877600, 
 经营活动现金流出小计(万元),23692000,17815200,11957200,5752300,20318200,15476800,10870600,5782600,18814300,14025600,9596100,4934400,17592100,13276800,9171900,5015300,15573600,11788200,8037600,4023700,13499300,9955700,6748300,3507900,11057800,8059000,5279100,2581100,10095200,7407800,4927400,2480300,7786400,5526100,3573000,1762700,6102000,4931200,3300500,1719800,7103600,5176700,3459800,2075800,5400100,3919500,2320400,1072700,3403800,3184500,2805200, 
 经营活动产生的现金流量净额(万元),8944900,7354300,5376600,4331300,8605100,6522700,4116700,2642600,6313700,4195000,2540900,1600000,4089400,2430500,1345700,635800,4005000,3065600,2394800,1773800,4511400,3782700,2864500,1287000,5212400,4320300,3389600,2074200,5552700,4530600,3513700,2114000,6161800,5019000,3760400,2192000,3847400,2755100,1928000,1023000,2505600,2283800,1702900,905800,2167000,1413500,1265200,773400,2754100,2270300,1970700, 
 收回投资所收到的现金(万元),23577400,18400800,12627900,6311300,33101900,26045700,18558100,9120000,31631200,20697600,14308400,8543400,23265200,18869700,9919200,5536800,21464200,13943900,8846100,3217500,14490200,9996500,7194600,2460500,7688500,4735200,3524000,2095300,7756500,5879100,4314600,2741200,12278800,7677600,5273600,2514900,16044400,13060500,6484400,3154600,13049900,10595100,6823600,2814600,6072600,3312400,1932200,458100,4801800,3311800,1049000, 
 取得投资收益所收到的现金(万元),5283600,3845500,2669400,1248000,5523000,4090300,3184300,1820900,4553400,2882500,2165200,1167800,3899500,2789900,2062200,1099300,3352500,2308000,1602400,798900,3209300,1935100,1302700,660100,2370200,1581700,1041600,496500,1916100,1350100,923900,453700,1415000,989500,687800,291800,1082100,761700,419900,231600,1558300,1357800,989200,812500,1108400,877100,1219200,209800,587900,394900,317500, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),5900,3400,2600,1100,33400,32800,32600,32000,5700,3300,400,300,4600,4100,600,100,5600,5600,5300,600,7000,3600,400,200,5600,4100,3900,1200,73300,70100,62500,62100,104800,3300,2400,1300,3300,2100,1500,300,25200,13100,10800,100,4900,2100,2000,400,9200,1600,4200, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,200,200,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,94900,95000,57100,--,--,0,0,0,9700,0,--,0,0,0,0,0,600,0,--,0,2200,2500,0, 
