 报告日期,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-03-31,2009-12-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),18890,14014,8655,3912,20512,14697,10171,4111,22423,14350,8479,4137,19559,14981,8629,4023,19266,12710,7790,3768,16635,11281,7245,3225,16506,11869,8511,3895,15306,10902,8104,3330,12280,9015,2027,8573,7053,5694, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--, 
 收到的税费返还(万元),1004,845,444,193,831,678,183,103,217,166,83,51,450,272,181,71,306,215,160,160,286,283,253,149,741,462,249,180,152,15,117,64,110,3,0,90,87,0, 
 收到的其他与经营活动有关的现金(万元),512,549,395,280,384,832,698,16,588,2284,976,17,456,342,317,23,974,288,208,269,654,253,151,144,460,308,322,125,620,172,119,21,304,122,0,65,148,41, 
 经营活动现金流入小计(万元),20406,15408,9495,4384,21727,16207,11052,4230,23228,16800,9538,4206,20465,15595,9127,4116,20546,13213,8158,4197,17575,11816,7649,3517,17708,12639,9082,4201,16078,11088,8339,3416,12694,9141,2027,8728,7288,5735, 
 购买商品、接受劳务支付的现金(万元),10617,8915,6015,2979,13802,10459,8367,3003,13636,8267,5375,3412,13344,10748,6727,3459,11172,6597,4554,4140,12384,8306,5961,2823,12606,9626,6324,2557,10521,7261,6200,2333,7409,5187,1289,5028,4954,4059, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,0,0,--, 
 支付给职工以及为职工支付的现金(万元),3327,2455,1769,1050,3522,3468,2748,972,4142,2765,2348,1263,4376,3177,1806,1336,4379,2890,1947,1452,3062,2398,1650,1049,2961,1930,1522,853,2485,1719,1185,615,1445,1018,322,811,523,309, 
 支付的各项税费(万元),641,729,478,254,569,543,349,262,485,426,332,166,614,492,258,149,694,441,133,117,409,406,288,46,531,301,210,110,396,288,278,168,449,309,57,441,605,142, 
