 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30, 
 销售商品、提供劳务收到的现金(万元),233832,176387,237989,190719,128353,235892,132228,60137,210242,176710,106421,50709,166679,132729,90214,44528,140783,98246,64974, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),5859,4277,7015,5758,4052,6925,33510,13755,4070,44886,34039,17817,6496,26136,23517,14172,11631,8889,5673, 
 经营活动现金流入小计(万元),239691,180664,245004,196477,132405,242817,165738,73892,214312,221596,140460,68526,173175,158865,113731,58699,152414,107135,70647, 
 购买商品、接受劳务支付的现金(万元),153728,103931,142748,124122,71843,194666,85330,46618,173142,153459,97249,45747,117200,109199,71054,40899,116090,74893,48279, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),30377,21190,34316,24201,17345,28439,17757,8547,21799,16469,11271,6857,17430,14292,10344,7351,10931,8344,5645, 
 支付的各项税费(万元),10450,7116,12858,9322,7006,9145,6517,2362,6134,4420,3181,1454,5607,4838,3441,1538,5470,4218,3378, 
 支付的其他与经营活动有关的现金(万元),10879,7978,20251,11304,9201,13629,37443,18885,9699,43968,28878,8474,9827,25475,15476,11231,12618,9620,5341, 
 经营活动现金流出小计(万元),205434,140215,210172,168948,105396,245878,147047,76412,210775,218316,140579,62531,150064,153804,100314,61018,145109,97075,62642, 
 经营活动产生的现金流量净额(万元),34258,40449,34832,27529,27009,-3061,18690,-2520,3537,3280,-119,5994,23111,5061,13417,-2319,7305,10060,8006, 
 收回投资所收到的现金(万元),--,--,31700,25850,25850,450,37810,15750,26561,71009,52003,45100,--,58019,6019,-0,131,--,--, 
 取得投资收益所收到的现金(万元),2860,2860,1134,533,380,1435,1808,768,2209,3027,2191,338,1182,2152,1937,1172,656,622,577, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,0,392,24,17,4232,72,2,150,48,47,47,0,--,--,--,3,3,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,410,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,4,4,--,1116,996,15,--,243,240,--,17,17,17, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),2860,2860,33226,26407,26247,6117,40105,16525,28921,75200,55236,45500,1182,60414,8196,1172,806,642,594, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),24097,18219,80743,40597,38943,59594,31440,16659,69511,52555,27753,12198,55286,35350,19074,10464,21732,14177,8231, 
 投资所支付的现金(万元),515,200,600,600,--,26050,40680,44510,300,76263,34863,28863,37800,103991,33679,2879,15638,11853,6920, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,14160,--,--,849,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,356,1,--,1002,1001,10,--,-978,19,1,13,11,8, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),24612,18419,81343,41197,38943,99804,72477,61170,70660,129820,63618,41071,93086,138363,52773,13344,37383,26041,15160, 
 投资活动产生的现金流量净额(万元),-21752,-15558,-48117,-14790,-12696,-93687,-32372,-44646,-41740,-54620,-8382,4430,-91904,-77949,-44576,-12172,-36577,-25400,-14566, 
 吸收投资收到的现金(万元),5398,2900,--,--,--,71250,1500,--,5780,12493,12493,7026,--,9183,1490,98,1480,1480,500, 
 其中：子公司吸收少数股东投资收到的现金(万元),5398,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),155407,127257,219067,163396,79964,162900,97500,44400,159600,130500,122000,28600,146465,92951,86051,28700,47600,39000,23000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,87,--,--,16491,1,15350,--,88703,34403,176,1400,2573,1400, 
 筹资活动现金流入小计(万元),160805,130157,219067,163396,79964,234150,99087,44400,165380,159484,134494,50976,146465,190837,121944,28974,50480,43053,24900, 
 偿还债务支付的现金(万元),162689,120428,196072,167479,72631,135957,84892,28983,94396,78035,75378,20050,48652,46484,45834,13359,10643,10643,10572, 
 分配股利、利润或偿付利息所支付的现金(万元),11400,7991,18235,12781,8028,29845,9364,3301,16095,10401,7173,4179,10248,6231,2942,1320,5638,4626,3082, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,117,117,--,930,376,15345,--,29977,23559,684,143,143,116, 
 筹资活动现金流出小计(万元),174089,128418,214307,180260,80659,165802,94374,32401,110492,89366,82926,39574,58900,82692,72335,15363,16424,15412,13770, 
 筹资活动产生的现金流量净额(万元),-13284,1739,4760,-16864,-695,68348,4713,11999,54888,70118,51567,11402,87564,108145,49609,13611,34056,27641,11130, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-778,26630,-8524,-4125,13618,-28400,-8969,-35167,16685,18778,43067,21826,18771,35257,18450,-880,4784,12301,4569, 
 加:期初现金及现金等价物余额(万元),24515,24515,33039,33039,33039,61439,68267,67591,44753,44163,44163,44163,25982,26566,--,4805,--,--,--, 
 期末现金及现金等价物余额(万元),23737,51145,24515,28914,46657,33039,59298,32424,61439,62941,87230,65989,44753,61824,--,7179,--,--,--, 
 净利润(万元),--,8667,10270,--,--,2402,--,--,3292,--,--,--,--,--,--,-502,--,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,-350,2014,--,--,1102,--,--,837,--,--,--,--,--,--,--,--,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,9190,17309,--,--,13058,--,--,7936,--,--,--,--,--,--,298,--,--,--, 
 无形资产摊销(万元),--,472,673,--,--,633,--,--,366,--,--,--,--,--,--,8,--,--,--, 
 长期待摊费用摊销(万元),--,313,438,--,--,260,--,--,142,--,--,--,--,--,--,3,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
