 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2014-09-30,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),213385,131193,65266,190913,127566,85299,38025,158099,113927,175826,130552,153775,105529,133516, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),11319,5935,2482,9733,8560,5125,1976,10184,7226,8290,5891,6373,5675,5234, 
 收到的其他与经营活动有关的现金(万元),3553,6292,946,1588,792,535,578,4062,4896,5719,2293,1794,1608,1845, 
 经营活动现金流入小计(万元),228257,143421,68694,202233,136918,90960,40580,172345,126049,189835,138735,161942,112812,140595, 
 购买商品、接受劳务支付的现金(万元),121987,70658,35416,118454,72657,45534,26865,95477,72743,117442,88024,94682,68434,102460, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),33058,21333,11926,34511,24956,17906,8355,28941,21157,28247,21820,22988,16911,21227, 
 支付的各项税费(万元),8735,6603,2693,7349,6201,4234,1948,7604,6150,5845,4527,4709,2591,2672, 
 支付的其他与经营活动有关的现金(万元),20440,10909,6483,13921,9882,7326,5075,13155,9654,14866,9797,12898,9908,10512, 
 经营活动现金流出小计(万元),184220,109504,56518,174236,113696,75000,42243,145176,109704,166400,124168,135277,97844,136871, 
 经营活动产生的现金流量净额(万元),44037,33917,12177,27997,23222,15960,-1663,27169,16345,23435,14567,26664,14968,3724, 
 收回投资所收到的现金(万元),262589,112875,1062,113783,60217,25115,--,34921,23610,64789,56881,95342,--,1211, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,272,--,348,--,148,193, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),123,2788,--,58,421,420,8,138,211,68,45,117,499,801, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,9506,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),675,80,39273,452,431,61,4547,3820,14,210,189,916,133,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),263387,115743,40334,114293,61069,25597,14062,38880,24107,65067,57462,96375,780,2205, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),16498,2515,1825,10131,8069,7953,3216,11980,6802,26503,17025,15620,3212,10681, 
 投资所支付的现金(万元),381939,176656,--,122151,54110,20600,--,39310,24810,64350,57640,94310,237,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),5133,--,--,--,--,--,--,--,--,--,--,--,--,432, 
 支付的其他与投资活动有关的现金(万元),--,--,79273,--,--,--,12527,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),403570,179171,81097,132282,62179,28553,15744,51290,31612,90853,74665,109930,3449,11113, 
 投资活动产生的现金流量净额(万元),-140183,-63428,-40763,-17989,-1110,-2957,-1682,-12410,-7505,-25786,-17203,-13555,-2669,-8907, 
 吸收投资收到的现金(万元),86573,86573,--,--,--,--,--,--,--,45,45,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,45,45,--,--,--, 
 取得借款收到的现金(万元),31994,26938,6132,17446,6326,6326,11017,35133,34129,46334,37992,20651,36511,102485, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,87977,912,912,912,--,--,--,1288,1288,--,--,--, 
 筹资活动现金流入小计(万元),118567,113510,94109,18357,7237,7237,11017,35133,34129,47667,39325,20651,36511,102485, 
 偿还债务支付的现金(万元),23611,13831,6749,10272,10248,10199,10828,41606,40980,44171,38554,30392,48874,90134, 
 分配股利、利润或偿付利息所支付的现金(万元),6897,65,--,13622,13615,4579,--,3081,1613,2650,926,3153,1608,1797, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,14,--,--,--,78,27,--,885,--,464,824,--, 
 筹资活动现金流出小计(万元),30508,13896,6763,23894,23862,14778,10906,44714,42592,47706,39480,34009,51306,91931, 
 筹资活动产生的现金流量净额(万元),88059,99615,87346,-5536,-16625,-7540,111,-9581,-8463,-39,-155,-13358,-14796,10553, 
 汇率变动对现金及现金等价物的影响(万元),-41,49,-18,25,41,32,-29,-26,-39,-72,-18,-24,-118,-112, 
 现金及现金等价物净增加额(万元),-8128,70152,58741,4497,5528,5494,-3263,5151,338,-2462,-2809,-273,-2615,5258, 
 加:期初现金及现金等价物余额(万元),13058,13058,13058,8561,8562,8562,8561,3410,3410,5873,5873,6146,8760,3503, 
 期末现金及现金等价物余额(万元),4930,83211,71800,13058,14089,14056,5298,8561,3748,3410,3063,5873,6146,8760, 
 净利润(万元),--,13969,--,22082,16014,9796,--,16936,13034,19563,--,17426,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,2690,--,1766,2350,2430,--,782,1302,360,--,576,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,3008,--,5264,3534,2493,--,4556,3173,3523,--,3156,--,--, 
 无形资产摊销(万元),--,206,--,411,315,206,--,428,297,412,--,307,--,--, 
 长期待摊费用摊销(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,2,--,84,68,3,--,194,187,291,--,-2,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
