 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-12-31,2014-09-30,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),58952,35261,68701,28954,66419,28565,69698,48131,61742,63708, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),159,39,4,4,123,138,1,1,261,55, 
 收到的其他与经营活动有关的现金(万元),3364,2095,5357,5234,3007,2811,4235,4075,4154,2809, 
 经营活动现金流入小计(万元),62475,37395,74063,34192,69549,31513,73933,52207,66158,66571, 
 购买商品、接受劳务支付的现金(万元),42661,24986,59656,26277,52611,23549,52942,37032,48899,48534, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2797,2231,3597,2054,3467,1681,3105,2385,2667,2246, 
 支付的各项税费(万元),3895,2621,6078,2481,4031,1696,5008,3718,4137,4011, 
 支付的其他与经营活动有关的现金(万元),7041,3193,5076,7488,7608,5543,5053,5363,6431,6303, 
 经营活动现金流出小计(万元),56394,33031,74406,38300,67718,32469,66109,48498,62135,61093, 
 经营活动产生的现金流量净额(万元),6081,4363,-343,-4108,1831,-955,7824,3708,4023,5478, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,22,--,--,--,--,--,32,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),12,7,4,0,34,0,4,3,18,290, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),12,7,26,0,34,0,4,3,50,290, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),802,381,1027,815,621,126,2674,2130,2112,3767, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,--,--,240, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),802,381,1027,815,621,126,2674,2130,2112,4007, 
 投资活动产生的现金流量净额(万元),-791,-374,-1001,-815,-587,-126,-2670,-2127,-2062,-3717, 
 吸收投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),1000,1000,1300,500,2000,--,3000,3000,4500,5550, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,1000, 
 筹资活动现金流入小计(万元),1000,1000,1300,500,2000,0,3000,3000,4500,6550, 
 偿还债务支付的现金(万元),800,800,2500,2000,3000,1000,1050,1050,7950,4300, 
 分配股利、利润或偿付利息所支付的现金(万元),31,20,30,12,104,60,115,69,240,293, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,1000,--, 
 筹资活动现金流出小计(万元),831,820,2530,2012,3104,1060,1165,1119,9190,4593, 
 筹资活动产生的现金流量净额(万元),169,180,-1230,-1512,-1104,-1060,1835,1881,-4690,1957, 
 汇率变动对现金及现金等价物的影响(万元),4,-108,108,23,88,-4,-0,0,-32,-11, 
 现金及现金等价物净增加额(万元),5463,4062,-2466,-6412,228,-2145,6989,3462,-2762,3707, 
 加:期初现金及现金等价物余额(万元),6628,6628,9094,9094,8866,8866,1876,1876,4638,931, 
