 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),30338,128904,84362,50286,22336,120303,87002,50055,26317,124666,88012,53924,26076,128125,97383,64025,178726,143571,28215, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1013,7969,7954,4878,1847,9341,7209,4102,1857,10920,8767,4317,2192,13498,10227,5657,16581,3868,2103, 
 收到的其他与经营活动有关的现金(万元),2629,5598,2949,2269,1311,4180,2514,1909,220,4968,3754,2268,926,3836,3314,714,2494,548,808, 
 经营活动现金流入小计(万元),33980,142471,95265,57432,25493,133824,96725,56066,28395,140554,100533,60510,29195,145459,110923,70396,197800,147987,31126, 
 购买商品、接受劳务支付的现金(万元),28806,90714,74753,53719,26147,92290,64547,39710,19626,85388,60961,41951,16517,89014,71963,57472,127652,84745,20236, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),7497,30038,22150,16024,10787,21767,16449,11583,7542,15311,11323,8406,5455,14440,11411,8878,11059,4839,2540, 
 支付的各项税费(万元),942,793,1323,803,521,2916,1047,1198,597,3334,2215,1303,359,2448,1510,1150,8802,9989,264, 
 支付的其他与经营活动有关的现金(万元),2704,11698,11539,6398,1994,9121,8662,5181,2897,9261,6972,4204,1545,7032,6352,3228,7304,4591,2613, 
 经营活动现金流出小计(万元),39949,133243,109765,76945,39449,126094,90706,57672,30663,113295,81471,55863,23876,112934,91236,70728,154817,104164,25652, 
 经营活动产生的现金流量净额(万元),-5969,9228,-14499,-19512,-13956,7730,6019,-1606,-2268,27259,19062,4647,5319,32525,19687,-331,42983,43823,5474, 
 收回投资所收到的现金(万元),12000,37000,26600,9000,7500,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),140,1181,202,182,59,141,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,6,6,1,1,4,0,0,0,--,--,--,--,--,--,--,--,--,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,100,--,--,--,125,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),12140,38287,26807,9183,7560,270,0,0,0,0,0,0,0,0,0,0,0,0,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),205,9570,10026,7348,4827,7976,5047,3277,2202,12925,6230,4056,3457,9069,5326,4115,10814,6466,1284, 
 投资所支付的现金(万元),10000,39590,27700,2050,7300,37000,3000,16800,--,--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,6477,--,--,--,--,--,--,--,--,--,--,--,61, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),10205,49160,37726,9398,12127,44976,14524,20077,2202,12925,6230,4056,3457,9069,5326,4115,10814,6466,1345, 
 投资活动产生的现金流量净额(万元),1935,-10873,-10919,-215,-4567,-44706,-14524,-20077,-2202,-12925,-6230,-4056,-3457,-9069,-5326,-4115,-10814,-6466,-1345, 
 吸收投资收到的现金(万元),--,--,--,--,--,45440,45735,--,--,42938,44740,44740,--,--,--,--,--,--,1750, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,89,--,--,--,42938,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--,6585,6585,3160,--,3292,3292,3292,--,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,670,--,--,--,3801,--,--,--,--,--, 
 筹资活动现金流入小计(万元),0,0,0,0,0,45440,45735,0,0,50193,51325,47900,0,7093,3292,3292,0,0,1750, 
 偿还债务支付的现金(万元),--,--,--,--,--,300,--,--,--,6585,3159,3159,--,3292,3295,--,--,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),--,4999,4999,4753,--,3203,3200,3200,--,2411,2400,2400,1920,8420,8400,6720,9600,3900,--, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),2286,2107,2107,2107,--,--,290,--,--,--,1147,1092,--,3801,--,3801,--,--,--, 
 筹资活动现金流出小计(万元),2286,7106,7106,6860,0,3503,3490,3200,0,8996,6706,6651,1920,15513,11695,10521,9600,3900,0, 
 筹资活动产生的现金流量净额(万元),-2286,-7106,-7106,-6860,0,41937,42245,-3200,0,41197,44619,41248,-1920,-8420,-8403,-7229,-9600,-3900,1750, 
 汇率变动对现金及现金等价物的影响(万元),-2366,-3460,-2607,-1330,-329,2115,1059,776,-184,2080,1190,78,125,36,85,228,-988,-108,-8, 
 现金及现金等价物净增加额(万元),-8685,-12211,-35131,-27917,-18852,7077,34799,-24107,-4654,57611,58641,41917,67,15072,6043,-11448,21581,33349,5871, 
 加:期初现金及现金等价物余额(万元),130989,143200,143200,143200,143200,136123,136123,136123,136123,78513,78513,78513,78513,63441,63721,63441,41859,8510,2639, 
 期末现金及现金等价物余额(万元),122304,130989,108069,115283,124348,143200,170922,112017,131470,136123,137154,120430,78580,78513,69764,51993,63441,41859,8510, 
 净利润(万元),--,-174,--,-158,--,14431,--,6610,--,12798,--,6265,--,11034,--,6280,41893,57117,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,2549,--,64,--,721,--,49,--,5763,--,2226,--,56,--,1577,1417,104,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,2266,--,1080,--,1843,--,849,--,1411,--,660,--,930,--,438,644,259,--, 
 无形资产摊销(万元),--,5470,--,2846,--,5072,--,2269,--,5094,--,2531,--,5092,--,2446,3919,1917,--, 
 长期待摊费用摊销(万元),--,88,--,27,--,48,--,23,--,44,--,22,--,87,--,49,90,73,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,--,3,--,19,--,-0,--,1,--,--,--,4,--,4,--,--,--, 
