 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),11244,9211,3218,20751,10009,4804,1180,18993,7515,18903,14030,11540,7975, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,91,91,14,90,282,9, 
 收到的其他与经营活动有关的现金(万元),1607,1189,303,940,757,178,72,2151,868,1413,1172,369,141, 
 经营活动现金流入小计(万元),12851,10400,3521,21691,10766,4982,1252,21234,8473,20330,15293,12191,8126, 
 购买商品、接受劳务支付的现金(万元),4172,3004,2708,5633,4618,3623,2781,4274,3463,3014,1264,1330,205, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),8149,5083,2526,7844,6632,4006,1951,6725,6337,7260,6144,4492,2860, 
 支付的各项税费(万元),975,879,689,2252,2105,2097,2065,1164,1084,1313,1311,1304,409, 
 支付的其他与经营活动有关的现金(万元),2210,1369,577,2511,2120,1049,397,1553,2365,2623,1686,1800,1002, 
 经营活动现金流出小计(万元),15507,10334,6500,18239,15474,10775,7194,13716,13249,14211,10405,8926,4476, 
 经营活动产生的现金流量净额(万元),-2656,65,-2979,3451,-4708,-5794,-5942,7518,-4776,6119,4888,3264,3649, 
 收回投资所收到的现金(万元),15500,15000,15000,9074,--,--,--,--,--,--,--,6000,--, 
 取得投资收益所收到的现金(万元),--,--,--,5660,--,--,--,--,--,--,--,65,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--,--,--,--,--,--,56,20,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),15500,15000,15000,14734,0,0,0,0,0,0,56,6085,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),835,712,400,11286,9106,129,43,1862,1430,591,726,601,337, 
 投资所支付的现金(万元),34000,34000,5500,30000,--,--,--,--,--,--,--,6000,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,700, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),34835,34712,5900,41286,9106,129,43,1862,1430,591,726,6601,1037, 
 投资活动产生的现金流量净额(万元),-19335,-19712,9100,-26553,-9106,-129,-43,-1862,-1430,-591,-670,-517,-1037, 
 吸收投资收到的现金(万元),--,--,--,38455,38455,--,--,--,--,--,--,14300,2900, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,0, 
 取得借款收到的现金(万元),--,--,--,4000,--,--,--,--,--,--,--,--,--, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),0,0,0,42455,38455,0,0,0,0,0,0,14300,2900, 
 偿还债务支付的现金(万元),--,--,--,4000,--,--,--,--,--,--,--,--,--, 
 分配股利、利润或偿付利息所支付的现金(万元),2925,2925,824,3,--,--,--,5380,4144,3453,3095,1667,--, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),75,75,69,720,347,80,80,55,--,50,50,--,--, 
 筹资活动现金流出小计(万元),3000,3000,894,4723,347,80,80,5435,4144,3503,3145,1667,0, 
 筹资活动产生的现金流量净额(万元),-3000,-3000,-894,37732,38108,-80,-80,-5435,-4144,-3503,-3145,12633,2900, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,-0,--,--, 
 现金及现金等价物净增加额(万元),-24991,-22646,5228,14631,24294,-6002,-6065,220,-10350,2025,1072,15380,5512, 
 加:期初现金及现金等价物余额(万元),41017,41017,41017,26386,26386,26386,26386,26166,27191,24140,23068,7688,2176, 
 期末现金及现金等价物余额(万元),16027,18371,46245,41017,50680,20384,20321,26386,16842,26166,24140,23068,7688, 
 净利润(万元),--,1193,--,7270,--,1515,--,7326,--,6715,6509,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,194,--,465,--,258,--,299,--,135,170,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,365,--,507,--,302,--,461,--,453,326,--,--, 
 无形资产摊销(万元),--,13,--,38,--,22,--,--,--,--,--,--,--, 
 长期待摊费用摊销(万元),--,3,--,4,--,--,--,--,--,--,14,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,--,--,--,--,--,--,--,10,-11,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,--,--,3,--,--,--,--,--,--,0,--,--, 
 投资损失(万元),--,--,--,266,--,--,--,--,--,--,--,--,--, 
 递延所得税资产减少(万元),--,-35,--,-214,--,13,--,-98,--,-56,-18,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-517,--,-1008,--,-1889,--,183,--,-149,-69,--,--, 
 经营性应收项目的减少(万元),--,-343,--,-2570,--,-4993,--,-1937,--,-2705,-2983,--,--, 
 经营性应付项目的增加(万元),--,-808,--,-1309,--,-1022,--,1283,--,1716,950,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--, 
