 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),98194,59851,22207,113673,95449,56222,15587,102952,83393,53251,16395,113726,94060,62043,24481,120280,94575,61086,23029,109578,83237,53373,22771,91902,69256,47219,20628,98664,49473,71546,55156,45353, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),249,148,136,351,299,178,173,344,285,283,201,376,391,374,95,519,531,438,185,526,463,427,151,1426,1292,876,209,477,364,322,164,620, 
 收到的其他与经营活动有关的现金(万元),1282,1165,771,496,517,828,217,973,451,455,244,1471,1256,792,145,3469,912,1005,233,1858,2699,2259,324,2817,1000,557,196,564,101,511,736,710, 
 经营活动现金流入小计(万元),99724,61164,23115,114520,96265,57228,15976,104269,84129,53990,16840,115574,95707,63209,24721,124267,96018,62528,23447,111962,86398,56059,23246,96145,71549,48651,21033,99705,49938,72378,56056,46683, 
 购买商品、接受劳务支付的现金(万元),70698,50798,21334,61629,65790,45069,19526,53769,45524,29480,14017,73374,67238,47776,24001,80319,66282,47682,20290,75512,60718,39364,20063,65042,47478,34000,13988,60916,27677,41438,36261,33388, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),24780,17283,8743,31400,23000,15557,7020,26027,19058,12609,6060,23265,17574,12128,5970,22394,16561,10823,5135,18523,13136,8718,4158,13515,10339,7107,3869,14507,6747,9708,6641,6759, 
 支付的各项税费(万元),6980,4613,2381,9411,7494,5180,2401,7180,5571,2999,1276,7215,6381,4219,2633,7295,5813,3765,1787,6095,5105,3475,1754,6469,5352,3771,2292,9126,4310,5060,2681,3350, 
 支付的其他与经营活动有关的现金(万元),10052,6359,3378,11361,11822,6595,3738,9190,7401,4664,2491,9003,9727,6458,3209,9248,10750,6406,2986,8102,6503,3694,1846,6473,4527,2561,4629,6874,4884,6669,5067,4038, 
 经营活动现金流出小计(万元),112510,79053,35836,113801,108105,72400,32684,96166,77555,49754,23844,112857,100920,70582,35813,119256,99406,68676,30197,108232,85462,55251,27822,91499,67697,47439,24778,91423,43618,62875,50650,47535, 
