 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),77411,50771,26063,78484,56043,36033,18030,70251,58478,38165,20482,85819,86776,60620,72263, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),3082,1975,516,2807,1240,355,224,4316,3084,2400,1910,4125,1790,3857,3497, 
 收到的其他与经营活动有关的现金(万元),2187,955,601,1196,648,290,188,1921,1403,252,170,1441,1369,1260,756, 
 经营活动现金流入小计(万元),82680,53701,27180,82487,57931,36677,18441,76489,62964,40817,22563,91385,89935,65737,76516, 
 购买商品、接受劳务支付的现金(万元),44305,32803,18094,51804,39154,28474,6631,42950,36822,22317,9089,64264,58218,39209,73112, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),8233,5708,3201,9731,7165,4975,2721,8690,6164,4463,2769,7974,7294,5558,5119, 
 支付的各项税费(万元),3335,2238,1313,4066,3628,2632,1163,4051,3355,1924,866,4114,3957,6361,2361, 
 支付的其他与经营活动有关的现金(万元),3979,2479,1131,3490,2424,1400,423,3560,2709,1242,1066,2805,2657,2345,2267, 
 经营活动现金流出小计(万元),59853,43228,23738,69091,52371,37481,10938,59252,49050,29946,13790,79157,72127,53473,82859, 
