 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),53250,33021,12757,46563,36370,24537,10328,40745,32520,19495,45131,40421,41908,32184, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),41,34,27,19,19,2,--,--,--,--,--,--,6,61, 
 收到的其他与经营活动有关的现金(万元),5525,914,4529,763,18824,144,104,1089,17286,145,453,618,357,399, 
 经营活动现金流入小计(万元),58816,33968,17313,47346,55213,24683,10432,41834,49806,19640,45584,41039,42272,32643, 
 购买商品、接受劳务支付的现金(万元),43176,25926,17365,28075,42763,14085,5607,22217,35673,11557,25542,25601,24003,18530, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5947,3717,2058,6601,4853,3115,1476,6103,4483,2746,5547,4196,3399,2704, 
 支付的各项税费(万元),3794,2445,784,4879,3773,2603,1467,4035,3362,2130,3998,2913,3856,2910, 
 支付的其他与经营活动有关的现金(万元),1961,1127,618,3291,2416,1573,626,2896,5457,1693,2443,2487,2499,1701, 
 经营活动现金流出小计(万元),54878,33215,20826,42846,53806,21375,9176,35251,48974,18127,37530,35198,33757,25845, 
 经营活动产生的现金流量净额(万元),3937,753,-3513,4500,1407,3308,1256,6582,832,1513,8054,5841,8515,6798, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),32,--,--,28,28,28,--,40,40,40,76,76,76,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),16,16,16,1,--,--,--,21,6,18,10,3,9,64, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,464, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),48,16,16,29,28,28,0,62,46,58,86,79,85,528, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),8163,2412,1372,6904,884,2074,994,7601,3159,3850,9179,15020,12826,3991, 
 投资所支付的现金(万元),--,--,--,28,--,--,--,135,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,161,161,--,--,--,--,--,--,--,--,827, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),8163,2412,1372,7093,1045,2074,994,7736,3159,3850,9179,15020,12826,4819, 
 投资活动产生的现金流量净额(万元),-8116,-2396,-1356,-7064,-1017,-2046,-994,-7674,-3112,-3791,-9093,-14941,-12740,-4291, 
 吸收投资收到的现金(万元),--,--,--,20782,21834,--,--,--,--,--,600,--,--,248, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,600,--,--,--, 
 取得借款收到的现金(万元),27238,23238,8638,22107,17730,14207,4007,34517,21914,16712,26721,21650,10820,3560, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),3066,500,500,160,--,160,--,122,--,--,200,580,--,20, 
 筹资活动现金流入小计(万元),30304,23738,9138,43049,39564,14367,4007,34639,21914,16712,27521,22230,10820,3828, 
 偿还债务支付的现金(万元),12580,6410,210,35732,18956,15770,3132,31756,19600,14252,22033,12560,3020,2300, 
 分配股利、利润或偿付利息所支付的现金(万元),1025,349,151,2553,937,642,298,2477,2512,742,2863,2261,1767,1652, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),2044,841,--,2824,604,--,--,--,--,--,--,20,--,1101, 
 筹资活动现金流出小计(万元),15649,7600,361,41110,20496,16412,3431,34233,22112,14993,24896,14841,4787,5053, 
 筹资活动产生的现金流量净额(万元),14655,16138,8777,1939,19068,-2045,576,405,-199,1718,2625,7389,6033,-1225, 
 汇率变动对现金及现金等价物的影响(万元),-53,-11,-11,-29,--,8,-21,187,--,81,-107,-185,0,3, 
 现金及现金等价物净增加额(万元),10424,14484,3897,-654,19458,-775,817,-499,-2479,-479,1479,-1896,1807,1286, 
 加:期初现金及现金等价物余额(万元),4053,4053,4055,4709,4709,4709,4709,5208,5208,5208,3729,5625,3818,2532, 
 期末现金及现金等价物余额(万元),14477,18537,7952,4055,24167,3934,5526,4709,2729,4729,5208,3729,5625,3818, 
 净利润(万元),--,2807,--,4677,--,2359,--,4855,--,--,5484,6219,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,126,--,443,--,359,--,260,--,--,298,226,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,2151,--,4160,--,2076,--,3909,--,--,3132,1722,--,--, 
 无形资产摊销(万元),--,116,--,192,--,89,--,177,--,--,165,148,--,--, 
 长期待摊费用摊销(万元),--,22,--,44,--,22,--,43,--,--,37,27,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,2,--,-41,--,2,--,5,--,--,17,10,--,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,360,--,1055,--,587,--,1155,--,--,1575,1014,--,--, 
 投资损失(万元),--,2,--,-30,--,-10,--,-39,--,--,-76,-76,--,--, 
 递延所得税资产减少(万元),--,-18,--,-76,--,-68,--,-74,--,--,-58,-34,--,--, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存货的减少(万元),--,-1040,--,-2626,--,-1883,--,-3240,--,--,-839,-1664,--,--, 
 经营性应收项目的减少(万元),--,-4665,--,-3611,--,-873,--,-2353,--,--,-1215,-3501,--,--, 
 经营性应付项目的增加(万元),--,903,--,336,--,662,--,1905,--,--,-451,1751,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,-13,--,-26,--,-13,--,-21,--,--,-15,--,--,--, 
 经营活动产生现金流量净额(万元),--,753,--,4500,--,3308,--,6582,--,--,8054,5841,--,--, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),14477,18537,7952,4055,24167,3934,5526,4709,2729,4729,5208,3729,5625,3818, 
 现金的期初余额(万元),4053,4053,4055,4709,4709,4709,4709,5208,5208,5208,3729,5625,3818,2532, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),10424,14484,3897,-654,19458,-775,817,-499,-2479,-479,1479,-1896,1807,1286, 

