 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-06-30,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),189716,89906,211585,159317,78487,188799,170454,69701,161282,146441,127244, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),78,--,75,75,21,71,35,10,74,28,5, 
 收到的其他与经营活动有关的现金(万元),3294,2206,3295,2248,1556,3363,2037,694,2648,2208,1686, 
 经营活动现金流入小计(万元),193087,92112,214954,161640,80065,192233,172527,70404,164004,148677,128935, 
 购买商品、接受劳务支付的现金(万元),65580,41023,90739,55681,35138,85199,72854,29358,72814,68478,59919, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),29579,18797,36470,26572,16047,32317,28425,13100,25603,21622,18139, 
 支付的各项税费(万元),11489,8475,24872,12254,8179,24390,24165,7649,20592,18509,14879, 
 支付的其他与经营活动有关的现金(万元),20521,13934,25231,16480,10347,23162,21679,7471,17119,15598,12950, 
 经营活动现金流出小计(万元),127168,82230,177312,110988,69711,165069,147123,57577,136129,124207,105887, 
 经营活动产生的现金流量净额(万元),65919,9882,37643,50652,10354,27164,25403,12827,27876,24470,23047, 
 收回投资所收到的现金(万元),--,--,5,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),18,18,444,219,219,213,227,227,244,256,230, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),34,32,0,0,0,15,21,16,19,8,9, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),52,50,449,220,220,229,248,243,263,264,239, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),5056,2824,8229,5628,3807,8170,3014,1404,7452,5421,7807, 
 投资所支付的现金(万元),--,--,345,305,300,100,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),20000,--,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),25056,2824,8574,5933,4107,8270,3014,1404,7452,5421,7807, 
 投资活动产生的现金流量净额(万元),-25004,-2774,-8125,-5713,-3888,-8041,-2767,-1161,-7188,-5157,-7567, 
 吸收投资收到的现金(万元),61473,61473,247,247,40,343,147,147,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,247,--,40,343,147,147,--,--,--, 
 取得借款收到的现金(万元),--,--,--,--,--,--,--,--,--,900,3600, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--, 
