 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),146448,90380,41060,151539,107001,72031,26285,122231,128419,104576, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),5905,3530,1522,7772,6138,3921,2258,10141,10937,9425, 
 收到的其他与经营活动有关的现金(万元),2207,1940,1279,2978,3324,2575,3393,3189,2835,1803, 
 经营活动现金流入小计(万元),154560,95850,43860,162290,116463,78527,31936,135561,142191,115803, 
 购买商品、接受劳务支付的现金(万元),97498,59740,26342,94235,71689,44887,18977,90527,109143,80901, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),15108,10606,6261,15456,11310,7567,3997,13553,11666,10931, 
 支付的各项税费(万元),5341,3964,1827,3995,3532,1707,657,3687,2417,1063, 
 支付的其他与经营活动有关的现金(万元),20846,13269,6237,23890,13486,10336,3795,15775,13886,12226, 
 经营活动现金流出小计(万元),138793,87579,40667,137576,100017,64497,27425,123542,137112,105120, 
 经营活动产生的现金流量净额(万元),15768,8271,3193,24714,16446,14030,4511,12019,5079,10684, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,2,--, 
 取得投资收益所收到的现金(万元),--,--,--,8,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,1,1,71,86,19,-1,33,21,80, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),26080,17080,3080,12208,7846,149,2811,9618,1127,89, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),26080,17081,3081,12287,7932,168,2810,9651,1150,168, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1726,733,470,2580,1899,761,512,2258,4368,2041, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,8,--,--, 
 支付的其他与投资活动有关的现金(万元),23000,14000,--,12200,6334,--,--,8900,2764,1000, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),24726,14733,470,14780,8233,761,512,11166,7132,3041, 
 投资活动产生的现金流量净额(万元),1354,2348,2612,-2494,-301,-592,2298,-1515,-5982,-2873, 
 吸收投资收到的现金(万元),40784,--,--,--,--,--,--,20334,1,7, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,1,7, 
 取得借款收到的现金(万元),1917,1917,1700,1700,1700,1727,1178,21355,47973,46264, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,160, 
 筹资活动现金流入小计(万元),42701,1917,1700,1700,1700,1727,1178,41689,47974,46431, 
 偿还债务支付的现金(万元),1700,1700,1700,9795,6743,2743,1243,48957,39233,50245, 
 分配股利、利润或偿付利息所支付的现金(万元),69,46,24,352,296,225,111,1664,2088,2222, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,60,--, 
 筹资活动现金流出小计(万元),1770,1746,1725,10147,7039,2968,1354,50621,41380,52468, 
 筹资活动产生的现金流量净额(万元),40932,171,-24,-8447,-5338,-1241,-176,-8932,6593,-6036, 
 汇率变动对现金及现金等价物的影响(万元),187,297,19,-1198,-582,4,-59,-490,350,-958, 
 现金及现金等价物净增加额(万元),58240,11087,5800,12576,10225,12200,6574,1082,6040,816, 
 加:期初现金及现金等价物余额(万元),22572,22572,22572,9996,9996,12696,9996,8914,2874,2057, 
 期末现金及现金等价物余额(万元),80812,33659,28371,22572,20221,24896,16570,9996,8914,2874, 
 净利润(万元),--,--,2965,8827,--,--,1575,5929,9090,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,--,-205,699,--,--,-43,547,389,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,--,628,2465,--,--,605,2190,1981,--, 
 无形资产摊销(万元),--,--,82,279,--,--,66,225,201,--, 
 长期待摊费用摊销(万元),--,--,20,59,--,--,14,51,60,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,6,122,--,--,0,13,262,--, 
 固定资产报废损失(万元),--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,--,--,--,--,--,--,--, 
