 报告日期,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),22173,73456,88282,63943,31763,85980,86653,65947,27476,73593,81349,50025,22690,53304,58511,43297,18296,66180,68328,58326,25960,69002,66519,48102,38568,55741,60227,40173,38253,77946,71017,47761,29106,94583,54320,32679,20255,82621,57699,29287,62700,51039,46516,32567, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--, 
 收到的税费返还(万元),492,2504,1454,577,465,2147,1851,388,88,640,440,378,206,1847,1705,1032,1032,2210,1898,1299,811,2376,1801,786,669,3804,2746,1139,701,2320,1489,400,72,2043,1597,642,286,439,291,199,1478,0,1220,596, 
 收到的其他与经营活动有关的现金(万元),607,6777,2912,2497,1169,1677,1569,1224,641,668,657,535,105,1199,1138,405,281,2572,2359,2020,435,3190,3141,2617,2579,5094,1072,348,196,1095,615,609,280,1466,1931,889,255,182,143,108,1579,146,658,494, 
 经营活动现金流入小计(万元),23272,82737,92648,67017,33397,89803,90073,67560,28205,74901,82445,50938,23001,56349,61353,44734,19609,70962,72586,61645,27206,74568,71462,51505,41816,64639,64045,41660,39151,81361,73122,48770,29458,98091,57848,34210,20797,83242,58133,29594,65758,51185,48393,33657, 
 购买商品、接受劳务支付的现金(万元),12222,46617,61110,46461,24754,62396,53102,47826,17215,32321,54260,33821,13540,24942,37697,31039,14514,43805,52356,46276,21149,55800,55702,37590,27578,41088,47172,29064,34642,61699,58333,38091,32902,96290,53572,29469,16050,55318,42313,19995,52743,45550,33449,27933, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,0,--,--, 
 支付给职工以及为职工支付的现金(万元),5818,22020,15082,10705,6866,20295,15781,10664,5437,13608,9057,6155,3148,10754,7784,5345,2251,10222,8040,5660,2804,9844,7359,5148,2645,8654,6632,4503,2280,7737,5981,3876,2023,6134,4683,3120,1528,4128,2855,1833,3622,3090,3393,2237, 
 支付的各项税费(万元),877,6331,4991,4070,1390,5856,5013,3782,1531,5163,3423,2602,1058,3294,1989,1386,408,3879,2704,2129,799,2613,2597,2727,1162,5939,6753,4626,1189,4937,3734,3065,163,2136,2483,1766,1059,2859,2141,1423,2586,2424,2660,683, 
 支付的其他与经营活动有关的现金(万元),2967,7176,7762,4618,1578,6349,7928,5437,2596,6569,4767,3544,1405,6189,4580,2943,1462,5531,4651,2978,1368,5864,4712,2974,1704,5733,4393,3091,990,4819,4481,3305,1128,4492,2885,1385,847,4310,3613,514,5196,1365,994,476, 
 经营活动现金流出小计(万元),21883,82144,88945,65854,34589,94896,81824,67709,26779,57660,71507,46121,19151,45179,52049,40713,18635,63436,67752,57042,26120,74121,70371,48439,33089,61414,64950,41284,39102,79192,72528,48337,36216,109051,63622,35741,19484,66615,50922,23765,64148,52429,40496,31329, 
 经营活动产生的现金流量净额(万元),1389,593,3703,1163,-1191,-5093,8249,-149,1426,17241,10939,4817,3850,11170,9304,4020,974,7526,4834,4602,1086,447,1091,3066,8727,3225,-905,376,49,2169,593,432,-6758,-10960,-5774,-1531,1313,16627,7211,5829,1609,-1244,7897,2329, 
 收回投资所收到的现金(万元),--,--,--,--,4000,--,--,0,--,--,--,--,3500,3500,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,59,59,59,--,--,--,--,--,--,0,--,23,23,--,--, 
 取得投资收益所收到的现金(万元),1,32,32,32,30,157,92,92,11,280,226,186,106,313,131,64,101,497,332,223,214,712,--,--,--,--,--,0,--,34,34,34,--,0,0,0,0,2,2,2,2,2,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,2,1,0,0,637,-3,1,4,152,0,0,0,5,--,--,--,6,--,--,--,--,--,--,--,--,322,0,--,13,--,--,--,--,--,--,--,3,3,3,--,0,--,--, 
