 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),42384,203761,130599,65649,33777,178843,108376,64845,25648,161705,100265,60882,26298,161276,103134,65037,30220,151205,96877,60128,25500,149219,97903,61974,29115,135056,117481,99340, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 收到的税费返还(万元),357,454,302,150,30,402,386,159,8,1111,1095,353,257,400,352,264,218,523,385,265,80,431,379,342,326,429,448,225, 
 收到的其他与经营活动有关的现金(万元),992,5037,4593,3359,2451,8600,5922,3634,976,3656,2516,1984,791,2197,1315,784,361,2251,1464,569,301,2993,1466,867,318,1743,2254,6788, 
 经营活动现金流入小计(万元),43733,209253,135494,69157,36259,187845,114684,68638,26632,166472,103876,63219,27346,163872,104801,66085,30799,153979,98727,60962,25880,152644,99748,63183,29759,137228,120182,106353, 
 购买商品、接受劳务支付的现金(万元),27068,103730,76468,37421,21480,93616,66937,42248,18312,80423,58959,38707,19665,88850,66534,41854,21989,91024,64750,39702,17250,84160,55737,33518,14706,74464,65738,49180, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),16212,46161,31420,20391,10680,36620,27742,18867,10600,32364,25036,17081,10421,32631,25819,18079,11095,30099,22810,15234,9472,26170,20604,14325,8512,21497,17777,17828, 
 支付的各项税费(万元),3321,16535,12799,8769,4241,15949,12832,8855,4380,15606,12136,7997,3192,15831,11393,7174,3143,14804,11120,6949,3293,14804,10073,6530,3304,13369,10926,8721, 
 支付的其他与经营活动有关的现金(万元),5381,20821,17544,9858,4706,16782,12763,7340,3735,19171,15764,7229,3213,13822,10519,6328,3243,13070,10264,5815,3073,13131,9873,6091,3192,10285,9937,12574, 
 经营活动现金流出小计(万元),51983,187246,138230,76439,41108,162967,120273,77311,37027,147564,111895,71014,36491,151134,114264,73434,39469,148997,108945,67700,33087,138265,96286,60464,29713,119616,104379,88304, 
 经营活动产生的现金流量净额(万元),-8250,22006,-2736,-7282,-4849,24878,-5590,-8673,-10395,18908,-8019,-7795,-9145,12738,-9463,-7350,-8670,4982,-10218,-6738,-7207,14379,3462,2719,46,17613,15803,18049, 
 收回投资所收到的现金(万元),52100,23150,--,--,--,30,--,--,--,613,613,613,13,--,--,--,--,5000,5000,5000,--,--,--,0,--,--,--,--, 
 取得投资收益所收到的现金(万元),350,745,11,--,--,385,15,--,--,1014,332,332,317,877,200,186,186,317,47,34,34,58,5,0,--,1,9,9, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),5,13041,10462,10431,37,13,13,8,6,15,9,9,1,20,60,25,4,2396,148,3,3,15,22,5,2,287,498,525, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,84, 
 收到的其他与投资活动有关的现金(万元),--,567,6020,5027,5011,1755,25,--,--,81,81,--,600,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),52455,37502,16493,15458,5048,2183,52,8,6,1723,1034,953,931,896,260,211,189,7713,5195,5038,37,72,27,5,2,288,507,617, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),14296,24069,13880,9205,3892,14955,13426,12753,12151,3573,3433,3176,2590,7059,5217,3493,1548,16447,14829,11433,5299,9943,6120,3435,1456,13959,6867,2303, 
 投资所支付的现金(万元),31151,105180,330,120,120,10700,16662,900,750,2910,810,--,--,0,--,--,--,15000,15190,6000,--,5707,5000,0,--,--,29,13, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,16073,--,-83,--,--,--,--,--,0,--,--,--,141,--,--,--,--,--,0,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,1000,9650,2000,2000,3000,--,--,253,2,602,5002,2202,--,--,--,--,--,--,--,--,--,0,0,12,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),45447,130249,23860,11325,6012,44728,30088,13570,13154,6485,4845,8178,4792,7059,5217,3493,1548,31587,30019,17433,5299,15650,11120,3435,1469,13959,6897,2315, 
 投资活动产生的现金流量净额(万元),7008,-92746,-7366,4132,-964,-42546,-30036,-13562,-13148,-4762,-3811,-7225,-3861,-6163,-4957,-3282,-1358,-23874,-24824,-12395,-5262,-15578,-11093,-3430,-1467,-13671,-6389,-1698, 
 吸收投资收到的现金(万元),--,109248,106607,423,154,787,1287,112,--,100,100,100,100,100,--,--,--,--,--,--,--,61115,61115,61115,--,--,--,5890, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,2614,473,423,154,787,787,112,--,100,--,--,--,100,--,--,--,--,--,--,--,--,--,0,--,--,--,40, 
 取得借款收到的现金(万元),30,45972,45949,30000,18000,34620,34559,9950,3000,26000,23000,17000,--,0,--,--,--,12800,12800,10000,--,14100,14100,14100,14100,1300,23707,7694, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,403,403,403,--,--,--,0,--,--,--,--, 
 筹资活动现金流入小计(万元),30,155220,152556,30423,18154,35407,35846,10062,3000,26100,23100,17100,100,100,0,0,0,13203,13203,10403,0,75215,75215,75215,14100,1300,23707,13584, 
 偿还债务支付的现金(万元),18000,53379,43184,37843,14603,11000,6000,3000,--,19800,12843,12843,--,--,--,--,--,--,--,--,--,27865,27865,13843,13801,3121,15893,9555, 
 分配股利、利润或偿付利息所支付的现金(万元),209,8260,7940,7445,229,7644,7373,409,207,14407,14133,7228,141,7093,6769,6631,182,6446,6215,247,98,6430,6242,5933,5612,6835,17219,171, 
 其中：子公司支付给少数股东的股利、利润(万元),--,135,--,--,--,--,--,--,--,--,--,--,--,13,--,--,--,--,--,--,--,--,--,0,--,135,--,--, 
 支付其他与筹资活动有关的现金(万元),--,514,16,--,--,525,--,5000,--,--,--,--,--,--,--,--,--,--,--,--,--,953,550,546,--,300,--,--, 
 筹资活动现金流出小计(万元),18209,62153,51140,45288,14832,19168,13373,8409,207,34207,26976,20071,141,7093,6769,6631,182,6446,6215,247,98,35248,34657,20322,19413,10257,33112,9726, 
 筹资活动产生的现金流量净额(万元),-18179,93068,101417,-14865,3322,16239,22472,1654,2793,-8107,-3876,-2971,-41,-6993,-6769,-6631,-182,6757,6988,10156,-98,39967,40558,54893,-5313,-8957,-9405,3859, 
 汇率变动对现金及现金等价物的影响(万元),-303,525,464,217,52,193,146,180,12,211,142,-62,-88,-97,-114,41,24,-180,-129,-122,4961,-21,206,44,84,-23,-344,-102, 
 现金及现金等价物净增加额(万元),-19724,22852,91778,-17797,-2439,-1236,-13008,-20401,-20738,6251,-15563,-18053,-13135,-515,-21303,-17222,-10187,-12315,-28183,-9098,-7607,38747,33134,54227,-6650,-5038,-335,20108, 
 加:期初现金及现金等价物余额(万元),81505,58653,58653,58653,57995,59888,59888,59888,59888,53637,53637,53637,53637,54153,54153,54153,54153,66468,66468,66468,66468,27721,27721,27721,27721,32759,33094,12986, 
