 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),866963,566970,207572,942956,614705,429018,181474,842287,581138,381909,171365,847880,586211,367797,158666,746452,523427,346937,126049,618587,422819,264499,110788,776619,532473,254833, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,291,--,3657,248,19,--,1183,128,26,--,733,199,20,--,8809,282,168,--,603,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),159346,88948,94064,65345,208373,142816,71416,38703,387578,237908,109880,31749,639618,439325,85373,71616,253828,1180576,78929,48087,172222,43068,16333,36251,19450,20294, 
 经营活动现金流入小计(万元),1026308,655918,301927,1008301,826735,572082,252909,880990,969899,619945,281271,879629,1226563,807321,244058,818067,786064,1527795,205146,666674,595644,307567,127121,812870,551924,275127, 
 购买商品、接受劳务支付的现金(万元),115532,63011,72888,93158,170975,108852,53280,78678,134203,83948,43579,100392,131659,82326,36159,89920,131567,87116,33558,58640,87333,30493,26151,282747,144224,19190, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),203179,144003,83073,201298,138404,101731,57668,173029,127796,92851,54884,154578,111219,77159,46711,121929,83945,59351,35771,102534,70481,53915,29403,78560,37955,25644, 
 支付的各项税费(万元),113377,92346,33709,168141,122800,90351,49466,141772,116066,87434,28642,144546,107181,81120,40119,121805,93593,67057,30205,118880,94543,69327,26443,107803,73516,28792, 
 支付的其他与经营活动有关的现金(万元),181627,104943,48089,147311,168742,123563,54702,148689,410790,266529,11259,152353,621322,387819,11598,114530,176735,1111878,15376,110954,159631,40074,17963,141853,56568,42817, 
 经营活动现金流出小计(万元),613716,404303,237760,609908,600920,424497,215116,542168,788854,530762,138364,551869,971381,628424,134587,448184,485840,1325402,114911,391008,411988,193808,99960,610963,312264,116443, 
 经营活动产生的现金流量净额(万元),412593,251615,64167,398393,225815,147585,37793,338822,181045,89183,142907,327760,255182,178897,109471,369883,300224,202394,90235,275666,183656,113759,27161,201907,239660,158684, 
 收回投资所收到的现金(万元),5600,1500,2649,3457,11552,11515,1175,--,13600,8600,--,4050,66485,57788,10000,598,17000,17000,--,--,68200,--,299,--,1,1737, 
 取得投资收益所收到的现金(万元),103,103,379,306,6617,1508,380,4260,6948,3050,1073,39,4078,3890,1201,1460,4605,3057,842,1600,7021,--,1008,2660,18,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),553,406,17,49,140,78,37,403,165,32,27,631,132,61,65,240,116,17,16,105,19,--,12,22,25,21391, 
 处置子公司及其他营业单位收到的现金净额(万元),257941,1833,--,--,--,--,--,411,--,--,--,--,4174,4174,1350,--,2098,2098,2098,871,330,--,200,--,14262,1568, 
 收到的其他与投资活动有关的现金(万元),94783,43470,7458,106114,15599,11442,3,26503,3578,14,1,49089,126,104,5,137462,13401,9100,70009,124661,8446,49577,2889,461857,175732,321461, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),358980,47311,10503,109926,33909,24543,1596,31578,24292,11696,1102,53809,74994,66016,12621,139760,37219,31272,72965,127237,84015,49577,4408,464539,190037,346157, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),445524,327345,79112,326542,205022,153988,78387,312627,213605,142005,75018,264798,150012,105020,50275,397382,279943,170133,61466,285797,181198,150117,80974,629999,264736,375607, 
 投资所支付的现金(万元),119637,47241,39319,56983,39891,38491,31941,38345,39066,19235,5848,18719,117146,117073,111045,16853,29000,25000,17000,4293,133033,250,75250,54356,79743,25888, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),24402,24402,--,78678,4671,4671,--,43349,--,--,--,441,5131,6882,90,30109,433,-19,--,--,11089,135,13800,18212,2711,72, 
 支付的其他与投资活动有关的现金(万元),162419,132103,28403,138595,90731,64025,47147,66028,45890,19799,15432,29291,16506,10250,9360,30543,27497,21722,2920,147657,70282,135085,30661,405972,214200,206754, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),751982,531091,146834,600798,340314,261175,157475,460349,298560,181038,96298,313250,288794,239224,170770,474886,336873,216836,81386,437747,395601,285587,200685,1108540,561391,608321, 
 投资活动产生的现金流量净额(万元),-393002,-483779,-136331,-490873,-306406,-236632,-155879,-428771,-274269,-169343,-95196,-259441,-213800,-173208,-158149,-335127,-299654,-185564,-8421,-310510,-311586,-236010,-196278,-644001,-371353,-262164, 
 吸收投资收到的现金(万元),12492,2896,1326,1000,1000,400,473,607066,599519,598782,43597,575,600,195,--,14470,5590,5590,2260,8620,5170,3620,1170,33456,217940,5050, 
 其中：子公司吸收少数股东投资收到的现金(万元),12492,2896,--,1000,--,--,--,6436,--,--,--,575,--,--,--,14470,--,--,--,8620,--,--,--,33456,23180,2045, 
 取得借款收到的现金(万元),1204879,596537,139000,812346,784001,219000,103000,953785,457918,428418,225300,370491,250000,232000,40000,511691,231773,104202,46337,592821,287041,169177,62200,773870,133450,608100, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),610,610,1936,1035,7885,1985,221,2960,3887,2363,372,46677,3029,1865,260,16849,2421,1914,1441,87989,102721,10581,44390,418304,6994,12606, 
 筹资活动现金流入小计(万元),1217981,600042,142262,814381,792886,221385,103694,1563812,1061324,1029563,269270,417743,253629,234060,40260,543010,239784,111706,50038,689430,394932,183378,107760,1225631,358384,625756, 
 偿还债务支付的现金(万元),321369,190256,65278,375385,218621,118115,45800,771063,279251,106104,55084,254652,212257,176750,28413,344631,179982,91456,34789,478874,253281,92535,57835,266510,129321,345950, 
 分配股利、利润或偿付利息所支付的现金(万元),235838,44213,18514,288138,232237,34772,20033,378438,332676,291442,258885,181547,147505,105062,23155,195522,162963,123506,17901,116666,83440,66898,17020,195362,31000,34869, 
 其中：子公司支付给少数股东的股利、利润(万元),12073,6536,--,8506,--,--,--,6981,--,--,--,4835,--,--,--,5147,--,--,--,1404,--,--,--,5143,--,--, 
 支付其他与筹资活动有关的现金(万元),32481,5273,454,23982,25524,20787,1415,128756,114,75,37,71115,18,18,18,33199,3348,3162,2695,38312,5260,3620,4071,245815,11080,31902, 
 筹资活动现金流出小计(万元),589688,239741,84245,687505,476381,173673,67248,1278256,612041,397621,314005,507314,359780,281830,51586,573352,346292,218123,55385,633852,341982,163053,78926,707688,171400,412721, 
 筹资活动产生的现金流量净额(万元),628292,360301,58016,126876,316505,47712,36446,285555,449283,631942,-44736,-89572,-106152,-47770,-11326,-30342,-106508,-106417,-5347,55578,52951,20325,28834,517943,186984,213035, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-73,-576,-48, 
 现金及现金等价物净增加额(万元),647883,128137,-14147,34396,235914,-41334,-81640,195606,356059,551782,2975,-21252,-64770,-42081,-60003,4414,-105938,-89588,76467,20735,-74979,-101926,-140283,75776,54714,109507, 
 加:期初现金及现金等价物余额(万元),589242,589242,613787,554846,602584,602584,602584,359240,372151,372151,372151,380492,389434,389434,388403,377472,384192,384192,384192,355884,361380,361380,361380,280080,225366,115859, 
 期末现金及现金等价物余额(万元),1237126,717380,599639,589242,838498,561250,520944,554846,728210,923934,375126,359240,324664,347353,328400,381886,278254,294604,460659,376619,286401,259454,221097,355857,280080,225366, 
 净利润(万元),--,215649,112316,367344,350262,240741,114277,334175,349127,225836,108737,350692,100596,67863,33104,--,100373,61026,28808,--,98900,63172,--,--,84549,42307, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,10468,768,57289,10468,10958,694,21036,4239,2978,-184,7398,4964,4981,1089,--,2302,2587,524,--,4075,2309,--,--,59,3522, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,2072,2051,4738,3623,2252,953,4366,5400,3168,1433,4025,63183,31946,15487,--,36538,27501,12984,--,34466,21405,--,--,30592,20677, 
 无形资产摊销(万元),--,1285,891,2420,2293,1679,767,2581,2587,1203,725,1456,8845,5408,2376,--,5132,4359,2165,--,6316,4158,--,--,4386,3427, 
 长期待摊费用摊销(万元),--,2953,1416,5584,4070,2593,1430,6405,4011,2752,1620,6699,4985,2895,1412,--,3786,2414,896,--,3535,2337,--,--,6151,1071, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,33,-16,462,72,100,99,302,1340,1429,-5,5759,210,165,148,--,156,166,96,--,199,3,--,--,36,21, 
 固定资产报废损失(万元),--,--,0,--,21,1,1,--,24,-13,-13,--,-22,1,-0,--,48,-1,1,--,2,--,--,--,--,--, 
 公允价值变动损失(万元),--,-96044,-65857,-175403,-210973,-148376,-66546,-100977,-213038,-139594,-75362,-186228,-10,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,-207,--,-501,--,--,--,-414,--,--,--,-470,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,55789,27625,95198,68816,44289,23416,84403,62271,48567,19062,82860,44325,27801,12166,--,35815,20029,8980,--,46815,17780,--,--,29217,28675, 
 投资损失(万元),--,-6075,-2883,-13090,-7566,-5787,-3247,-14647,-5875,-4145,-1701,4585,-1828,-2366,6,--,-808,-308,--,--,-6279,-2052,--,--,1956,-604, 
 递延所得税资产减少(万元),--,-24978,-1374,-23340,-8679,-7099,4710,-2716,-11223,-1511,965,-8092,-9912,-6980,751,--,-973,427,978,--,-2973,-3078,--,--,-49620,44, 
 递延所得税负债增加(万元),--,80242,24333,74244,72430,50646,23376,60518,74533,43334,27376,61829,-8,-8,--,--,--,--,--,--,--,--,--,--,-149,-2456, 
 存货的减少(万元),--,-1718,341,-1031,-2361,-1015,-1049,338,-1060,-469,756,1872,-2252,-518,1060,--,-1201,-787,-602,--,-501,-146,--,--,-99523,-2161, 
 经营性应收项目的减少(万元),--,-30296,-397945,-80536,165280,-21433,37691,-51829,-168405,-278242,-131523,-28309,-227071,-180527,-120509,--,-131968,-31825,-80430,--,-157124,-4439,--,--,-23382,-12522, 
 经营性应付项目的增加(万元),--,42442,362500,85049,-221941,-21963,-98781,-4474,77115,183890,191020,23684,269177,228236,162380,--,251024,116807,115836,--,156225,12310,--,--,255349,73420, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 其他(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 经营活动产生现金流量净额(万元),--,251615,64167,398393,225815,147585,37793,338822,181045,89183,142907,327760,255182,178897,109471,--,300224,202394,90235,--,183656,113759,--,--,239660,158684, 
 债务转为资本(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 一年内到期的可转换公司债券(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 融资租入固定资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金的期末余额(万元),1237126,717380,599639,589242,838498,561250,520944,554846,728210,923934,375126,359240,324664,347353,328400,381886,278254,294604,460659,376619,286401,259454,221097,355857,280080,225366, 
 现金的期初余额(万元),589242,589242,613787,554846,602584,602584,602584,359240,372151,372151,372151,380492,389434,389434,388403,377472,384192,384192,384192,355884,361380,361380,361380,280080,225366,115859, 
 现金等价物的期末余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金等价物的期初余额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物的净增加额(万元),647883,128137,-14147,34396,235914,-41334,-81640,195606,356059,551782,2975,-21252,-64770,-42081,-60003,4414,-105938,-89588,76467,20735,-74979,-101926,-140283,75776,54714,109507, 

