 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-03-31,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),46381,222206,124213,77247,34261,223850,124869,86524,33173,176770,117176,89323,32121,153178,115833,83532,38092,125269,91556,70506,31405,123437,73562,51560,26969,125236,83835,59819,37592,54594,44647,36615,2723,55705,26647,6907,39575,32593, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 收到的其他与经营活动有关的现金(万元),1215,4561,1693,1630,698,4712,4194,1534,16,7287,1567,1482,16114,11966,5922,5801,34347,11278,64361,32925,27777,11933,75037,2304,16833,8657,10355,4052,741,4720,2497,548,443,1230,4094,535,686,1394, 
 经营活动现金流入小计(万元),47596,226767,125906,78877,34959,228562,129063,88058,33189,184058,118743,90806,48234,165144,121755,89333,72439,136547,155917,103431,59182,135370,148599,53864,43802,133893,94190,63871,38333,59314,47144,37163,3166,56935,30741,7442,40261,33987, 
 购买商品、接受劳务支付的现金(万元),35189,73672,52213,30335,15265,65290,44975,30395,12292,41450,37475,21946,10126,51463,42155,24806,19412,50572,40652,29929,18696,67470,46832,34880,20849,56684,40146,32273,19737,67269,38767,19901,9985,18646,13304,5154,22309,23507, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),7839,29450,19838,14844,7366,25333,15975,11052,6122,21580,15627,10695,5969,18018,12523,8326,4457,17682,12542,8910,4053,15520,10635,7517,3861,9535,5544,4378,1997,6379,4672,2980,1429,5090,3820,1013,4243,3135, 
 支付的各项税费(万元),13734,39397,27641,21252,12716,41870,29402,23303,14145,39439,29698,21491,13217,19144,15673,11921,6042,18425,11451,8749,3214,22540,14230,11675,6279,15851,11345,9078,5149,7457,4921,3558,2893,8096,5632,2222,8595,5272, 
 支付的其他与经营活动有关的现金(万元),28191,76260,58103,35421,18481,49408,38587,23066,13956,40265,27986,16328,24171,36936,22401,20371,38675,35692,85968,52683,36437,27889,95177,16837,24690,31632,34848,22340,8558,22977,11365,7800,5005,12573,11721,2516,9156,10011, 
 经营活动现金流出小计(万元),84953,218779,157795,101852,53829,181901,128938,87817,46514,142735,110786,70460,53483,125561,92753,65423,68587,122371,150613,100270,62401,133418,166874,70910,55679,113703,91884,68069,35441,104082,59724,34240,19313,44405,34477,10904,44303,41925, 
 经营活动产生的现金流量净额(万元),-37357,7988,-31889,-22975,-18870,46662,125,241,-13325,41323,7957,20345,-5249,39583,29002,23909,3852,14176,5304,3161,-3219,1952,-18275,-17046,-11877,20190,2306,-4198,2892,-44768,-12580,2923,-16147,12531,-3735,-3462,-4042,-7937, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,10395,10000,--,--,10515,--,--,--,--,--,--,--,--,--,--,--,16000,--,--,--,--,--,--,0,0,--,0,26,306, 
 取得投资收益所收到的现金(万元),--,212,--,--,--,303,--,--,--,303,395,268,133,524,403,--,--,312,--,--,--,--,--,--,--,155,147,147,147,--,--,--,0,42,42,0,34,24, 
