 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),51078,34181,16406,51256,36931,24120,11981,51951,38831,24847,47340,48691,50077,42011, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),138,109,17,186,136,93,32,170,131,100,152,28,--,13, 
 收到的其他与经营活动有关的现金(万元),720,657,9,126,182,99,12,99,14,9,700,635,591,147, 
 经营活动现金流入小计(万元),51935,34948,16431,51569,37249,24312,12025,52220,38976,24957,48192,49354,50669,42171, 
 购买商品、接受劳务支付的现金(万元),39475,26324,13153,35179,25781,17045,8465,35929,26497,17650,34273,34421,36326,31417, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),6382,4335,2319,7196,5254,3479,1799,6489,4809,3279,7066,6238,5771,4029, 
 支付的各项税费(万元),1378,894,505,2784,2383,1425,822,2894,2048,1457,2047,2817,2704,2331, 
 支付的其他与经营活动有关的现金(万元),2475,1561,588,2302,1522,889,514,1868,1425,867,2213,2156,1937,1552, 
 经营活动现金流出小计(万元),49710,33115,16565,47461,34940,22837,11600,47180,34779,23253,45599,45632,46738,39329, 
 经营活动产生的现金流量净额(万元),2225,1833,-134,4108,2309,1475,425,5040,4197,1703,2593,3722,3931,2842, 
 收回投资所收到的现金(万元),14800,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),118,97,51,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),19,8,8,56,46,2,3,11,11,5,10,247,8,17, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,11400,6700,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),14937,11505,6759,56,46,2,3,11,11,5,10,247,8,17, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),4929,3376,2832,5978,3131,1802,1098,1232,974,727,3644,5072,2502,1567, 
 投资所支付的现金(万元),11300,--,--,--,1200,--,--,--,--,--,--,--,660,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,6900,4700,6700,549,--,--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),16229,10276,7532,12678,4880,1802,1098,1232,974,727,3644,5072,3162,1567, 
 投资活动产生的现金流量净额(万元),-1292,1229,-773,-12623,-4835,-1800,-1095,-1221,-963,-722,-3634,-4825,-3154,-1551, 
 吸收投资收到的现金(万元),--,--,--,14200,14200,--,--,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),4000,3000,--,1200,500,--,--,5300,1300,500,4880,5639,3740,2600, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),4000,3000,0,15400,14700,0,0,5300,1300,500,4880,5639,3740,2600, 
 偿还债务支付的现金(万元),500,--,--,5300,1300,500,--,6540,1800,1000,4185,3534,1935,1265, 
 分配股利、利润或偿付利息所支付的现金(万元),3086,3034,14,203,176,119,62,361,288,196,372,894,4348,146, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,307,13, 
 支付其他与筹资活动有关的现金(万元),--,--,--,1284,1284,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),3586,3034,14,6787,2760,619,62,6901,2088,1196,4557,4427,6283,1411, 
 筹资活动产生的现金流量净额(万元),414,-34,-14,8613,11940,-619,-62,-1601,-788,-696,323,1211,-2543,1189, 
 汇率变动对现金及现金等价物的影响(万元),-43,-25,-6,34,10,8,-2,27,18,-1,-2,-1,-1,-7, 
 现金及现金等价物净增加额(万元),1304,3002,-928,133,9425,-937,-734,2246,2465,285,-720,107,-1767,2474, 
 加:期初现金及现金等价物余额(万元),3450,3450,4010,3318,3318,3318,3318,1072,1072,1072,1792,1685,3452,978, 
 期末现金及现金等价物余额(万元),4754,6452,3082,3450,12742,2381,2584,3318,3536,1357,1072,1792,1685,3452, 
 净利润(万元),--,2085,--,4146,--,--,--,3823,--,1750,2112,3659,4086,3305, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,-9,--,115,--,--,--,47,--,24,33,19,-5,51, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,764,--,1133,--,--,--,1081,--,544,854,828,841,794, 
 无形资产摊销(万元),--,49,--,80,--,--,--,75,--,37,70,61,52,5, 
