 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),31425,18233,46573,26850,6662,39914,36425,38147, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),2952,699,924,376,166,867,3810,4187, 
 经营活动现金流入小计(万元),34377,18933,47496,27226,6828,40781,40235,42333, 
 购买商品、接受劳务支付的现金(万元),22092,14434,24883,17834,6325,22613,23594,20655, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3880,2899,4373,3430,1654,3975,3747,3455, 
 支付的各项税费(万元),3336,2082,5390,3503,1120,4518,3370,3331, 
 支付的其他与经营活动有关的现金(万元),5024,1736,4991,2981,811,4801,7180,5665, 
 经营活动现金流出小计(万元),34333,21151,39637,27748,9910,35907,37891,33107, 
 经营活动产生的现金流量净额(万元),44,-2218,7859,-522,-3082,4874,2344,9227, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),2,1,0,0,--,10,2,4, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,2000,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),2,1,0,0,0,10,2002,4, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),165,126,229,227,120,404,1598,3021, 
 投资所支付的现金(万元),--,--,--,--,--,120,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),165,126,229,227,120,524,1598,3021, 
 投资活动产生的现金流量净额(万元),-163,-125,-229,-227,-120,-514,404,-3016, 
 吸收投资收到的现金(万元),--,--,4400,4400,4400,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--, 
