 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31, 
 销售商品、提供劳务收到的现金(万元),33226,22236,12511,53258,31662,18933,10533,33332,29058,18780,8612,35241,27586,20658,10037,66582,44995,26164,14502,79320,47184,29445,14923,53267,39658,27647,13598,59391,45428,29523,10723,50573,33970,21438,6310,50194,30764,21787,83963,68415,79530,62676, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0, 
 收取利息、手续费及佣金的现金(万元),--,0,--,386,348,262,55,758,683,542,196,777,621,208,88,1226,512,266,88,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0, 
 收到的税费返还(万元),1288,231,231,2000,1594,549,262,1766,1335,1256,652,1458,1329,624,104,2524,2382,1799,422,3215,990,690,215,1713,927,741,177,2052,1186,1027,583,1070,672,610,142,1195,390,390,1921,1370,914,1577, 
 收到的其他与经营活动有关的现金(万元),7975,4912,-1991,3828,2209,12603,6215,2551,2531,2743,2836,2681,751,445,234,3497,2013,938,371,4173,4087,2701,2369,4296,3350,3283,2718,6542,5604,5181,5412,12105,10435,6050,1102,9731,4493,2452,5334,5166,4637,3838, 
 经营活动现金流入小计(万元),42489,27379,10751,59471,35813,32347,17065,38407,33607,23322,12296,40158,30286,21936,10464,73828,49902,29168,15383,86708,52261,32836,17507,59276,43935,31671,16493,67984,52218,35731,16719,63748,45077,28098,7555,61120,36634,24629,91218,75238,85080,68092, 
 购买商品、接受劳务支付的现金(万元),23182,15939,7492,29994,11447,14174,6651,24265,18465,11520,4140,31018,29250,21590,8473,54252,37478,24873,12544,50108,34709,20322,9120,37310,28113,22362,8446,51357,39056,24298,10772,39727,24216,16886,5835,30453,19871,15525,54142,48010,55383,38609, 
 客户贷款及垫款净增加额(万元),--,--,--,-1000,-1000,-1000,-400,-7300,-6400,-6000,-2000,6300,6300,5500,5500,4500,8750,7950,6900,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0, 
 支付给职工以及为职工支付的现金(万元),7859,5465,3225,9132,6922,4702,2636,7610,5563,3658,2066,9722,7567,5312,2254,10089,8012,5664,3070,9141,6937,4773,2235,9181,7127,5018,2350,8386,6343,4210,2370,6386,4700,3238,1852,4855,3399,2557,5195,3575,3556,2890, 
 支付的各项税费(万元),2837,2504,1532,1685,1065,885,519,3113,2615,2200,1147,3599,2391,2075,584,3144,2788,1200,424,3063,1935,774,185,1426,1129,998,909,3187,2603,1647,811,4266,3837,3052,1360,5815,3568,2061,3715,3374,5404,4803, 
 支付的其他与经营活动有关的现金(万元),8782,4716,2428,8497,6879,5846,2052,6729,10347,7782,6625,11122,8917,7030,2683,7418,5447,3819,1796,6177,5631,4246,2793,7159,5522,2942,3654,7402,5667,4886,4661,16181,14076,8151,1764,13501,10402,2734,12271,7185,6543,6310, 
 经营活动现金流出小计(万元),42659,28624,14676,48307,25314,24606,11459,34418,30590,19159,11978,61761,54425,41506,19494,79403,62475,43506,24734,68488,49212,30116,14334,55076,41892,31320,15359,70332,53670,35042,18613,66560,46828,31327,10811,54624,38228,22877,75323,61855,70886,52612, 
 经营活动产生的现金流量净额(万元),-170,-1245,-3924,11164,10499,7741,5607,3989,3017,4162,318,-21604,-24138,-19570,-9030,-5574,-12573,-14339,-9352,18220,3048,2720,3173,4200,2043,351,1134,-2348,-1453,689,-1895,-2812,-1752,-3229,-3256,6496,-1594,1752,15895,13383,14195,15480, 
 收回投资所收到的现金(万元),15076,13388,13188,100383,79913,38860,2323,26790,21190,12590,8590,48401,25213,23346,17370,120735,79210,57100,49080,44417,0,--,--,--,500,500,2500,--,--,--,1000,--,--,--,--,--,0,--,--,0,0,0, 
 取得投资收益所收到的现金(万元),405,267,139,163,--,--,--,--,--,--,--,254,122,--,--,1415,1200,1179,206,658,459,288,97,266,214,98,98,17,13,13,0,--,--,--,--,--,0,--,--,0,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),0,--,--,56,15,7,7,9,9,3,3,20,16,8,3,11,2,2,2,76,70,12,--,--,--,0,--,67,59,49,--,64,--,--,--,--,0,--,42,0,11,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,0,169,0, 
 收到的其他与投资活动有关的现金(万元),--,0,--,0,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0, 
 投资活动现金流入小计(万元),15481,13655,13327,100602,79928,38867,2330,26799,21199,12593,8593,48675,25351,23353,17373,122161,80412,58281,49287,45151,529,300,97,266,714,598,2598,85,72,62,1000,64,0,--,--,--,0,--,42,0,180,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),385,340,173,461,405,91,43,600,32,86,12,1460,564,512,350,963,577,393,137,2022,1571,1205,686,3378,2099,986,687,5407,5109,4743,306,12678,11885,5689,3259,6037,5885,4660,4678,3897,2342,1266, 
 投资所支付的现金(万元),13188,11688,9800,111252,93564,48490,9637,25113,21190,17190,8590,39670,35329,27003,36733,102848,57825,53872,43190,71042,18236,15500,1000,5500,--,0,--,6500,--,--,2000,--,--,--,--,305,60,60,--,255,0,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,11797,--,--,--,--,--,0,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,0,--,-231,0,0,0, 
 支付的其他与投资活动有关的现金(万元),--,0,--,0,17,17,--,0,--,--,--,1125,--,0,--,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0, 
 投资活动现金流出小计(万元),13573,12028,9973,111713,93986,48598,9680,25713,21222,17276,8602,54052,35893,27515,37083,103811,58402,54266,43327,73064,19806,16705,1686,8878,2099,986,687,11907,5109,4743,2306,12678,11885,5689,3259,6342,5945,4720,4447,4152,2342,1266, 
 投资活动产生的现金流量净额(万元),1907,1627,3353,-11110,-14058,-9731,-7350,1085,-24,-4683,-9,-5378,-10542,-4161,-19710,18350,22010,4015,5961,-27913,-19277,-16405,-1589,-8611,-1385,-388,1911,-11822,-5037,-4681,-1305,-12614,-11885,-5689,-3259,-6342,-5945,-4720,-4405,-4152,-2162,-1266, 
 吸收投资收到的现金(万元),--,--,--,--,1554,1134,1134,--,--,--,--,3057,3057,--,--,0,--,--,--,8527,3193,2876,--,--,--,0,--,--,--,--,--,90123,89689,89689,89689,--,0,--,--,0,60,0, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,3057,--,--,--,0,--,--,--,5000,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,0,60,0, 
 取得借款收到的现金(万元),780,480,--,1340,1340,520,320,1630,1410,620,420,6820,520,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,527,527,--,--,20000,17000,13000,17360,11709,41000,7000, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0, 
 收到其他与筹资活动有关的现金(万元),850,850,853,2440,--,--,--,2409,--,0,--,0,--,--,1,--,--,--,--,0,--,0,--,0,--,0,--,--,--,--,--,--,--,--,--,--,0,--,--,0,0,0, 
 筹资活动现金流入小计(万元),1630,1330,853,3780,2894,1654,1454,4039,1410,620,420,9877,3577,0,1,0,0,0,0,8527,3193,2876,0,0,0,0,0,0,0,0,0,90650,90216,89689,89689,20000,17000,13000,17360,11709,41060,7000, 
 偿还债务支付的现金(万元),1340,520,321,1630,1340,935,--,6720,4420,4000,4000,1100,904,544,--,--,--,--,--,--,--,--,--,--,--,0,--,506,506,506,506,8020,8000,8000,8000,19650,11650,11650,21710,8020,34000,5000, 
 分配股利、利润或偿付利息所支付的现金(万元),701,684,79,82,195,130,529,270,210,93,83,71,39,33,19,4958,4958,4958,--,4800,4800,4800,--,1976,1976,1926,3,3014,3014,3014,16,3108,3107,3093,52,588,342,265,9678,9438,13422,3161, 
