 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2010-06-30,2009-12-31,2008-12-31, 
 销售商品、提供劳务收到的现金(万元),235318,130184,65294,330494,212066,126715,73477,269742,180885,97218,39389,267509,124586,84156,44965,200204,124409,69652,36222,190096,120880,82345,29948,206457,118999,71708,31258,162505,91671,48556,136186,44124,109547,122171, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),4016,1853,942,3185,2354,1114,627,972,592,363,245,526,394,214,121,597,490,513,230,711,405,227,126,780,589,477,286,579,539,348,186,147,198,300, 
 收到的其他与经营活动有关的现金(万元),6234,1740,2009,20984,17651,17565,43958,4687,9375,3575,2739,3500,4774,3067,5180,2846,5119,4826,2770,5460,4324,2526,929,6320,7026,4479,1232,9149,1326,2308,4641,1081,3547,2051, 
 经营活动现金流入小计(万元),245568,133778,68244,354662,232071,145394,118062,275401,190852,101156,42372,271535,129754,87437,50265,203647,130018,74991,39222,196267,125608,85099,31003,213557,126614,76664,32777,172234,93536,51212,141014,45351,113292,124522, 
 购买商品、接受劳务支付的现金(万元),133152,80966,33311,194604,140063,92047,83083,224338,158368,123084,54437,161320,93885,72012,41344,116649,92796,48010,26393,114076,85401,54107,30051,140639,91467,58640,31928,118938,84569,50669,85510,35561,75982,94025, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),33679,24610,15028,41806,30000,21550,12657,33209,25031,16896,9548,29361,22622,15284,9236,27424,20710,14282,7404,25031,19414,14868,9271,22600,16522,11507,6420,21289,15212,9425,13999,7846,10357,7674, 
 支付的各项税费(万元),11295,7872,5468,19722,15462,12842,8534,18201,12239,8586,2908,22360,13233,9990,7395,23811,13972,9704,5996,18203,8923,8010,5550,19789,11077,8924,6603,18433,7334,6549,11876,5359,9334,7103, 
 支付的其他与经营活动有关的现金(万元),30519,16321,5373,17907,23504,15374,4357,36200,54950,30038,9125,30863,13969,14903,6408,32443,10617,6915,3174,14411,9249,7017,3151,14714,9965,6061,2248,16135,10136,9130,8900,3964,8508,7608, 
 经营活动现金流出小计(万元),208644,129769,59180,274040,209029,141812,108631,311948,250587,178604,76018,243903,143710,112189,64382,200326,138095,78910,42967,171721,122988,84002,48023,197741,129031,85132,47200,174795,117251,75773,120284,52730,104182,116410, 
 经营活动产生的现金流量净额(万元),36924,4009,9064,80622,23043,3581,9431,-36547,-59736,-77448,-33645,27632,-13955,-24752,-14116,3320,-8076,-3920,-3745,24546,2621,1096,-17020,15815,-2417,-8468,-14423,-2561,-23715,-24561,20729,-7379,9111,8111, 
 收回投资所收到的现金(万元),586500,448300,217000,405720,251620,243800,118700,436300,275400,61000,41000,309550,238550,110650,55850,151000,91000,51000,32000,73500,40000,18000,1000,--,--,--,0,--,--,37,--,--,48,4000, 
 取得投资收益所收到的现金(万元),4618,3471,1811,2087,1334,1176,657,3332,2217,1382,510,2443,1637,639,156,2344,873,539,325,1189,592,290,4,--,--,--,--,--,37,--,31,11,86,24, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),83,32,698,125,108,45,15,21,18,24,14,88,37,42,1226,214,73,78,31,315,16,15,10,16,32,20,14,28,24,20,311,7,2280,6, 
 处置子公司及其他营业单位收到的现金净额(万元),141,141,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,45,45,45,100,--,--,--,--,--,705,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,76,--,--,--,--,--,8258,27723, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),591341,451943,219509,407932,253062,245020,119372,439654,277635,62406,41524,312081,240224,111331,57231,153558,91946,51617,32356,75005,40608,18305,1014,61,77,65,190,28,61,57,342,17,11376,31752, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),124791,95408,59330,262063,175498,132112,43685,227224,158643,77597,25248,100791,58539,45196,17952,50530,4273,2544,1136,8056,4312,3795,3181,8937,6451,4694,2429,12598,6825,4322,5553,3805,7443,8768, 
 投资所支付的现金(万元),553669,397119,102360,551934,224035,222060,148800,432033,355264,194405,44000,416049,339550,162714,80464,133425,141300,80000,40000,71500,40000,13000,--,20000,--,--,0,64,--,--,--,--,973,4000, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),1,760,--,-11160,-11688,-10197,--,9335,7139,6252,300,586,2656,--,--,7653,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,116,--, 
 支付的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--,--,--,4752,--,7540,6340,--,--,--,0,--,--,--,--,--,--,--,--,0,--,--,--,--,--,2393,1468, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),678461,493287,161690,802837,387845,343976,192485,668592,521046,278254,74299,517426,408285,214250,98416,191608,145573,82544,41136,79556,44312,16795,3181,28937,6451,4694,2429,12662,6825,4322,5553,3805,10924,14235, 
