 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),87254,474625,228620,125820,49729,270744,140953,88265,41296,174323,128777,89383,43449,198154,158754,93482,36507,91745,79776,51847,28562,65780,63439,39882,13778,58462,46393,30102,12111,48737,38315,27457,13859,54523,23805,48791,36363, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 收到的税费返还(万元),2706,8027,6993,4921,1643,7896,4740,1947,1032,5058,3737,2569,1304,5530,4488,2274,577,3885,2734,492,331,3368,2776,1686,931,3975,2327,1287,644,1867,1633,703,304,746,1297,254,20, 
 收到的其他与经营活动有关的现金(万元),1007,93654,53546,21860,38638,2504,29631,12106,5349,8899,13025,7798,3611,3632,601,2182,149,1535,1660,985,386,3703,789,68,88,780,632,211,211,1823,736,216,600,418,421,839,218, 
 经营活动现金流入小计(万元),90968,576306,289159,152601,90010,281143,175323,102318,47676,188280,145538,99750,48364,207315,163843,97939,37233,97166,84170,53324,29278,72851,67004,41635,14797,63217,49351,31600,12966,52426,40683,28376,14764,55686,25524,49884,36601, 
 购买商品、接受劳务支付的现金(万元),114846,331325,172192,103224,47841,197270,90208,67033,28350,134420,106943,75472,36760,135905,119401,75806,37474,103187,82942,47513,19677,72804,48757,31734,13392,63604,49602,37694,18632,57246,44044,30308,15456,45788,19074,40181,24087, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 支付给职工以及为职工支付的现金(万元),5887,25561,17945,11214,4915,12611,7484,5507,2654,10254,7698,5159,2510,8952,6633,4449,1947,6973,4707,3145,1443,3965,2998,1957,881,2376,1715,1121,551,1329,906,586,345,925,470,608,578, 
 支付的各项税费(万元),1712,20278,12744,9949,5455,5069,2922,1412,518,4253,3890,1713,1020,2433,2069,1092,180,1212,692,495,317,517,473,316,85,2429,2166,962,321,1201,671,427,37,909,883,1157,923, 
