 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),11673,49378,30335,16760,8577,26855,18754,11699,5655,22353,15450,9391,4321,20064,14803,9605,4677,17986,13772,14760,10809, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),272,1538,1137,601,338,1249,924,550,200,1042,682,474,239,980,824,453,346,608,512,624,352, 
 收到的其他与经营活动有关的现金(万元),3318,6297,4686,5723,573,2209,2268,422,986,2654,2028,727,40,581,324,381,29,240,159,373,427, 
 经营活动现金流入小计(万元),15262,57213,36157,23084,9488,30313,21947,12671,6840,26048,18160,10593,4600,21625,15950,10439,5052,18834,14443,15757,11588, 
 购买商品、接受劳务支付的现金(万元),9589,31758,16828,9011,4080,11944,10191,4937,2698,10945,8228,5029,2217,9283,7189,4802,2329,9596,7358,8517,4877, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),3437,9283,7016,4161,1688,5253,3885,2235,982,4302,3287,2185,1167,3784,2933,1758,911,3110,2241,2179,1374, 
 支付的各项税费(万元),1743,5131,3066,1938,314,2460,2597,1373,561,2521,1939,1194,506,2266,1592,1010,380,2300,1713,1200,1141, 
 支付的其他与经营活动有关的现金(万元),1889,7674,7092,4684,1295,4469,3859,2347,1292,3129,4330,1802,804,2011,1401,949,335,2014,1277,1610,1671, 
 经营活动现金流出小计(万元),16658,53847,34002,19794,7377,24125,20531,10892,5534,20898,17783,10211,4693,17344,13114,8519,3955,17021,12589,13505,9063, 
 经营活动产生的现金流量净额(万元),-1396,3366,2155,3290,2111,6188,1416,1779,1306,5151,377,382,-94,4281,2836,1920,1097,1813,1854,2252,2525, 
 收回投资所收到的现金(万元),74565,203282,--,83300,52864,95611,--,--,--,--,--,--,--,--,--,--,--,2809,2809,1304,2009, 
 取得投资收益所收到的现金(万元),--,171,942,629,--,--,--,--,--,--,--,--,--,--,--,--,--,10,10,--,23, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,5,--,--,--,7,7,5,5,7,2,2,0,--,--,--,--,186,23,95,--, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,59,73, 
 收到的其他与投资活动有关的现金(万元),--,1055,161100,--,--,--,--,--,--,--,--,--,--,142,142,142,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),74565,204513,162042,83929,52864,95618,7,5,5,7,2,2,0,142,142,142,0,3005,2842,1458,2104, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),4571,15538,10760,5414,3862,18212,9086,6583,2168,10175,5123,1949,833,2397,1892,1517,820,3501,2952,2293,5474, 
 投资所支付的现金(万元),66032,157439,4212,74663,28113,150577,17,5057,--,3323,--,--,--,--,--,--,--,1800,1800,2200,2000, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,5139,4223,--,--,6215,6215,--,--,--,--,--,--,--,--,--,--,174,174,280,--, 
 支付的其他与投资活动有关的现金(万元),--,--,145400,--,--,--,53000,--,--,--,--,--,--,--,--,--,--,800,800,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),70603,178116,164594,80077,31975,175004,68318,11640,2168,13498,5123,1949,833,2397,1892,1517,820,6276,5726,4773,7474, 
 投资活动产生的现金流量净额(万元),3962,26398,-2552,3852,20889,-79386,-68311,-11636,-2164,-13492,-5120,-1947,-833,-2256,-1751,-1375,-820,-3270,-2884,-3315,-5370, 
 吸收投资收到的现金(万元),968,--,--,--,--,75661,75657,75657,--,11479,11479,10979,10979,--,--,--,--,--,--,--,--, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,500,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),8200,14455,13000,--,--,14500,12000,--,--,4490,4490,1690,--,2800,2800,2200,1000,3880,2780,1200,200, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),--,3265,--,--,--,927,--,140,--,1250,555,205,80,721,285,285,150,155,155,402,250, 
 筹资活动现金流入小计(万元),9168,17720,13000,0,0,91087,87657,75797,0,17219,16524,12874,11059,3521,3085,2485,1150,4035,2935,1602,450, 
 偿还债务支付的现金(万元),100,8700,5600,192,100,4490,4490,1690,--,2800,2800,2800,1600,2880,2380,1380,1380,2200,1600,200,500, 
