 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31, 
 销售商品、提供劳务收到的现金(万元),32048,20737,35454,26114,31613,15251,32502,23360,18132, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),493,6,90,107,5,5,393,334,--, 
 收到的其他与经营活动有关的现金(万元),1351,787,342,428,338,320,575,395,31, 
 经营活动现金流入小计(万元),33893,21531,35886,26649,31956,15576,33470,24089,18163, 
 购买商品、接受劳务支付的现金(万元),18913,11959,20308,15120,18275,8538,20319,15024,10525, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5216,3422,6310,4694,5885,2839,4311,3819,2983, 
 支付的各项税费(万元),2221,1512,2905,2187,2315,1152,2306,1433,1060, 
 支付的其他与经营活动有关的现金(万元),1243,412,1105,1074,875,389,795,833,754, 
 经营活动现金流出小计(万元),27592,17306,30628,23075,27351,12919,27731,21109,15323, 
