 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31, 
 销售商品、提供劳务收到的现金(万元),139688,115413,46515,10161,5249,3291,712,10196,6894,4280,1879,9852,7551,3811,1141,6410,4063,3272,460,5740,3698,1397,674,1393,713,154,--,--,--,--,--,579,--,--,--,--,5,5,--,464,164,134,84,8760,7992,6521,3536,17488,11292,5848,17488, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2,--,--,--,69,16,--,69, 
 收到的其他与经营活动有关的现金(万元),754,45,9526,1551,71,56,47,139,117,92,14,174,1249,141,18,5965,151,137,73,322,935,835,873,1293,46,32,81,21,19,11,179,3363,1939,1769,197,1563,106,41,18,570,561,1354,765,1743,779,407,28,3385,2734,2521,3385, 
 经营活动现金流入小计(万元),140442,115458,56041,11712,5320,3346,758,10335,7010,4372,1893,10026,8800,3952,1159,12376,4214,3408,533,6062,4633,2231,1547,2686,759,187,81,21,19,11,179,3942,1939,1769,197,1563,111,46,18,1034,725,1488,849,10505,8770,6928,3565,20941,14041,8369,20941, 
 购买商品、接受劳务支付的现金(万元),195801,132120,55265,8307,4092,2615,1272,5838,4195,2449,1181,8192,6445,4235,1805,4110,3143,1716,984,3947,2461,988,788,1380,970,256,--,--,--,--,--,548,--,--,--,--,42,42,42,1066,488,42,35,5867,6203,5033,2438,13049,8851,4214,13049, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),2195,1050,405,1239,865,644,421,985,771,547,339,876,638,455,268,688,436,300,175,419,275,166,78,225,139,99,58,225,136,100,63,186,138,96,60,733,575,514,76,416,439,293,153,1257,1181,815,456,1912,1461,1000,1912, 
 支付的各项税费(万元),3042,507,151,727,574,390,196,1050,861,571,190,1195,1052,461,279,1020,867,558,475,204,100,33,11,33,24,16,8,28,26,19,12,36,27,20,12,87,84,16,7,64,58,52,5,186,106,36,32,396,232,131,396, 
 支付的其他与经营活动有关的现金(万元),4018,653,246,569,428,310,141,591,373,263,92,7510,8496,7239,7093,424,1592,1477,168,337,1137,1028,932,239,193,152,126,1978,1992,1714,1798,944,1015,814,113,1503,708,683,1947,1248,1270,1157,434,2709,1601,997,827,3342,2995,2077,3342, 
 经营活动现金流出小计(万元),205056,134330,56067,10842,5959,3958,2030,8464,6200,3830,1801,17772,16631,12391,9446,6242,6037,4051,1802,4907,3973,2214,1808,1876,1326,522,192,2231,2154,1833,1873,1713,1180,930,186,2324,1409,1256,2072,2795,2255,1544,627,10019,9091,6881,3752,18699,13539,7422,18699, 
 经营活动产生的现金流量净额(万元),-64614,-18872,-26,870,-638,-612,-1271,1871,810,542,92,-7745,-7830,-8439,-8287,6133,-1823,-642,-1268,1156,660,17,-260,810,-567,-335,-112,-2210,-2135,-1822,-1695,2229,758,839,11,-760,-1298,-1210,-2055,-1761,-1530,-56,222,486,-321,47,-187,2242,502,947,2242, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2275,2275,2275,850,--,--,--,--,--,--,--,--,4014,--,--,--,540,540,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1425,--,--,--,--,--,--,--,--,--,--,--,--,48,48,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,1,1,--,--,--,--,--,--,3,--,--,--,--,--,--,--,12,12,12,6,--,--,--,--,2,2,--,--,540,540,540,540, 
