 报告日期,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31, 
 销售商品、提供劳务收到的现金(万元),327407,199485,75113,547051,340741,210972,80148,363785,281879,172785,90952,198183,134035,82676,32689,170559,113252,68841,17450,80324,56882,34817,14635,49824,34584,19760,5698,33527,21846,13959,3722,27128,21294,11277,15219,7424,10113,6112, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 收到的税费返还(万元),--,--,--,643,4,165,120,149,1727,1375,34,64,4004,--,42,36,--,--,794,40,393,0,249,27,--,--,--,--,73,--,--,--,--,0,0,--,0,0, 
 收到的其他与经营活动有关的现金(万元),13325,4186,3630,23287,15986,10123,8764,12958,13905,7435,6696,15937,19907,5238,2708,14038,11821,14752,45854,7814,4574,3605,1371,4797,3501,3515,798,3884,2629,1682,133,1466,1030,831,3900,3595,8339,8181, 
 经营活动现金流入小计(万元),340732,203671,78743,570981,356731,221260,89032,376892,297512,181595,97682,214185,157946,87914,35439,184632,125073,83592,64099,88179,61849,38422,16255,54647,38085,23275,6496,37411,24549,15642,3855,28594,22324,12107,19118,11018,18452,14293, 
 购买商品、接受劳务支付的现金(万元),308543,166206,73452,422246,343060,241995,107129,353405,281108,200951,101509,218360,151845,89545,31604,110995,86015,53292,18045,62508,47586,28893,10725,42657,31644,21572,11061,30953,23680,14698,4050,17964,12770,9612,11136,5580,10717,5103, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 支付给职工以及为职工支付的现金(万元),26789,19832,12491,26663,19812,13931,8419,22286,15353,10598,6544,16901,12323,9047,6213,11580,9993,5085,2687,3701,2596,1842,969,2826,2235,1412,847,1133,734,487,259,612,377,272,303,211,151,52, 
 支付的各项税费(万元),30826,20001,11471,21602,18608,12577,8497,24253,24816,19051,11777,22692,23801,19620,14784,19074,13525,7783,5613,17869,13972,9696,5221,7958,7389,3918,2124,6680,5002,2203,671,5083,4141,2392,2079,1395,705,263, 
 支付的其他与经营活动有关的现金(万元),31730,17044,14523,29838,24082,13343,9763,45997,23600,12316,14753,18162,25402,10393,5950,22540,20602,18916,47480,10078,9112,4115,3391,4566,6110,5934,1588,3579,1736,1077,1247,2157,3015,651,4453,4335,7380,9249, 
 经营活动现金流出小计(万元),397888,223084,111937,500349,405562,281847,133808,445942,344877,242917,134583,276115,213370,128605,58551,164189,130135,85076,73824,94157,73266,44546,20306,58007,47378,32836,15620,42344,31152,18465,6228,25815,20302,12927,17971,11521,18953,14667, 
 经营活动产生的现金流量净额(万元),-57156,-19413,-33194,70632,-48830,-60586,-44776,-69050,-47365,-61321,-36900,-61931,-55425,-40691,-23112,20443,-5062,-1484,-9726,-5978,-11417,-6123,-4051,-3360,-9293,-9561,-9124,-4934,-6603,-2823,-2372,2779,2022,-820,1147,-503,-501,-374, 
 收回投资所收到的现金(万元),114903,77373,41000,27147,21269,14459,--,181,--,--,--,--,--,--,3050,--,--,--,--,80,80,80,80,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 取得投资收益所收到的现金(万元),1702,1310,541,448,1089,525,728,1014,616,609,606,904,918,909,903,5,513,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,22,15,2,0,0,--,--,--,--,--,--,--,18,18,30,18,18,14,14,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 处置子公司及其他营业单位收到的现金净额(万元),0,--,--,--,190,--,20,--,-4,263,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 收到的其他与投资活动有关的现金(万元),--,--,5,992,18,10,354,3745,267,--,--,729,137,118,61,1037,600,768,57,1070,788,624,104,1984,947,534,122,1735,567,398,106,303,210,218,46,20,6,4, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 投资活动现金流入小计(万元),116606,78684,41546,28610,22581,14996,1102,4940,879,872,606,1633,1054,1027,4013,1059,1131,799,75,1168,882,718,184,1984,947,534,122,1735,567,398,106,303,210,218,46,20,6,4, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),595,378,170,1182,226,111,68,2198,263,140,56,977,660,372,107,2301,2020,870,379,2622,2398,1732,2454,5557,2511,820,155,2193,292,238,160,550,398,146,143,56,92,25, 
 投资所支付的现金(万元),102401,77897,57884,47650,21650,20926,8000,127004,92296,66973,53576,8434,7253,3500,3050,50245,72461,12002,320,9521,4094,24,24,4330,2470,370,60,2900,7400,--,--,2000,2000,0,100,100,0,0, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,208,208,--,4003,2694,2694,-806,--,--,--,--,43738,-11632,43863,--,3289,1039,1039,--,--,2250,2250,--,4358,--,--,--,--,--,0,0,--,0,0, 
 支付的其他与投资活动有关的现金(万元),--,--,--,250,--,--,--,300,--,--,--,300,--,--,--,150,--,--,54800,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 投资活动现金流出小计(万元),102996,78275,58054,49082,22084,21246,8068,133505,95253,69807,52826,9711,7913,3872,3157,96434,62849,56735,55499,15432,7530,2795,2478,9887,7231,3440,215,9451,7692,238,160,2550,2398,146,243,156,92,25, 
 投资活动产生的现金流量净额(万元),13610,409,-16508,-20472,497,-6250,-6966,-128565,-94374,-68935,-52220,-8078,-6858,-2845,856,-95375,-61718,-55936,-55424,-14264,-6649,-2077,-2294,-7902,-6285,-2905,-93,-7716,-7125,161,-54,-2247,-2188,72,-197,-136,-85,-21, 
 吸收投资收到的现金(万元),2881,2065,--,11811,11611,49,--,8262,1092,1092,1092,205861,9833,8392,7992,30015,33122,29770,--,3861,4021,3781,2400,200,80,40,--,120,40,--,--,91815,--,0,5105,5105,0,1600, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,249,49,49,--,7515,345,345,345,690,690,490,--,375,130,130,--,80,--,--,--,200,80,40,--,120,40,--,--,--,--,0,0,--,0,100, 
 取得借款收到的现金(万元),188000,106000,34000,113049,97000,68500,25000,205701,172703,95700,38200,87643,62500,24000,5000,83569,47237,38738,1000,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,1800,1800,2000,0, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 收到其他与筹资活动有关的现金(万元),2350,--,--,7874,3645,--,--,2814,--,--,--,--,--,--,--,2919,--,--,61894,105,--,--,359,--,--,33,7,--,--,--,--,--,--,0,0,--,0,0, 
 筹资活动现金流入小计(万元),193231,108065,34000,132735,112256,68549,25000,216777,173795,96792,39292,293504,72333,32392,12992,116502,80359,68507,62894,3965,4021,3781,2759,200,80,73,7,120,40,0,0,91815,0,0,6905,6905,2000,1600, 
 偿还债务支付的现金(万元),158071,88500,25000,140618,103629,44568,20000,81363,65044,34565,5000,48801,23997,13997,8997,15844,6005,5,1,--,--,--,--,--,--,--,--,--,--,--,--,1800,1800,1800,2000,2000,0,0, 
 分配股利、利润或偿付利息所支付的现金(万元),15379,12414,3100,16817,12957,5419,2527,11564,7410,6353,872,8255,7016,5832,968,4634,4460,3126,594,3088,3088,3088,--,4739,4560,4560,719,6778,3389,3389,--,39,39,39,1701,1666,28,0, 
 其中：子公司支付给少数股东的股利、利润(万元),920,691,545,--,442,--,--,981,--,--,--,--,--,--,--,109,109,--,--,--,--,--,--,--,719,899,--,--,--,--,--,--,--,0,0,--,0,0, 
 支付其他与筹资活动有关的现金(万元),5792,3442,--,6932,--,--,--,1551,807,7,506,3892,335,310,--,2839,--,--,89,348,--,--,--,--,--,--,--,284,284,284,--,453,278,75,90,40,50,0, 
 筹资活动现金流出小计(万元),179242,104356,28100,164367,116587,49987,22527,94479,73261,40925,6378,60948,31348,20139,9965,23317,10465,3131,684,3436,3088,3088,0,4739,4560,4560,719,7062,3673,3673,0,2293,2118,1914,3791,3706,78,0, 
 筹资活动产生的现金流量净额(万元),13989,3709,5900,-31632,-4330,18562,2473,122298,100535,55867,32914,232557,40985,12253,3027,93185,69895,65377,62211,530,932,692,2759,-4539,-4480,-4487,-712,-6942,-3633,-3673,0,89522,-2118,-1914,3114,3199,1922,1600, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 现金及现金等价物净增加额(万元),-29557,-15295,-43803,18528,-52663,-48274,-49268,-75317,-41204,-74389,-56207,162548,-21298,-31284,-19229,18253,3114,7957,-2940,-19713,-17133,-7508,-3585,-15802,-20057,-16953,-9928,-19591,-17361,-6336,-2426,90054,-2284,-2662,4064,2560,1336,1205, 
 加:期初现金及现金等价物余额(万元),165814,165814,165814,147286,147286,147286,147286,222603,222603,222603,222603,60055,60055,60055,60055,41802,41802,41802,13984,61515,61515,61515,61515,77317,77317,77317,77272,96908,97026,96908,96908,6854,6854,6854,2789,2789,1453,248, 
 期末现金及现金等价物余额(万元),136258,150519,122011,165814,94623,99012,98018,147286,181399,148214,166396,222603,38757,28771,40826,60055,44917,49759,11045,41802,44382,54006,57929,61515,57260,60364,67344,77317,79665,90572,94482,96908,4570,4192,6854,5349,2789,1453, 
 净利润(万元),--,28892,--,63591,--,27419,--,49085,--,28438,--,49972,--,22557,--,40657,--,21128,--,27385,--,13807,--,22255,--,10889,--,15599,--,8038,--,9618,--,0,5542,--,3830,2356, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,6001,0,--,0,0, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 资产减值准备(万元),--,2407,--,5278,--,-9415,--,9020,--,626,--,6471,--,991,--,3612,--,328,--,1677,--,1114,--,1214,--,461,--,497,--,402,--,-35,--,151,134,--,17,56, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,471,--,1015,--,510,--,1101,--,550,--,1118,--,559,--,1070,--,510,--,748,--,323,--,378,--,154,--,143,--,68,--,80,--,34,51,--,35,27, 
 无形资产摊销(万元),--,19,--,118,--,52,--,54,--,9,--,34,--,21,--,18,--,12,--,1,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 长期待摊费用摊销(万元),--,778,--,1520,--,703,--,1021,--,438,--,831,--,418,--,945,--,452,--,621,--,268,--,246,--,71,--,83,--,31,--,41,--,15,2,--,0,0, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,--,--,-26,--,--,--,0,--,--,--,--,--,--,--,-5,--,0,--,4,--,6,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 固定资产报废损失(万元),--,9,--,2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 公允价值变动损失(万元),--,--,--,94,--,-17,--,154,--,59,--,332,--,80,--,-312,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 财务费用(万元),--,4472,--,8734,--,4038,--,6679,--,1286,--,5153,--,1666,--,1507,--,366,--,-915,--,-567,--,-1598,--,-826,--,-2092,--,-928,--,-419,--,-192,163,--,26,-4, 
 投资损失(万元),--,-453,--,-3259,--,-4303,--,-2736,--,-939,--,-1984,--,-1509,--,-654,--,-350,--,-39,--,-104,--,180,--,184,--,260,--,-5,--,52,--,0,0,--,0,0, 
 递延所得税资产减少(万元),--,-2991,--,-2917,--,515,--,-274,--,358,--,168,--,-156,--,-2324,--,-248,--,-767,--,-55,--,-1074,--,11,--,-109,--,-98,--,8,--,-35,-66,--,-0,0, 
 递延所得税负债增加(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 存货的减少(万元),--,18519,--,-85808,--,-96695,--,-29304,--,-63236,--,-53702,--,-11353,--,-19269,--,-28759,--,-19127,--,-7098,--,-14855,--,-7009,--,-3615,--,-524,--,-3071,--,-959,332,--,-712,-3063, 
 经营性应收项目的减少(万元),--,-51636,--,-111899,--,-58786,--,-144774,--,-44546,--,-92425,--,-41904,--,-29205,--,-40587,--,-19849,--,-15467,--,-23812,--,-14006,--,-23222,--,-15516,--,-1448,--,-5334,-6712,--,-2795,-1040, 
 经营性应付项目的增加(万元),--,-19900,--,191368,--,75395,--,40923,--,17973,--,26685,--,-9255,--,24197,--,52788,--,3064,--,1234,--,10573,--,-1128,--,7489,--,5708,--,-2047,--,-500,1702,--,-902,1293, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,0, 
 其他(万元),--,--,--,2823,--,--,--,--,--,-2339,--,-4584,--,-2806,--,206,--,-7124,--,1219,--,415,--,3134,--,1639,--,33,--,--,--,--,--,0,0,--,0,0, 
