 报告日期,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2010-12-31,2009-12-31, 
 销售商品、提供劳务收到的现金(万元),606436,2258056,1615406,993905,440462,2081992,1298965,827184,432739,1312960,801646,268166,40366,523655,342794,221008,80343,494244,340484,175524,72937,897468,580375,315944,630616,519320,419995, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),71,354,66,5,5,48,38,38,--,136,37,10,0,288,217,77,10,442,403,385,52,612,179,126,550,979,362, 
 收到的其他与经营活动有关的现金(万元),3037,12076,10146,6818,2690,4236,852,689,117,8209,4836,4724,1344,5385,7488,4797,2236,2485,605,486,249,1744,1466,1275,1120,154,267, 
 经营活动现金流入小计(万元),609544,2270487,1625619,1000728,443157,2086276,1299855,827910,432856,1321305,806519,272900,41710,529328,350498,225882,82589,497171,341492,176396,73238,899824,582020,317344,632286,520452,420624, 
 购买商品、接受劳务支付的现金(万元),582781,2343220,1663537,1060201,461122,2013304,1247037,778118,348327,1347553,817533,242343,39594,491890,337597,200749,75935,452612,313084,158434,77644,934422,622712,316162,606772,493713,400744, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),1055,2936,2239,1601,769,2323,1862,1341,738,2920,2187,1380,635,4200,2144,1299,615,2887,2225,1386,482,2584,2037,1478,2258,2113,1309, 
 支付的各项税费(万元),1287,2087,1718,1019,588,1883,1449,1301,1147,736,527,259,110,1306,1266,1410,992,4930,3912,3503,3344,6576,5322,4114,8253,5375,4557, 
 支付的其他与经营活动有关的现金(万元),3420,7521,6969,4207,1609,10406,5265,4204,1989,10840,4513,3596,4068,8504,8526,6098,2583,10637,6449,4499,2126,11157,8457,5390,11585,11624,10357, 
 经营活动现金流出小计(万元),588542,2355764,1674464,1067028,464088,2027916,1255612,784964,352201,1362049,824760,247578,44407,505900,349534,209556,80125,471067,325670,167821,83595,954740,638528,327145,628868,512825,416967, 
 经营活动产生的现金流量净额(万元),21001,-85278,-48845,-66299,-20931,58360,44243,42946,80656,-40744,-18240,25322,-2697,23428,965,16326,2464,26104,15822,8575,-10358,-54916,-56508,-9800,3418,7627,3657, 
 收回投资所收到的现金(万元),111450,109230,26554,6054,6054,1838,4780,1838,1838,1623,--,--,1000,5757,5623,5622,5620,--,--,--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),1897,760,127,1230,664,860,386,218,218,2941,824,19,25,78,133,122,105,--,--,--,--,--,--,--,262,376,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),1,990,920,920,--,--,--,--,--,3,--,--,--,13,5,3,--,0,0,0,--,4,4,4,--,1537,232, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,--,--,--,60,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的其他与投资活动有关的现金(万元),9,20,17,9,--,--,--,--,--,0,959,959,959,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),113357,111000,27618,8213,6718,2698,5165,2055,2055,4627,1783,977,1984,5848,5761,5747,5725,0,0,0,0,4,4,4,262,1913,232, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),2773,2087,454,279,208,1313,60,58,52,204,118,98,2,157,154,83,4,842,915,871,155,483,377,219,168,537,2150, 
 投资所支付的现金(万元),123933,134498,57580,5187,3249,10973,4944,4874,3692,42575,41393,32306,900,1131,717,1391,1985,6143,1343,136,88,113,--,39,193,--,108, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),11,7045,--,--,--,62996,--,--,--,29041,30000,3000,--,--,--,--,--,--,--,--,--,52,--,--,--,12407,--, 
 支付的其他与投资活动有关的现金(万元),3,--,--,--,--,1539,1539,1539,1539,--,873,873,--,--,--,--,--,--,--,--,--,--,113,76,32,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),126720,143630,58034,5466,3458,76821,6543,6471,5283,71820,72384,36277,902,1288,872,1474,1988,6985,2257,1007,242,647,489,334,394,12943,2257, 
 投资活动产生的现金流量净额(万元),-13363,-32630,-30416,2747,3260,-74123,-1377,-4415,-3227,-67193,-70601,-35299,1081,4560,4889,4273,3737,-6985,-2257,-1007,-242,-643,-485,-330,-132,-11030,-2026, 
 吸收投资收到的现金(万元),--,5132,132,--,--,345073,343540,--,--,4904,4904,4904,1920,1400,1400,1400,1400,--,--,--,--,30743,30743,--,--,--,151, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,1400,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),114636,434491,294672,203429,82831,364365,282124,174470,60819,178909,96142,13181,6295,22000,20000,16570,3000,33000,29000,21000,10000,99461,83661,43531,78469,54250,34125, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),54178,103332,56811,44853,11885,4250,2669,2669,2023,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),168814,542955,351615,248282,94715,713688,628333,177139,62842,183813,101047,18085,8215,23400,21400,17970,4400,33000,29000,21000,10000,130204,114404,43531,78469,54250,34276, 
 偿还债务支付的现金(万元),130628,369012,250835,151519,78012,433970,328966,191031,130335,55599,22327,7700,7700,38500,34000,21000,12000,55230,52730,38490,3940,91944,63194,39904,63169,46210,16131, 
 分配股利、利润或偿付利息所支付的现金(万元),626,1957,1404,589,278,3136,2401,2246,1439,1349,1350,541,275,1448,1135,818,418,3928,3385,1802,940,3617,2568,1579,2529,1526,748, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),66463,77380,38982,16181,2959,10251,32830,39035,10829,3792,2551,4850,451,1535,3160,14662,1851,--,--,--,--,--,--,--,--,--,71, 
 筹资活动现金流出小计(万元),197717,448350,291221,168290,81249,447357,364197,232312,142603,60740,26228,13091,8426,41483,38295,36480,14269,59158,56115,40292,4880,95561,65762,41483,65699,47736,16950, 
 筹资活动产生的现金流量净额(万元),-28903,94605,60394,79992,13466,266332,264136,-55173,-79760,123073,74818,4994,-211,-18083,-16895,-18510,-9869,-26158,-27115,-19292,5120,34643,48642,2048,12771,6514,17326, 
 汇率变动对现金及现金等价物的影响(万元),-492,-725,-594,-429,-194,653,112,37,-162,631,237,-206,-12,15,26,60,62,-73,-30,-24,-11,-1,--,--,--,--,--, 
