 报告日期,2017-09-30,2017-06-30,2016-12-31,2016-09-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31, 
 销售商品、提供劳务收到的现金(万元),42595,29005,51256,39337,10051,49657,39709,39350, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),--,--,--,--,--,--,--,--, 
 收到的其他与经营活动有关的现金(万元),2618,394,3202,2618,398,9380,8911,3922, 
 经营活动现金流入小计(万元),45213,29400,54458,41955,10450,59038,48620,43272, 
 购买商品、接受劳务支付的现金(万元),11820,7532,15940,12934,4081,15386,14519,12241, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),5380,3694,6310,4571,1888,5991,5496,4246, 
 支付的各项税费(万元),6812,4383,8982,6245,2496,8515,5685,5205, 
 支付的其他与经营活动有关的现金(万元),14283,8892,17453,14300,5004,22536,20897,16847, 
 经营活动现金流出小计(万元),38295,24501,48685,38051,13467,52428,46598,38539, 
 经营活动产生的现金流量净额(万元),6918,4899,5773,3904,-3018,6610,2022,4734, 
 收回投资所收到的现金(万元),--,--,--,--,--,--,--,--, 
 取得投资收益所收到的现金(万元),--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),--,--,--,--,--,0,--,0, 
 处置子公司及其他营业单位收到的现金净额(万元),--,--,--,--,--,--,949,--, 
 收到的其他与投资活动有关的现金(万元),--,--,--,--,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),0,0,0,0,0,0,949,0, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),3044,2209,1669,705,169,1620,1379,1906, 
 投资所支付的现金(万元),--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--, 
