 报告日期,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31, 
 销售商品、提供劳务收到的现金(万元),59093,36432,17928,155290,111767,79491,24202,182930,176917,186464,168353,191314, 
 客户存款和同业存放款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 向中央银行借款净增加额(万元,--,--,--,--,--,--,--,--,--,--,--,--, 
 向其他金融机构拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到原保险合同保费取得的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到再保险业务现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 保户储金及投资款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 处置交易性金融资产净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收取利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 拆入资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 回购业务资金净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到的税费返还(万元),1532,1252,679,247,113,23,--,161,100,863,254,1553, 
 收到的其他与经营活动有关的现金(万元),5149,4811,3851,1216,1357,923,7796,3513,1540,4067,3086,12143, 
 经营活动现金流入小计(万元),65773,42494,22458,156753,113236,80437,31998,186605,178557,191394,171692,205010, 
 购买商品、接受劳务支付的现金(万元),56575,37889,18822,104723,72443,39494,5440,122021,138014,144422,135194,163913, 
 客户贷款及垫款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 存放中央银行和同业款项净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付原保险合同赔付款项的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付利息、手续费及佣金的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付保单红利的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付给职工以及为职工支付的现金(万元),8015,5867,2730,12338,8208,5941,3009,12907,13505,11681,8910,8046, 
 支付的各项税费(万元),4182,2230,1306,7708,6207,4116,2318,12219,8591,12711,6720,7940, 
 支付的其他与经营活动有关的现金(万元),4338,4001,1862,4662,4038,2046,5691,5933,7997,7484,6986,16223, 
 经营活动现金流出小计(万元),73110,49987,24720,129432,90897,51597,16457,153080,168107,176297,157810,196122, 
 经营活动产生的现金流量净额(万元),-7337,-7493,-2262,27320,22340,28840,15541,33525,10450,15097,13882,8888, 
 收回投资所收到的现金(万元),--,10000,10000,--,--,--,--,--,--,--,--,200, 
 取得投资收益所收到的现金(万元),24014,--,77,21,21,--,--,75,--,--,4764,678, 
 处置固定资产、无形资产和其他长期资产所收回的现金净额(万元),324,2920,17,197,191,131,--,33,31,4617,2407,422, 
 处置子公司及其他营业单位收到的现金净额(万元),3397,--,--,--,--,--,--,--,--,--,1474,--, 
 收到的其他与投资活动有关的现金(万元),--,72,--,8183,14204,2183,--,13000,--,--,--,--, 
 减少质押和定期存款所收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流入小计(万元),27735,12992,10094,8401,14417,2314,0,13108,31,4617,8645,1300, 
 购建固定资产、无形资产和其他长期资产所支付的现金(万元),1198,178,307,5132,3542,2895,103,6068,5769,3708,15527,8227, 
 投资所支付的现金(万元),54103,40070,25000,--,--,--,--,--,--,--,--,--, 
 质押贷款净增加额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 取得子公司及其他营业单位支付的现金净额(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付的其他与投资活动有关的现金(万元),6,--,--,16000,12021,--,--,15183,--,--,--,--, 
 增加质押和定期存款所支付的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 投资活动现金流出小计(万元),55307,40248,25307,21132,15563,2895,103,21251,5769,3708,15527,8227, 
 投资活动产生的现金流量净额(万元),-27572,-27256,-15213,-12731,-1146,-580,-103,-8143,-5738,909,-6881,-6927, 
 吸收投资收到的现金(万元),--,--,--,71629,--,--,--,--,--,--,--,28000, 
 其中：子公司吸收少数股东投资收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 取得借款收到的现金(万元),3000,3000,--,34478,25763,11863,1713,44234,62500,74589,88766,85702, 
 发行债券收到的现金(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 收到其他与筹资活动有关的现金(万元),1,1,--,--,--,--,--,--,--,--,--,--, 
 筹资活动现金流入小计(万元),3001,3001,0,106106,25763,11863,1713,44234,62500,74589,88766,113702, 
 偿还债务支付的现金(万元),6478,3478,3478,74363,52063,34363,15583,57983,63549,75823,90234,80456, 
 分配股利、利润或偿付利息所支付的现金(万元),3504,3492,2,1034,849,657,409,7166,8158,4850,14920,30969, 
 其中：子公司支付给少数股东的股利、利润(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 支付其他与筹资活动有关的现金(万元),200,--,--,124,--,--,--,--,--,--,--,--, 
 筹资活动现金流出小计(万元),10182,6971,3481,75521,52913,35020,15992,65150,71707,80674,105153,111425, 
 筹资活动产生的现金流量净额(万元),-7181,-3969,-3481,30586,-27150,-23157,-14279,-20915,-9207,-6084,-16387,2277, 
 汇率变动对现金及现金等价物的影响(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 现金及现金等价物净增加额(万元),-42089,-38718,-20956,45175,-5956,5102,1158,4466,-4496,9922,-9386,4238, 
 加:期初现金及现金等价物余额(万元),56362,56362,56362,11187,11187,11187,11187,6721,11217,1295,10681,6443, 
 期末现金及现金等价物余额(万元),14273,17644,35406,56362,5231,16290,12346,11187,6721,11217,1295,10681, 
 净利润(万元),--,5951,--,12248,8928,4838,--,13580,14688,18406,--,--, 
 少数股东损益(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 未确认的投资损失(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 资产减值准备(万元),--,1144,--,897,1044,879,--,1402,2027,466,--,--, 
 固定资产折旧、油气资产折耗、生产性物资折旧(万元),--,2468,--,4996,3742,2469,--,4891,4298,4282,--,--, 
 无形资产摊销(万元),--,101,--,215,162,109,--,221,216,215,--,--, 
 长期待摊费用摊销(万元),--,0,--,0,--,--,--,--,--,--,--,--, 
 待摊费用的减少(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 预提费用的增加(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 处置固定资产、无形资产和其他长期资产的损失(万元),--,-1047,--,-95,-105,-68,--,107,82,582,--,--, 
 固定资产报废损失(万元),--,256,--,--,--,--,--,--,--,--,--,--, 
 公允价值变动损失(万元),--,--,--,-6,--,--,--,--,--,--,--,--, 
 递延收益增加(减：减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 预计负债(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 财务费用(万元),--,-133,--,977,812,619,--,2853,3471,3711,--,--, 
 投资损失(万元),--,--,--,-21,-21,--,--,-75,--,--,--,--, 
 递延所得税资产减少(万元),--,125,--,185,134,159,--,-309,-261,-389,--,--, 
 递延所得税负债增加(万元),--,-1,--,-2,-2,-1,--,-3,-3,-4,--,--, 
 存货的减少(万元),--,-14736,--,799,4019,6916,--,16525,-12345,-2553,--,--, 
 经营性应收项目的减少(万元),--,-17761,--,3883,-2798,9694,--,-562,10260,21979,--,--, 
 经营性应付项目的增加(万元),--,16140,--,3245,6425,3226,--,-5106,-11984,-31599,--,--, 
 已完工尚未结算款的减少(减:增加)(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
 已结算尚未完工款的增加(减:减少)(万元),--,--,--,--,--,--,--,--,--,--,--,--, 
